cross_section,scenario,eta_ch,n_alpha_over_ne0,tau,Ti_opt,Pnet_Pbrems_variant_i,Pnet_Pbrems_variant_ii
wang,pessimistic,0.550,0.0244,0.40,500,-1.1204,-1.5222
wang,pessimistic,0.600,0.0244,0.40,500,-1.1966,-1.5984
wang,pessimistic,0.650,0.0244,0.40,500,-1.2729,-1.6747
wang,pessimistic,0.700,0.0244,0.40,500,-1.3491,-1.7509
wang,pessimistic,0.750,0.0244,0.40,500,-1.4253,-1.8272
wang,pessimistic,0.800,0.0244,0.40,500,-1.5016,-1.9034
wang,pessimistic,0.850,0.0244,0.40,500,-1.5778,-1.9796
wang,pessimistic,0.900,0.0244,0.40,500,-1.6541,-2.0559
wang,pessimistic,0.950,0.0244,0.40,500,-1.7303,-2.1321
wang,pessimistic,1.000,0.0244,0.40,500,-1.8065,-2.2084
wang,pessimistic,0.000,0.0291,0.40,300,-0.0836,-0.6885
wang,pessimistic,0.050,0.0291,0.40,300,-0.1897,-0.7637
wang,pessimistic,0.100,0.0291,0.40,300,-0.2959,-0.8388
wang,pessimistic,0.150,0.0291,0.40,300,-0.4021,-0.9140
wang,pessimistic,0.200,0.0291,0.40,300,-0.5083,-0.9891
wang,pessimistic,0.250,0.0291,0.40,300,-0.6145,-1.0643
wang,pessimistic,0.300,0.0291,0.40,300,-0.7207,-1.1394
wang,pessimistic,0.350,0.0291,0.40,500,-0.8191,-1.2146
wang,pessimistic,0.400,0.0291,0.40,500,-0.8943,-1.2898
wang,pessimistic,0.450,0.0291,0.40,500,-0.9694,-1.3649
wang,pessimistic,0.500,0.0291,0.40,500,-1.0446,-1.4401
wang,pessimistic,0.550,0.0291,0.40,500,-1.1197,-1.5152
wang,pessimistic,0.600,0.0291,0.40,500,-1.1949,-1.5904
wang,pessimistic,0.650,0.0291,0.40,500,-1.2700,-1.6656
wang,pessimistic,0.700,0.0291,0.40,500,-1.3452,-1.7407
wang,pessimistic,0.750,0.0291,0.40,500,-1.4204,-1.8159
wang,pessimistic,0.800,0.0291,0.40,500,-1.4955,-1.8910
wang,pessimistic,0.850,0.0291,0.40,500,-1.5707,-1.9662
wang,pessimistic,0.900,0.0291,0.40,500,-1.6458,-2.0413
wang,pessimistic,0.950,0.0291,0.40,500,-1.7210,-2.1165
wang,pessimistic,1.000,0.0291,0.40,500,-1.7961,-2.1917
wang,pessimistic,0.000,0.0347,0.40,300,-0.1003,-0.6943
wang,pessimistic,0.050,0.0347,0.40,300,-0.2047,-0.7682
wang,pessimistic,0.100,0.0347,0.40,300,-0.3090,-0.8421
wang,pessimistic,0.150,0.0347,0.40,300,-0.4133,-0.9160
wang,pessimistic,0.200,0.0347,0.40,280,-0.5144,-0.9899
wang,pessimistic,0.250,0.0347,0.40,280,-0.6208,-1.0637
wang,pessimistic,0.300,0.0347,0.40,300,-0.7262,-1.1376
wang,pessimistic,0.350,0.0347,0.40,500,-0.8234,-1.2115
wang,pessimistic,0.400,0.0347,0.40,500,-0.8973,-1.2854
wang,pessimistic,0.450,0.0347,0.40,500,-0.9712,-1.3593
wang,pessimistic,0.500,0.0347,0.40,500,-1.0450,-1.4332
wang,pessimistic,0.550,0.0347,0.40,500,-1.1189,-1.5071
wang,pessimistic,0.600,0.0347,0.40,500,-1.1928,-1.5810
wang,pessimistic,0.650,0.0347,0.40,500,-1.2667,-1.6549
wang,pessimistic,0.700,0.0347,0.40,500,-1.3406,-1.7288
wang,pessimistic,0.750,0.0347,0.40,500,-1.4145,-1.8027
wang,pessimistic,0.800,0.0347,0.40,500,-1.4884,-1.8766
wang,pessimistic,0.850,0.0347,0.40,500,-1.5623,-1.9505
wang,pessimistic,0.900,0.0347,0.40,500,-1.6362,-2.0244
wang,pessimistic,0.950,0.0347,0.40,500,-1.7101,-2.0983
wang,pessimistic,1.000,0.0347,0.40,500,-1.7840,-2.1722
wang,pessimistic,0.000,0.0414,0.40,280,-0.1174,-0.7010
wang,pessimistic,0.050,0.0414,0.40,280,-0.2138,-0.7734
wang,pessimistic,0.100,0.0414,0.40,280,-0.3169,-0.8458
wang,pessimistic,0.150,0.0414,0.40,280,-0.4210,-0.9182
wang,pessimistic,0.200,0.0414,0.40,280,-0.5252,-0.9907
wang,pessimistic,0.250,0.0414,0.40,280,-0.6294,-1.0631
wang,pessimistic,0.300,0.0414,0.40,300,-0.7327,-1.1355
wang,pessimistic,0.350,0.0414,0.40,500,-0.8283,-1.2080
wang,pessimistic,0.400,0.0414,0.40,500,-0.9007,-1.2804
wang,pessimistic,0.450,0.0414,0.40,500,-0.9731,-1.3528
wang,pessimistic,0.500,0.0414,0.40,500,-1.0455,-1.4252
wang,pessimistic,0.550,0.0414,0.40,500,-1.1180,-1.4977
wang,pessimistic,0.600,0.0414,0.40,500,-1.1904,-1.5701
wang,pessimistic,0.650,0.0414,0.40,500,-1.2628,-1.6425
wang,pessimistic,0.700,0.0414,0.40,500,-1.3353,-1.7150
wang,pessimistic,0.750,0.0414,0.40,500,-1.4077,-1.7874
wang,pessimistic,0.800,0.0414,0.40,500,-1.4801,-1.8598
wang,pessimistic,0.850,0.0414,0.40,500,-1.5525,-1.9322
wang,pessimistic,0.900,0.0414,0.40,500,-1.6250,-2.0047
wang,pessimistic,0.950,0.0414,0.40,500,-1.6974,-2.0771
wang,pessimistic,1.000,0.0414,0.40,500,-1.7698,-2.1495
wang,pessimistic,0.000,0.0494,0.40,280,-0.1312,-0.7086
wang,pessimistic,0.050,0.0494,0.40,280,-0.2328,-0.7794
wang,pessimistic,0.100,0.0494,0.40,280,-0.3344,-0.8501
wang,pessimistic,0.150,0.0494,0.40,280,-0.4360,-0.9208
wang,pessimistic,0.200,0.0494,0.40,280,-0.5376,-0.9916
wang,pessimistic,0.250,0.0494,0.40,280,-0.6392,-1.0623
wang,pessimistic,0.300,0.0494,0.40,300,-0.7401,-1.1331
wang,pessimistic,0.350,0.0494,0.40,500,-0.8338,-1.2038
wang,pessimistic,0.400,0.0494,0.40,500,-0.9046,-1.2745
wang,pessimistic,0.450,0.0494,0.40,500,-0.9753,-1.3453
wang,pessimistic,0.500,0.0494,0.40,500,-1.0461,-1.4160
wang,pessimistic,0.550,0.0494,0.40,500,-1.1168,-1.4867
wang,pessimistic,0.600,0.0494,0.40,500,-1.1875,-1.5575
wang,pessimistic,0.650,0.0494,0.40,500,-1.2583,-1.6282
wang,pessimistic,0.700,0.0494,0.40,500,-1.3290,-1.6989
wang,pessimistic,0.750,0.0494,0.40,500,-1.3997,-1.7697
wang,pessimistic,0.800,0.0494,0.40,500,-1.4705,-1.8404
wang,pessimistic,0.850,0.0494,0.40,500,-1.5412,-1.9111
wang,pessimistic,0.900,0.0494,0.40,500,-1.6119,-1.9819
wang,pessimistic,0.950,0.0494,0.40,500,-1.6827,-2.0526
wang,pessimistic,1.000,0.0494,0.40,500,-1.7534,-2.1234
wang,pessimistic,0.000,0.0589,0.40,280,-0.1570,-0.7174
wang,pessimistic,0.050,0.0589,0.40,280,-0.2557,-0.7862
wang,pessimistic,0.100,0.0589,0.40,280,-0.3544,-0.8550
wang,pessimistic,0.150,0.0589,0.40,280,-0.4531,-0.9238
wang,pessimistic,0.200,0.0589,0.40,280,-0.5518,-0.9926
wang,pessimistic,0.250,0.0589,0.40,280,-0.6505,-1.0614
wang,pessimistic,0.300,0.0589,0.40,300,-0.7485,-1.1302
wang,pessimistic,0.350,0.0589,0.40,500,-0.8402,-1.1990
wang,pessimistic,0.400,0.0589,0.40,500,-0.9090,-1.2678
wang,pessimistic,0.450,0.0589,0.40,500,-0.9778,-1.3365
wang,pessimistic,0.500,0.0589,0.40,500,-1.0465,-1.4053
wang,pessimistic,0.550,0.0589,0.40,500,-1.1153,-1.4741
wang,pessimistic,0.600,0.0589,0.40,500,-1.1841,-1.5429
wang,pessimistic,0.650,0.0589,0.40,500,-1.2529,-1.6117
wang,pessimistic,0.700,0.0589,0.40,500,-1.3217,-1.6805
wang,pessimistic,0.750,0.0589,0.40,500,-1.3905,-1.7493
wang,pessimistic,0.800,0.0589,0.40,500,-1.4593,-1.8181
wang,pessimistic,0.850,0.0589,0.40,500,-1.5281,-1.8869
wang,pessimistic,0.900,0.0589,0.40,500,-1.5969,-1.9557
wang,pessimistic,0.950,0.0589,0.40,500,-1.6657,-2.0245
wang,pessimistic,1.000,0.0589,0.40,500,-1.7345,-2.0933
wang,pessimistic,0.000,0.0703,0.40,280,-0.1864,-0.7274
wang,pessimistic,0.050,0.0703,0.40,260,-0.2782,-0.7940
wang,pessimistic,0.100,0.0703,0.40,260,-0.3747,-0.8605
wang,pessimistic,0.150,0.0703,0.40,260,-0.4713,-0.9271
wang,pessimistic,0.200,0.0703,0.40,260,-0.5678,-0.9937
wang,pessimistic,0.250,0.0703,0.40,280,-0.6632,-1.0603
wang,pessimistic,0.300,0.0703,0.40,300,-0.7580,-1.1268
wang,pessimistic,0.350,0.0703,0.40,440,-0.8472,-1.1934
wang,pessimistic,0.400,0.0703,0.40,500,-0.9138,-1.2600
wang,pessimistic,0.450,0.0703,0.40,500,-0.9804,-1.3266
wang,pessimistic,0.500,0.0703,0.40,500,-1.0470,-1.3931
wang,pessimistic,0.550,0.0703,0.40,500,-1.1136,-1.4597
wang,pessimistic,0.600,0.0703,0.40,500,-1.1801,-1.5263
wang,pessimistic,0.650,0.0703,0.40,500,-1.2467,-1.5929
wang,pessimistic,0.700,0.0703,0.40,500,-1.3133,-1.6594
wang,pessimistic,0.750,0.0703,0.40,500,-1.3799,-1.7260
wang,pessimistic,0.800,0.0703,0.40,500,-1.4464,-1.7926
wang,pessimistic,0.850,0.0703,0.40,500,-1.5130,-1.8592
wang,pessimistic,0.900,0.0703,0.40,500,-1.5796,-1.9257
wang,pessimistic,0.950,0.0703,0.40,500,-1.6462,-1.9923
wang,pessimistic,1.000,0.0703,0.40,500,-1.7128,-2.0589
wang,pessimistic,0.000,0.0838,0.40,260,-0.2149,-0.7386
wang,pessimistic,0.050,0.0838,0.40,260,-0.3076,-0.8026
wang,pessimistic,0.100,0.0838,0.40,260,-0.4003,-0.8667
wang,pessimistic,0.150,0.0838,0.40,260,-0.4930,-0.9308
wang,pessimistic,0.200,0.0838,0.40,260,-0.5858,-0.9949
wang,pessimistic,0.250,0.0838,0.40,280,-0.6775,-1.0589
wang,pessimistic,0.300,0.0838,0.40,300,-0.7687,-1.1230
wang,pessimistic,0.350,0.0838,0.40,420,-0.8548,-1.1871
wang,pessimistic,0.400,0.0838,0.40,500,-0.9192,-1.2511
wang,pessimistic,0.450,0.0838,0.40,500,-0.9833,-1.3152
wang,pessimistic,0.500,0.0838,0.40,500,-1.0473,-1.3793
wang,pessimistic,0.550,0.0838,0.40,500,-1.1114,-1.4433
wang,pessimistic,0.600,0.0838,0.40,500,-1.1755,-1.5074
wang,pessimistic,0.650,0.0838,0.40,500,-1.2395,-1.5715
wang,pessimistic,0.700,0.0838,0.40,500,-1.3036,-1.6355
wang,pessimistic,0.750,0.0838,0.40,500,-1.3677,-1.6996
wang,pessimistic,0.800,0.0838,0.40,500,-1.4318,-1.7637
wang,pessimistic,0.850,0.0838,0.40,500,-1.4958,-1.8277
wang,pessimistic,0.900,0.0838,0.40,500,-1.5599,-1.8918
wang,pessimistic,0.950,0.0838,0.40,500,-1.6240,-1.9559
wang,pessimistic,1.000,0.0838,0.40,500,-1.6880,-2.0200
wang,pessimistic,0.000,0.1000,0.40,260,-0.2518,-0.7511
wang,pessimistic,0.050,0.1000,0.40,260,-0.3403,-0.8123
wang,pessimistic,0.100,0.1000,0.40,260,-0.4288,-0.8736
wang,pessimistic,0.150,0.1000,0.40,260,-0.5173,-0.9348
wang,pessimistic,0.200,0.1000,0.40,260,-0.6058,-0.9961
wang,pessimistic,0.250,0.1000,0.40,280,-0.6934,-1.0573
wang,pessimistic,0.300,0.1000,0.40,300,-0.7805,-1.1186
wang,pessimistic,0.350,0.1000,0.40,400,-0.8632,-1.1799
wang,pessimistic,0.400,0.1000,0.40,500,-0.9250,-1.2411
wang,pessimistic,0.450,0.1000,0.40,500,-0.9863,-1.3024
wang,pessimistic,0.500,0.1000,0.40,500,-1.0475,-1.3636
wang,pessimistic,0.550,0.1000,0.40,500,-1.1088,-1.4249
wang,pessimistic,0.600,0.1000,0.40,500,-1.1701,-1.4861
wang,pessimistic,0.650,0.1000,0.40,500,-1.2313,-1.5474
wang,pessimistic,0.700,0.1000,0.40,500,-1.2926,-1.6087
wang,pessimistic,0.750,0.1000,0.40,500,-1.3538,-1.6699
wang,pessimistic,0.800,0.1000,0.40,500,-1.4151,-1.7312
wang,pessimistic,0.850,0.1000,0.40,500,-1.4763,-1.7924
wang,pessimistic,0.900,0.1000,0.40,500,-1.5376,-1.8537
wang,pessimistic,0.950,0.1000,0.40,500,-1.5989,-1.9149
wang,pessimistic,1.000,0.1000,0.40,500,-1.6601,-1.9762
TB,optimistic,0.000,0.0050,0.40,320,0.1778,-0.5159
TB,optimistic,0.050,0.0050,0.40,320,0.1859,-0.4696
TB,optimistic,0.100,0.0050,0.40,320,0.1940,-0.4205
TB,optimistic,0.150,0.0050,0.40,320,0.2021,-0.3714
TB,optimistic,0.200,0.0050,0.40,320,0.2102,-0.3223
TB,optimistic,0.250,0.0050,0.40,340,0.2190,-0.2732
TB,optimistic,0.300,0.0050,0.40,360,0.2346,-0.2241
TB,optimistic,0.350,0.0050,0.40,420,0.2604,-0.1750
TB,optimistic,0.400,0.0050,0.40,500,0.3037,-0.1259
TB,optimistic,0.450,0.0050,0.40,500,0.3528,-0.0768
TB,optimistic,0.500,0.0050,0.40,500,0.4019,-0.0277
TB,optimistic,0.550,0.0050,0.40,500,0.4510,0.0214
TB,optimistic,0.600,0.0050,0.40,500,0.5001,0.0705
TB,optimistic,0.650,0.0050,0.40,500,0.5492,0.1197
TB,optimistic,0.700,0.0050,0.40,500,0.5983,0.1688
TB,optimistic,0.750,0.0050,0.40,500,0.6474,0.2179
TB,optimistic,0.800,0.0050,0.40,500,0.6965,0.2670
TB,optimistic,0.850,0.0050,0.40,500,0.7456,0.3161
TB,optimistic,0.900,0.0050,0.40,500,0.7947,0.3652
TB,optimistic,0.950,0.0050,0.40,500,0.8438,0.4143
TB,optimistic,1.000,0.0050,0.40,500,0.8929,0.4634
TB,optimistic,0.000,0.0060,0.40,320,0.1739,-0.5175
TB,optimistic,0.050,0.0060,0.40,320,0.1819,-0.4716
TB,optimistic,0.100,0.0060,0.40,320,0.1898,-0.4228
TB,optimistic,0.150,0.0060,0.40,320,0.1978,-0.3740
TB,optimistic,0.200,0.0060,0.40,320,0.2057,-0.3252
TB,optimistic,0.250,0.0060,0.40,340,0.2144,-0.2765
TB,optimistic,0.300,0.0060,0.40,360,0.2297,-0.2277
TB,optimistic,0.350,0.0060,0.40,420,0.2551,-0.1789
TB,optimistic,0.400,0.0060,0.40,500,0.2980,-0.1301
TB,optimistic,0.450,0.0060,0.40,500,0.3467,-0.0814
TB,optimistic,0.500,0.0060,0.40,500,0.3955,-0.0326
TB,optimistic,0.550,0.0060,0.40,500,0.4443,0.0162
TB,optimistic,0.600,0.0060,0.40,500,0.4930,0.0650
TB,optimistic,0.650,0.0060,0.40,500,0.5418,0.1137
TB,optimistic,0.700,0.0060,0.40,500,0.5906,0.1625
TB,optimistic,0.750,0.0060,0.40,500,0.6394,0.2113
TB,optimistic,0.800,0.0060,0.40,500,0.6881,0.2600
TB,optimistic,0.850,0.0060,0.40,500,0.7369,0.3088
TB,optimistic,0.900,0.0060,0.40,500,0.7857,0.3576
TB,optimistic,0.950,0.0060,0.40,500,0.8345,0.4064
TB,optimistic,1.000,0.0060,0.40,500,0.8832,0.4551
TB,optimistic,0.000,0.0071,0.40,320,0.1693,-0.5194
TB,optimistic,0.050,0.0071,0.40,320,0.1771,-0.4739
TB,optimistic,0.100,0.0071,0.40,320,0.1849,-0.4255
TB,optimistic,0.150,0.0071,0.40,320,0.1926,-0.3771
TB,optimistic,0.200,0.0071,0.40,320,0.2004,-0.3287
TB,optimistic,0.250,0.0071,0.40,340,0.2089,-0.2803
TB,optimistic,0.300,0.0071,0.40,360,0.2239,-0.2320
TB,optimistic,0.350,0.0071,0.40,420,0.2490,-0.1836
TB,optimistic,0.400,0.0071,0.40,500,0.2912,-0.1352
TB,optimistic,0.450,0.0071,0.40,500,0.3396,-0.0868
TB,optimistic,0.500,0.0071,0.40,500,0.3879,-0.0384
TB,optimistic,0.550,0.0071,0.40,500,0.4363,0.0100
TB,optimistic,0.600,0.0071,0.40,500,0.4847,0.0583
TB,optimistic,0.650,0.0071,0.40,500,0.5331,0.1067
TB,optimistic,0.700,0.0071,0.40,500,0.5815,0.1551
TB,optimistic,0.750,0.0071,0.40,500,0.6299,0.2035
TB,optimistic,0.800,0.0071,0.40,500,0.6782,0.2519
TB,optimistic,0.850,0.0071,0.40,500,0.7266,0.3002
TB,optimistic,0.900,0.0071,0.40,500,0.7750,0.3486
TB,optimistic,0.950,0.0071,0.40,500,0.8234,0.3970
TB,optimistic,1.000,0.0071,0.40,500,0.8718,0.4454
TB,optimistic,0.000,0.0085,0.40,320,0.1638,-0.5217
TB,optimistic,0.050,0.0085,0.40,320,0.1714,-0.4766
TB,optimistic,0.100,0.0085,0.40,320,0.1790,-0.4287
TB,optimistic,0.150,0.0085,0.40,320,0.1866,-0.3808
TB,optimistic,0.200,0.0085,0.40,320,0.1942,-0.3328
TB,optimistic,0.250,0.0085,0.40,340,0.2023,-0.2849
TB,optimistic,0.300,0.0085,0.40,360,0.2171,-0.2370
TB,optimistic,0.350,0.0085,0.40,420,0.2416,-0.1891
TB,optimistic,0.400,0.0085,0.40,500,0.2832,-0.1412
TB,optimistic,0.450,0.0085,0.40,500,0.3311,-0.0932
TB,optimistic,0.500,0.0085,0.40,500,0.3790,-0.0453
TB,optimistic,0.550,0.0085,0.40,500,0.4269,0.0026
TB,optimistic,0.600,0.0085,0.40,500,0.4749,0.0505
TB,optimistic,0.650,0.0085,0.40,500,0.5228,0.0984
TB,optimistic,0.700,0.0085,0.40,500,0.5707,0.1463
TB,optimistic,0.750,0.0085,0.40,500,0.6186,0.1943
TB,optimistic,0.800,0.0085,0.40,500,0.6665,0.2422
TB,optimistic,0.850,0.0085,0.40,500,0.7145,0.2901
TB,optimistic,0.900,0.0085,0.40,500,0.7624,0.3380
TB,optimistic,0.950,0.0085,0.40,500,0.8103,0.3859
TB,optimistic,1.000,0.0085,0.40,500,0.8582,0.4339
TB,optimistic,0.000,0.0101,0.40,320,0.1573,-0.5244
TB,optimistic,0.050,0.0101,0.40,320,0.1646,-0.4798
TB,optimistic,0.100,0.0101,0.40,320,0.1720,-0.4325
TB,optimistic,0.150,0.0101,0.40,320,0.1794,-0.3851
TB,optimistic,0.200,0.0101,0.40,320,0.1868,-0.3377
TB,optimistic,0.250,0.0101,0.40,340,0.1946,-0.2903
TB,optimistic,0.300,0.0101,0.40,360,0.2091,-0.2430
TB,optimistic,0.350,0.0101,0.40,420,0.2330,-0.1956
TB,optimistic,0.400,0.0101,0.40,500,0.2737,-0.1482
TB,optimistic,0.450,0.0101,0.40,500,0.3211,-0.1008
TB,optimistic,0.500,0.0101,0.40,500,0.3685,-0.0535
TB,optimistic,0.550,0.0101,0.40,500,0.4159,-0.0061
TB,optimistic,0.600,0.0101,0.40,500,0.4632,0.0413
TB,optimistic,0.650,0.0101,0.40,500,0.5106,0.0887
TB,optimistic,0.700,0.0101,0.40,500,0.5580,0.1360
TB,optimistic,0.750,0.0101,0.40,500,0.6054,0.1834
TB,optimistic,0.800,0.0101,0.40,500,0.6527,0.2308
TB,optimistic,0.850,0.0101,0.40,500,0.7001,0.2781
TB,optimistic,0.900,0.0101,0.40,500,0.7475,0.3255
TB,optimistic,0.950,0.0101,0.40,500,0.7948,0.3729
TB,optimistic,1.000,0.0101,0.40,500,0.8422,0.4203
TB,optimistic,0.000,0.0121,0.40,320,0.1496,-0.5276
TB,optimistic,0.050,0.0121,0.40,320,0.1567,-0.4836
TB,optimistic,0.100,0.0121,0.40,320,0.1638,-0.4369
TB,optimistic,0.150,0.0121,0.40,320,0.1709,-0.3902
TB,optimistic,0.200,0.0121,0.40,320,0.1780,-0.3434
TB,optimistic,0.250,0.0121,0.40,340,0.1855,-0.2967
TB,optimistic,0.300,0.0121,0.40,360,0.1995,-0.2500
TB,optimistic,0.350,0.0121,0.40,420,0.2227,-0.2032
TB,optimistic,0.400,0.0121,0.40,500,0.2626,-0.1565
TB,optimistic,0.450,0.0121,0.40,500,0.3093,-0.1098
TB,optimistic,0.500,0.0121,0.40,500,0.3561,-0.0631
TB,optimistic,0.550,0.0121,0.40,500,0.4028,-0.0163
TB,optimistic,0.600,0.0121,0.40,500,0.4495,0.0304
TB,optimistic,0.650,0.0121,0.40,500,0.4963,0.0771
TB,optimistic,0.700,0.0121,0.40,500,0.5430,0.1239
TB,optimistic,0.750,0.0121,0.40,500,0.5897,0.1706
TB,optimistic,0.800,0.0121,0.40,500,0.6365,0.2173
TB,optimistic,0.850,0.0121,0.40,500,0.6832,0.2641
TB,optimistic,0.900,0.0121,0.40,500,0.7299,0.3108
TB,optimistic,0.950,0.0121,0.40,500,0.7767,0.3575
TB,optimistic,1.000,0.0121,0.40,500,0.8234,0.4043
TB,optimistic,0.000,0.0144,0.40,320,0.1405,-0.5314
TB,optimistic,0.050,0.0144,0.40,320,0.1473,-0.4881
TB,optimistic,0.100,0.0144,0.40,320,0.1541,-0.4422
TB,optimistic,0.150,0.0144,0.40,320,0.1609,-0.3962
TB,optimistic,0.200,0.0144,0.40,320,0.1677,-0.3502
TB,optimistic,0.250,0.0144,0.40,340,0.1748,-0.3042
TB,optimistic,0.300,0.0144,0.40,360,0.1883,-0.2582
TB,optimistic,0.350,0.0144,0.40,420,0.2107,-0.2123
TB,optimistic,0.400,0.0144,0.40,500,0.2495,-0.1663
TB,optimistic,0.450,0.0144,0.40,500,0.2955,-0.1203
TB,optimistic,0.500,0.0144,0.40,500,0.3415,-0.0743
TB,optimistic,0.550,0.0144,0.40,500,0.3874,-0.0283
TB,optimistic,0.600,0.0144,0.40,500,0.4334,0.0176
TB,optimistic,0.650,0.0144,0.40,500,0.4794,0.0636
TB,optimistic,0.700,0.0144,0.40,500,0.5254,0.1096
TB,optimistic,0.750,0.0144,0.40,500,0.5714,0.1556
TB,optimistic,0.800,0.0144,0.40,500,0.6173,0.2016
TB,optimistic,0.850,0.0144,0.40,500,0.6633,0.2475
TB,optimistic,0.900,0.0144,0.40,500,0.7093,0.2935
TB,optimistic,0.950,0.0144,0.40,500,0.7553,0.3395
TB,optimistic,1.000,0.0144,0.40,500,0.8013,0.3855
TB,optimistic,0.000,0.0172,0.40,320,0.1298,-0.5358
TB,optimistic,0.050,0.0172,0.40,320,0.1363,-0.4934
TB,optimistic,0.100,0.0172,0.40,320,0.1427,-0.4483
TB,optimistic,0.150,0.0172,0.40,320,0.1492,-0.4032
TB,optimistic,0.200,0.0172,0.40,300,0.1557,-0.3581
TB,optimistic,0.250,0.0172,0.40,340,0.1622,-0.3130
TB,optimistic,0.300,0.0172,0.40,360,0.1752,-0.2679
TB,optimistic,0.350,0.0172,0.40,420,0.1966,-0.2228
TB,optimistic,0.400,0.0172,0.40,500,0.2341,-0.1777
TB,optimistic,0.450,0.0172,0.40,500,0.2792,-0.1326
TB,optimistic,0.500,0.0172,0.40,500,0.3243,-0.0875
TB,optimistic,0.550,0.0172,0.40,500,0.3694,-0.0424
TB,optimistic,0.600,0.0172,0.40,500,0.4145,0.0027
TB,optimistic,0.650,0.0172,0.40,500,0.4596,0.0478
TB,optimistic,0.700,0.0172,0.40,500,0.5047,0.0929
TB,optimistic,0.750,0.0172,0.40,500,0.5498,0.1380
TB,optimistic,0.800,0.0172,0.40,500,0.5949,0.1831
TB,optimistic,0.850,0.0172,0.40,500,0.6401,0.2282
TB,optimistic,0.900,0.0172,0.40,500,0.6852,0.2733
TB,optimistic,0.950,0.0172,0.40,500,0.7303,0.3184
TB,optimistic,1.000,0.0172,0.40,500,0.7754,0.3635
TB,optimistic,0.000,0.0205,0.40,320,0.1173,-0.5410
TB,optimistic,0.050,0.0205,0.40,320,0.1233,-0.4996
TB,optimistic,0.100,0.0205,0.40,300,0.1324,-0.4555
TB,optimistic,0.150,0.0205,0.40,300,0.1405,-0.4115
TB,optimistic,0.200,0.0205,0.40,300,0.1416,-0.3674
TB,optimistic,0.250,0.0205,0.40,340,0.1475,-0.3233
TB,optimistic,0.300,0.0205,0.40,360,0.1598,-0.2792
TB,optimistic,0.350,0.0205,0.40,400,0.1802,-0.2351
TB,optimistic,0.400,0.0205,0.40,500,0.2162,-0.1911
TB,optimistic,0.450,0.0205,0.40,500,0.2602,-0.1470
TB,optimistic,0.500,0.0205,0.40,500,0.3043,-0.1029
TB,optimistic,0.550,0.0205,0.40,500,0.3484,-0.0588
TB,optimistic,0.600,0.0205,0.40,500,0.3925,-0.0147
TB,optimistic,0.650,0.0205,0.40,500,0.4366,0.0293
TB,optimistic,0.700,0.0205,0.40,500,0.4806,0.0734
TB,optimistic,0.750,0.0205,0.40,500,0.5247,0.1175
TB,optimistic,0.800,0.0205,0.40,500,0.5688,0.1616
TB,optimistic,0.850,0.0205,0.40,500,0.6129,0.2056
TB,optimistic,0.900,0.0205,0.40,500,0.6570,0.2497
TB,optimistic,0.950,0.0205,0.40,500,0.7010,0.2938
TB,optimistic,1.000,0.0205,0.40,500,0.7451,0.3379
TB,optimistic,0.000,0.0244,0.40,300,0.1096,-0.5471
TB,optimistic,0.050,0.0244,0.40,300,0.1197,-0.5069
TB,optimistic,0.100,0.0244,0.40,300,0.1237,-0.4640
TB,optimistic,0.150,0.0244,0.40,300,0.1244,-0.4211
TB,optimistic,0.200,0.0244,0.40,300,0.1252,-0.3782
TB,optimistic,0.250,0.0244,0.40,320,0.1304,-0.3353
TB,optimistic,0.300,0.0244,0.40,360,0.1418,-0.2924
TB,optimistic,0.350,0.0244,0.40,400,0.1611,-0.2495
TB,optimistic,0.400,0.0244,0.40,500,0.1952,-0.2066
TB,optimistic,0.450,0.0244,0.40,500,0.2381,-0.1637
TB,optimistic,0.500,0.0244,0.40,500,0.2810,-0.1208
TB,optimistic,0.550,0.0244,0.40,500,0.3239,-0.0779
TB,optimistic,0.600,0.0244,0.40,500,0.3668,-0.0350
TB,optimistic,0.650,0.0244,0.40,500,0.4097,0.0079
TB,optimistic,0.700,0.0244,0.40,500,0.4526,0.0508
TB,optimistic,0.750,0.0244,0.40,500,0.4955,0.0937
TB,optimistic,0.800,0.0244,0.40,500,0.5384,0.1365
TB,optimistic,0.850,0.0244,0.40,500,0.5813,0.1794
TB,optimistic,0.900,0.0244,0.40,500,0.6242,0.2223
TB,optimistic,0.950,0.0244,0.40,500,0.6670,0.2652
TB,optimistic,1.000,0.0244,0.40,500,0.7099,0.3081
TB,optimistic,0.000,0.0291,0.40,300,0.1048,-0.5542
TB,optimistic,0.050,0.0291,0.40,300,0.1051,-0.5153
TB,optimistic,0.100,0.0291,0.40,300,0.1054,-0.4738
TB,optimistic,0.150,0.0291,0.40,300,0.1057,-0.4322
TB,optimistic,0.200,0.0291,0.40,300,0.1060,-0.3907
TB,optimistic,0.250,0.0291,0.40,320,0.1105,-0.3492
TB,optimistic,0.300,0.0291,0.40,360,0.1208,-0.3077
TB,optimistic,0.350,0.0291,0.40,400,0.1389,-0.2661
TB,optimistic,0.400,0.0291,0.40,500,0.1709,-0.2246
TB,optimistic,0.450,0.0291,0.40,500,0.2124,-0.1831
TB,optimistic,0.500,0.0291,0.40,500,0.2540,-0.1415
TB,optimistic,0.550,0.0291,0.40,500,0.2955,-0.1000
TB,optimistic,0.600,0.0291,0.40,500,0.3370,-0.0585
