cross_section,scenario,eta_ch,n_alpha_over_ne0,tau,Ti_opt,Pnet_Pbrems_variant_i,Pnet_Pbrems_variant_ii
wang,nominal,0.650,0.0205,0.40,500,-0.5435,-0.9507
wang,nominal,0.700,0.0205,0.40,500,-0.5644,-0.9716
wang,nominal,0.750,0.0205,0.40,500,-0.5852,-0.9925
wang,nominal,0.800,0.0205,0.40,500,-0.6061,-1.0133
wang,nominal,0.850,0.0205,0.40,500,-0.6270,-1.0342
wang,nominal,0.900,0.0205,0.40,500,-0.6479,-1.0551
wang,nominal,0.950,0.0205,0.40,500,-0.6687,-1.0760
wang,nominal,1.000,0.0205,0.40,500,-0.6896,-1.0968
wang,nominal,0.000,0.0244,0.40,300,-0.0691,-0.6835
wang,nominal,0.050,0.0244,0.40,300,-0.1140,-0.7043
wang,nominal,0.100,0.0244,0.40,300,-0.1589,-0.7251
wang,nominal,0.150,0.0244,0.40,300,-0.2038,-0.7459
wang,nominal,0.200,0.0244,0.40,300,-0.2488,-0.7667
wang,nominal,0.250,0.0244,0.40,300,-0.2937,-0.7875
wang,nominal,0.300,0.0244,0.40,300,-0.3386,-0.8083
wang,nominal,0.350,0.0244,0.40,320,-0.3835,-0.8291
wang,nominal,0.400,0.0244,0.40,340,-0.4257,-0.8499
wang,nominal,0.450,0.0244,0.40,380,-0.4639,-0.8707
wang,nominal,0.500,0.0244,0.40,500,-0.4897,-0.8915
wang,nominal,0.550,0.0244,0.40,500,-0.5105,-0.9123
wang,nominal,0.600,0.0244,0.40,500,-0.5313,-0.9331
wang,nominal,0.650,0.0244,0.40,500,-0.5521,-0.9539
wang,nominal,0.700,0.0244,0.40,500,-0.5729,-0.9747
wang,nominal,0.750,0.0244,0.40,500,-0.5937,-0.9955
wang,nominal,0.800,0.0244,0.40,500,-0.6145,-1.0163
wang,nominal,0.850,0.0244,0.40,500,-0.6353,-1.0371
wang,nominal,0.900,0.0244,0.40,500,-0.6561,-1.0579
wang,nominal,0.950,0.0244,0.40,500,-0.6769,-1.0787
wang,nominal,1.000,0.0244,0.40,500,-0.6977,-1.0995
wang,nominal,0.000,0.0291,0.40,300,-0.0836,-0.6885
wang,nominal,0.050,0.0291,0.40,300,-0.1279,-0.7092
wang,nominal,0.100,0.0291,0.40,300,-0.1723,-0.7299
wang,nominal,0.150,0.0291,0.40,300,-0.2166,-0.7506
wang,nominal,0.200,0.0291,0.40,300,-0.2610,-0.7713
wang,nominal,0.250,0.0291,0.40,300,-0.3053,-0.7920
wang,nominal,0.300,0.0291,0.40,300,-0.3497,-0.8127
wang,nominal,0.350,0.0291,0.40,300,-0.3940,-0.8334
wang,nominal,0.400,0.0291,0.40,340,-0.4359,-0.8541
wang,nominal,0.450,0.0291,0.40,380,-0.4738,-0.8748
wang,nominal,0.500,0.0291,0.40,500,-0.5000,-0.8955
wang,nominal,0.550,0.0291,0.40,500,-0.5207,-0.9162
wang,nominal,0.600,0.0291,0.40,500,-0.5414,-0.9369
wang,nominal,0.650,0.0291,0.40,500,-0.5621,-0.9576
wang,nominal,0.700,0.0291,0.40,500,-0.5828,-0.9783
wang,nominal,0.750,0.0291,0.40,500,-0.6035,-0.9990
wang,nominal,0.800,0.0291,0.40,500,-0.6242,-1.0197
wang,nominal,0.850,0.0291,0.40,500,-0.6449,-1.0404
wang,nominal,0.900,0.0291,0.40,500,-0.6656,-1.0611
wang,nominal,0.950,0.0291,0.40,500,-0.6863,-1.0818
wang,nominal,1.000,0.0291,0.40,500,-0.7070,-1.1025
wang,nominal,0.000,0.0347,0.40,300,-0.1003,-0.6943
wang,nominal,0.050,0.0347,0.40,300,-0.1440,-0.7149
wang,nominal,0.100,0.0347,0.40,300,-0.1877,-0.7354
wang,nominal,0.150,0.0347,0.40,300,-0.2314,-0.7560
wang,nominal,0.200,0.0347,0.40,280,-0.2718,-0.7766
wang,nominal,0.250,0.0347,0.40,280,-0.3175,-0.7971
wang,nominal,0.300,0.0347,0.40,300,-0.3625,-0.8177
wang,nominal,0.350,0.0347,0.40,300,-0.4062,-0.8383
wang,nominal,0.400,0.0347,0.40,340,-0.4477,-0.8589
wang,nominal,0.450,0.0347,0.40,380,-0.4854,-0.8794
wang,nominal,0.500,0.0347,0.40,500,-0.5118,-0.9000
wang,nominal,0.550,0.0347,0.40,500,-0.5324,-0.9206
wang,nominal,0.600,0.0347,0.40,500,-0.5530,-0.9412
wang,nominal,0.650,0.0347,0.40,500,-0.5736,-0.9617
wang,nominal,0.700,0.0347,0.40,500,-0.5941,-0.9823
wang,nominal,0.750,0.0347,0.40,500,-0.6147,-1.0029
wang,nominal,0.800,0.0347,0.40,500,-0.6353,-1.0235
wang,nominal,0.850,0.0347,0.40,500,-0.6559,-1.0440
wang,nominal,0.900,0.0347,0.40,500,-0.6764,-1.0646
wang,nominal,0.950,0.0347,0.40,500,-0.6970,-1.0852
wang,nominal,1.000,0.0347,0.40,500,-0.7176,-1.1058
wang,nominal,0.000,0.0414,0.40,280,-0.1174,-0.7010
wang,nominal,0.050,0.0414,0.40,280,-0.1545,-0.7214
wang,nominal,0.100,0.0414,0.40,280,-0.1983,-0.7418
wang,nominal,0.150,0.0414,0.40,280,-0.2432,-0.7622
wang,nominal,0.200,0.0414,0.40,280,-0.2881,-0.7826
wang,nominal,0.250,0.0414,0.40,280,-0.3330,-0.8031
wang,nominal,0.300,0.0414,0.40,300,-0.3774,-0.8235
wang,nominal,0.350,0.0414,0.40,300,-0.4203,-0.8439
wang,nominal,0.400,0.0414,0.40,340,-0.4613,-0.8643
wang,nominal,0.450,0.0414,0.40,380,-0.4986,-0.8847
wang,nominal,0.500,0.0414,0.40,500,-0.5255,-0.9052
wang,nominal,0.550,0.0414,0.40,500,-0.5459,-0.9256
wang,nominal,0.600,0.0414,0.40,500,-0.5663,-0.9460
wang,nominal,0.650,0.0414,0.40,500,-0.5867,-0.9664
wang,nominal,0.700,0.0414,0.40,500,-0.6072,-0.9869
wang,nominal,0.750,0.0414,0.40,500,-0.6276,-1.0073
wang,nominal,0.800,0.0414,0.40,500,-0.6480,-1.0277
wang,nominal,0.850,0.0414,0.40,500,-0.6684,-1.0481
wang,nominal,0.900,0.0414,0.40,500,-0.6888,-1.0685
wang,nominal,0.950,0.0414,0.40,500,-0.7093,-1.0890
wang,nominal,1.000,0.0414,0.40,500,-0.7297,-1.1094
wang,nominal,0.000,0.0494,0.40,280,-0.1312,-0.7086
wang,nominal,0.050,0.0494,0.40,280,-0.1751,-0.7289
wang,nominal,0.100,0.0494,0.40,280,-0.2190,-0.7491
wang,nominal,0.150,0.0494,0.40,280,-0.2630,-0.7693
wang,nominal,0.200,0.0494,0.40,280,-0.3069,-0.7896
wang,nominal,0.250,0.0494,0.40,280,-0.3509,-0.8098
wang,nominal,0.300,0.0494,0.40,300,-0.3944,-0.8300
wang,nominal,0.350,0.0494,0.40,300,-0.4364,-0.8503
wang,nominal,0.400,0.0494,0.40,320,-0.4768,-0.8705
wang,nominal,0.450,0.0494,0.40,360,-0.5138,-0.8907
wang,nominal,0.500,0.0494,0.40,500,-0.5410,-0.9110
wang,nominal,0.550,0.0494,0.40,500,-0.5613,-0.9312
wang,nominal,0.600,0.0494,0.40,500,-0.5815,-0.9514
wang,nominal,0.650,0.0494,0.40,500,-0.6017,-0.9717
wang,nominal,0.700,0.0494,0.40,500,-0.6219,-0.9919
wang,nominal,0.750,0.0494,0.40,500,-0.6422,-1.0121
wang,nominal,0.800,0.0494,0.40,500,-0.6624,-1.0324
wang,nominal,0.850,0.0494,0.40,500,-0.6826,-1.0526
wang,nominal,0.900,0.0494,0.40,500,-0.7029,-1.0728
wang,nominal,0.950,0.0494,0.40,500,-0.7231,-1.0931
wang,nominal,1.000,0.0494,0.40,500,-0.7433,-1.1133
wang,nominal,0.000,0.0589,0.40,280,-0.1570,-0.7174
wang,nominal,0.050,0.0589,0.40,280,-0.1999,-0.7374
wang,nominal,0.100,0.0589,0.40,280,-0.2427,-0.7574
wang,nominal,0.150,0.0589,0.40,280,-0.2856,-0.7774
wang,nominal,0.200,0.0589,0.40,280,-0.3284,-0.7974
wang,nominal,0.250,0.0589,0.40,280,-0.3712,-0.8174
wang,nominal,0.300,0.0589,0.40,300,-0.4138,-0.8374
wang,nominal,0.350,0.0589,0.40,300,-0.4548,-0.8574
wang,nominal,0.400,0.0589,0.40,320,-0.4944,-0.8774
wang,nominal,0.450,0.0589,0.40,360,-0.5308,-0.8974
wang,nominal,0.500,0.0589,0.40,500,-0.5586,-0.9174
wang,nominal,0.550,0.0589,0.40,500,-0.5786,-0.9374
wang,nominal,0.600,0.0589,0.40,500,-0.5986,-0.9574
wang,nominal,0.650,0.0589,0.40,500,-0.6186,-0.9774
wang,nominal,0.700,0.0589,0.40,500,-0.6386,-0.9974
wang,nominal,0.750,0.0589,0.40,500,-0.6586,-1.0174
wang,nominal,0.800,0.0589,0.40,500,-0.6786,-1.0374
wang,nominal,0.850,0.0589,0.40,500,-0.6986,-1.0574
wang,nominal,0.900,0.0589,0.40,500,-0.7186,-1.0774
wang,nominal,0.950,0.0589,0.40,500,-0.7386,-1.0974
wang,nominal,1.000,0.0589,0.40,500,-0.7586,-1.1174
wang,nominal,0.000,0.0703,0.40,280,-0.1864,-0.7274
wang,nominal,0.050,0.0703,0.40,260,-0.2247,-0.7471
wang,nominal,0.100,0.0703,0.40,260,-0.2677,-0.7668
wang,nominal,0.150,0.0703,0.40,260,-0.3107,-0.7865
wang,nominal,0.200,0.0703,0.40,280,-0.3527,-0.8062
wang,nominal,0.250,0.0703,0.40,280,-0.3943,-0.8259
wang,nominal,0.300,0.0703,0.40,300,-0.4358,-0.8456
wang,nominal,0.350,0.0703,0.40,300,-0.4756,-0.8654
wang,nominal,0.400,0.0703,0.40,320,-0.5142,-0.8851
wang,nominal,0.450,0.0703,0.40,360,-0.5500,-0.9048
wang,nominal,0.500,0.0703,0.40,500,-0.5783,-0.9245
wang,nominal,0.550,0.0703,0.40,500,-0.5980,-0.9442
wang,nominal,0.600,0.0703,0.40,500,-0.6178,-0.9639
wang,nominal,0.650,0.0703,0.40,500,-0.6375,-0.9836
wang,nominal,0.700,0.0703,0.40,500,-0.6572,-1.0033
wang,nominal,0.750,0.0703,0.40,500,-0.6769,-1.0230
wang,nominal,0.800,0.0703,0.40,500,-0.6966,-1.0427
wang,nominal,0.850,0.0703,0.40,500,-0.7163,-1.0625
wang,nominal,0.900,0.0703,0.40,500,-0.7360,-1.0822
wang,nominal,0.950,0.0703,0.40,500,-0.7557,-1.1019
wang,nominal,1.000,0.0703,0.40,500,-0.7754,-1.1216
wang,nominal,0.000,0.0838,0.40,260,-0.2149,-0.7386
wang,nominal,0.050,0.0838,0.40,260,-0.2564,-0.7579
wang,nominal,0.100,0.0838,0.40,260,-0.2979,-0.7773
wang,nominal,0.150,0.0838,0.40,260,-0.3394,-0.7966
wang,nominal,0.200,0.0838,0.40,280,-0.3800,-0.8160
wang,nominal,0.250,0.0838,0.40,280,-0.4201,-0.8354
wang,nominal,0.300,0.0838,0.40,280,-0.4603,-0.8547
wang,nominal,0.350,0.0838,0.40,300,-0.4988,-0.8741
wang,nominal,0.400,0.0838,0.40,320,-0.5363,-0.8934
wang,nominal,0.450,0.0838,0.40,360,-0.5714,-0.9128
wang,nominal,0.500,0.0838,0.40,500,-0.6002,-0.9321
wang,nominal,0.550,0.0838,0.40,500,-0.6196,-0.9515
wang,nominal,0.600,0.0838,0.40,500,-0.6389,-0.9709
wang,nominal,0.650,0.0838,0.40,500,-0.6583,-0.9902
wang,nominal,0.700,0.0838,0.40,500,-0.6776,-1.0096
wang,nominal,0.750,0.0838,0.40,500,-0.6970,-1.0289
wang,nominal,0.800,0.0838,0.40,500,-0.7164,-1.0483
wang,nominal,0.850,0.0838,0.40,500,-0.7357,-1.0676
wang,nominal,0.900,0.0838,0.40,500,-0.7551,-1.0870
wang,nominal,0.950,0.0838,0.40,500,-0.7744,-1.1064
wang,nominal,1.000,0.0838,0.40,500,-0.7938,-1.1257
wang,nominal,0.000,0.1000,0.40,260,-0.2518,-0.7511
wang,nominal,0.050,0.1000,0.40,260,-0.2916,-0.7700
wang,nominal,0.100,0.1000,0.40,260,-0.3314,-0.7889
wang,nominal,0.150,0.1000,0.40,260,-0.3712,-0.8078
wang,nominal,0.200,0.1000,0.40,280,-0.4103,-0.8268
wang,nominal,0.250,0.1000,0.40,280,-0.4488,-0.8457
wang,nominal,0.300,0.1000,0.40,280,-0.4874,-0.8646
wang,nominal,0.350,0.1000,0.40,300,-0.5246,-0.8835
wang,nominal,0.400,0.1000,0.40,320,-0.5608,-0.9025
wang,nominal,0.450,0.1000,0.40,340,-0.5951,-0.9214
wang,nominal,0.500,0.1000,0.40,460,-0.6241,-0.9403
wang,nominal,0.550,0.1000,0.40,500,-0.6432,-0.9592
wang,nominal,0.600,0.1000,0.40,500,-0.6621,-0.9782
wang,nominal,0.650,0.1000,0.40,500,-0.6810,-0.9971
wang,nominal,0.700,0.1000,0.40,500,-0.6999,-1.0160
wang,nominal,0.750,0.1000,0.40,500,-0.7189,-1.0349
wang,nominal,0.800,0.1000,0.40,500,-0.7378,-1.0539
wang,nominal,0.850,0.1000,0.40,500,-0.7567,-1.0728
wang,nominal,0.900,0.1000,0.40,500,-0.7756,-1.0917
wang,nominal,0.950,0.1000,0.40,500,-0.7946,-1.1106
wang,nominal,1.000,0.1000,0.40,500,-0.8135,-1.1296
wang,pessimistic,0.000,0.0050,0.40,320,-0.0231,-0.6617
wang,pessimistic,0.050,0.0050,0.40,320,-0.1351,-0.7427
wang,pessimistic,0.100,0.0050,0.40,320,-0.2470,-0.8236
wang,pessimistic,0.150,0.0050,0.40,320,-0.3589,-0.9046
wang,pessimistic,0.200,0.0050,0.40,320,-0.4709,-0.9856
wang,pessimistic,0.250,0.0050,0.40,320,-0.5828,-1.0665
wang,pessimistic,0.300,0.0050,0.40,300,-0.6946,-1.1475
wang,pessimistic,0.350,0.0050,0.40,500,-0.7990,-1.2285
wang,pessimistic,0.400,0.0050,0.40,500,-0.8799,-1.3094
wang,pessimistic,0.450,0.0050,0.40,500,-0.9609,-1.3904
wang,pessimistic,0.500,0.0050,0.40,500,-1.0419,-1.4714
wang,pessimistic,0.550,0.0050,0.40,500,-1.1228,-1.5524
wang,pessimistic,0.600,0.0050,0.40,500,-1.2038,-1.6333
wang,pessimistic,0.650,0.0050,0.40,500,-1.2848,-1.7143
wang,pessimistic,0.700,0.0050,0.40,500,-1.3657,-1.7953
wang,pessimistic,0.750,0.0050,0.40,500,-1.4467,-1.8762
wang,pessimistic,0.800,0.0050,0.40,500,-1.5277,-1.9572
wang,pessimistic,0.850,0.0050,0.40,500,-1.6086,-2.0382
wang,pessimistic,0.900,0.0050,0.40,500,-1.6896,-2.1191
wang,pessimistic,0.950,0.0050,0.40,500,-1.7706,-2.2001
wang,pessimistic,1.000,0.0050,0.40,500,-1.8515,-2.2811
wang,pessimistic,0.000,0.0060,0.40,320,-0.0264,-0.6628
wang,pessimistic,0.050,0.0060,0.40,320,-0.1379,-0.7436
wang,pessimistic,0.100,0.0060,0.40,320,-0.2495,-0.8243
wang,pessimistic,0.150,0.0060,0.40,320,-0.3611,-0.9050
wang,pessimistic,0.200,0.0060,0.40,320,-0.4727,-0.9857
wang,pessimistic,0.250,0.0060,0.40,300,-0.5836,-1.0665
wang,pessimistic,0.300,0.0060,0.40,300,-0.6957,-1.1472
wang,pessimistic,0.350,0.0060,0.40,500,-0.7998,-1.2279
wang,pessimistic,0.400,0.0060,0.40,500,-0.8805,-1.3086
wang,pessimistic,0.450,0.0060,0.40,500,-0.9613,-1.3894
wang,pessimistic,0.500,0.0060,0.40,500,-1.0420,-1.4701
wang,pessimistic,0.550,0.0060,0.40,500,-1.1227,-1.5508
wang,pessimistic,0.600,0.0060,0.40,500,-1.2034,-1.6315
wang,pessimistic,0.650,0.0060,0.40,500,-1.2842,-1.7122
wang,pessimistic,0.700,0.0060,0.40,500,-1.3649,-1.7930
wang,pessimistic,0.750,0.0060,0.40,500,-1.4456,-1.8737
wang,pessimistic,0.800,0.0060,0.40,500,-1.5263,-1.9544
wang,pessimistic,0.850,0.0060,0.40,500,-1.6070,-2.0351
wang,pessimistic,0.900,0.0060,0.40,500,-1.6878,-2.1159
wang,pessimistic,0.950,0.0060,0.40,500,-1.7685,-2.1966
wang,pessimistic,1.000,0.0060,0.40,500,-1.8492,-2.2773
wang,pessimistic,0.000,0.0071,0.40,320,-0.0302,-0.6642
wang,pessimistic,0.050,0.0071,0.40,320,-0.1414,-0.7446
wang,pessimistic,0.100,0.0071,0.40,320,-0.2525,-0.8251
wang,pessimistic,0.150,0.0071,0.40,320,-0.3637,-0.9055
wang,pessimistic,0.200,0.0071,0.40,320,-0.4749,-0.9859
wang,pessimistic,0.250,0.0071,0.40,300,-0.5830,-1.0664
wang,pessimistic,0.300,0.0071,0.40,300,-0.6970,-1.1468
wang,pessimistic,0.350,0.0071,0.40,500,-0.8008,-1.2272
wang,pessimistic,0.400,0.0071,0.40,500,-0.8813,-1.3077
wang,pessimistic,0.450,0.0071,0.40,500,-0.9617,-1.3881
wang,pessimistic,0.500,0.0071,0.40,500,-1.0421,-1.4685
wang,pessimistic,0.550,0.0071,0.40,500,-1.1226,-1.5490
wang,pessimistic,0.600,0.0071,0.40,500,-1.2030,-1.6294
wang,pessimistic,0.650,0.0071,0.40,500,-1.2834,-1.7098
wang,pessimistic,0.700,0.0071,0.40,500,-1.3639,-1.7902
wang,pessimistic,0.750,0.0071,0.40,500,-1.4443,-1.8707
wang,pessimistic,0.800,0.0071,0.40,500,-1.5247,-1.9511
wang,pessimistic,0.850,0.0071,0.40,500,-1.6052,-2.0315
wang,pessimistic,0.900,0.0071,0.40,500,-1.6856,-2.1120
wang,pessimistic,0.950,0.0071,0.40,500,-1.7660,-2.1924
wang,pessimistic,1.000,0.0071,0.40,500,-1.8465,-2.2728
wang,pessimistic,0.000,0.0085,0.40,320,-0.0348,-0.6658
wang,pessimistic,0.050,0.0085,0.40,320,-0.1454,-0.7459
wang,pessimistic,0.100,0.0085,0.40,320,-0.2561,-0.8260
wang,pessimistic,0.150,0.0085,0.40,320,-0.3668,-0.9061
wang,pessimistic,0.200,0.0085,0.40,300,-0.4735,-0.9861
wang,pessimistic,0.250,0.0085,0.40,300,-0.5850,-1.0662
wang,pessimistic,0.300,0.0085,0.40,300,-0.6985,-1.1463
wang,pessimistic,0.350,0.0085,0.40,500,-0.8021,-1.2264
wang,pessimistic,0.400,0.0085,0.40,500,-0.8821,-1.3065
wang,pessimistic,0.450,0.0085,0.40,500,-0.9622,-1.3866
wang,pessimistic,0.500,0.0085,0.40,500,-1.0423,-1.4667
wang,pessimistic,0.550,0.0085,0.40,500,-1.1224,-1.5468
wang,pessimistic,0.600,0.0085,0.40,500,-1.2025,-1.6268
wang,pessimistic,0.650,0.0085,0.40,500,-1.2826,-1.7069
wang,pessimistic,0.700,0.0085,0.40,500,-1.3627,-1.7870
wang,pessimistic,0.750,0.0085,0.40,500,-1.4428,-1.8671
wang,pessimistic,0.800,0.0085,0.40,500,-1.5229,-1.9472
wang,pessimistic,0.850,0.0085,0.40,500,-1.6029,-2.0273
wang,pessimistic,0.900,0.0085,0.40,500,-1.6830,-2.1074
wang,pessimistic,0.950,0.0085,0.40,500,-1.7631,-2.1875
wang,pessimistic,1.000,0.0085,0.40,500,-1.8432,-2.2676
wang,pessimistic,0.000,0.0101,0.40,320,-0.0402,-0.6677
wang,pessimistic,0.050,0.0101,0.40,320,-0.1502,-0.7474
wang,pessimistic,0.100,0.0101,0.40,320,-0.2603,-0.8270
wang,pessimistic,0.150,0.0101,0.40,300,-0.3662,-0.9067
wang,pessimistic,0.200,0.0101,0.40,300,-0.4746,-0.9864
wang,pessimistic,0.250,0.0101,0.40,300,-0.5875,-1.0661
wang,pessimistic,0.300,0.0101,0.40,300,-0.7004,-1.1458
wang,pessimistic,0.350,0.0101,0.40,500,-0.8035,-1.2254
wang,pessimistic,0.400,0.0101,0.40,500,-0.8832,-1.3051
wang,pessimistic,0.450,0.0101,0.40,500,-0.9629,-1.3848
wang,pessimistic,0.500,0.0101,0.40,500,-1.0425,-1.4645
wang,pessimistic,0.550,0.0101,0.40,500,-1.1222,-1.5442
wang,pessimistic,0.600,0.0101,0.40,500,-1.2019,-1.6238
wang,pessimistic,0.650,0.0101,0.40,500,-1.2816,-1.7035
wang,pessimistic,0.700,0.0101,0.40,500,-1.3613,-1.7832
wang,pessimistic,0.750,0.0101,0.40,500,-1.4409,-1.8629
wang,pessimistic,0.800,0.0101,0.40,500,-1.5206,-1.9426
wang,pessimistic,0.850,0.0101,0.40,500,-1.6003,-2.0222
wang,pessimistic,0.900,0.0101,0.40,500,-1.6800,-2.1019
wang,pessimistic,0.950,0.0101,0.40,500,-1.7597,-2.1816
wang,pessimistic,1.000,0.0101,0.40,500,-1.8393,-2.2613
wang,pessimistic,0.000,0.0121,0.40,320,-0.0466,-0.6699
wang,pessimistic,0.050,0.0121,0.40,300,-0.1558,-0.7491
wang,pessimistic,0.100,0.0121,0.40,300,-0.2599,-0.8283
wang,pessimistic,0.150,0.0121,0.40,300,-0.3660,-0.9075
wang,pessimistic,0.200,0.0121,0.40,300,-0.4782,-0.9867
wang,pessimistic,0.250,0.0121,0.40,300,-0.5904,-1.0659
wang,pessimistic,0.300,0.0121,0.40,300,-0.7026,-1.1451
wang,pessimistic,0.350,0.0121,0.40,500,-0.8052,-1.2243
wang,pessimistic,0.400,0.0121,0.40,500,-0.8844,-1.3035
wang,pessimistic,0.450,0.0121,0.40,500,-0.9636,-1.3827
wang,pessimistic,0.500,0.0121,0.40,500,-1.0428,-1.4619
wang,pessimistic,0.550,0.0121,0.40,500,-1.1220,-1.5411
wang,pessimistic,0.600,0.0121,0.40,500,-1.2012,-1.6203
wang,pessimistic,0.650,0.0121,0.40,500,-1.2804,-1.6995
wang,pessimistic,0.700,0.0121,0.40,500,-1.3596,-1.7787
wang,pessimistic,0.750,0.0121,0.40,500,-1.4388,-1.8579
wang,pessimistic,0.800,0.0121,0.40,500,-1.5180,-1.9371
wang,pessimistic,0.850,0.0121,0.40,500,-1.5972,-2.0163
wang,pessimistic,0.900,0.0121,0.40,500,-1.6764,-2.0955
wang,pessimistic,0.950,0.0121,0.40,500,-1.7556,-2.1747
wang,pessimistic,1.000,0.0121,0.40,500,-1.8348,-2.2539
wang,pessimistic,0.000,0.0144,0.40,300,-0.0514,-0.6725
wang,pessimistic,0.050,0.0144,0.40,300,-0.1546,-0.7512
wang,pessimistic,0.100,0.0144,0.40,300,-0.2598,-0.8298
wang,pessimistic,0.150,0.0144,0.40,300,-0.3711,-0.9084
wang,pessimistic,0.200,0.0144,0.40,300,-0.4825,-0.9871
wang,pessimistic,0.250,0.0144,0.40,300,-0.5938,-1.0657
wang,pessimistic,0.300,0.0144,0.40,300,-0.7051,-1.1443
wang,pessimistic,0.350,0.0144,0.40,500,-0.8072,-1.2229
wang,pessimistic,0.400,0.0144,0.40,500,-0.8858,-1.3016
wang,pessimistic,0.450,0.0144,0.40,500,-0.9644,-1.3802
wang,pessimistic,0.500,0.0144,0.40,500,-1.0431,-1.4588
wang,pessimistic,0.550,0.0144,0.40,500,-1.1217,-1.5375
wang,pessimistic,0.600,0.0144,0.40,500,-1.2003,-1.6161
wang,pessimistic,0.650,0.0144,0.40,500,-1.2789,-1.6947
wang,pessimistic,0.700,0.0144,0.40,500,-1.3576,-1.7733
wang,pessimistic,0.750,0.0144,0.40,500,-1.4362,-1.8520
wang,pessimistic,0.800,0.0144,0.40,500,-1.5148,-1.9306
wang,pessimistic,0.850,0.0144,0.40,500,-1.5935,-2.0092
wang,pessimistic,0.900,0.0144,0.40,500,-1.6721,-2.0879
wang,pessimistic,0.950,0.0144,0.40,500,-1.7507,-2.1665
wang,pessimistic,1.000,0.0144,0.40,500,-1.8293,-2.2451
wang,pessimistic,0.000,0.0172,0.40,300,-0.0509,-0.6756
wang,pessimistic,0.050,0.0172,0.40,300,-0.1565,-0.7536
wang,pessimistic,0.100,0.0172,0.40,300,-0.2668,-0.8316
wang,pessimistic,0.150,0.0172,0.40,300,-0.3772,-0.9095
wang,pessimistic,0.200,0.0172,0.40,300,-0.4875,-0.9875
wang,pessimistic,0.250,0.0172,0.40,300,-0.5978,-1.0654
wang,pessimistic,0.300,0.0172,0.40,300,-0.7082,-1.1434
wang,pessimistic,0.350,0.0172,0.40,500,-0.8095,-1.2213
wang,pessimistic,0.400,0.0172,0.40,500,-0.8875,-1.2993
wang,pessimistic,0.450,0.0172,0.40,500,-0.9654,-1.3773
wang,pessimistic,0.500,0.0172,0.40,500,-1.0434,-1.4552
wang,pessimistic,0.550,0.0172,0.40,500,-1.1213,-1.5332
wang,pessimistic,0.600,0.0172,0.40,500,-1.1993,-1.6111
wang,pessimistic,0.650,0.0172,0.40,500,-1.2772,-1.6891
wang,pessimistic,0.700,0.0172,0.40,500,-1.3552,-1.7670
wang,pessimistic,0.750,0.0172,0.40,500,-1.4332,-1.8450
wang,pessimistic,0.800,0.0172,0.40,500,-1.5111,-1.9230
wang,pessimistic,0.850,0.0172,0.40,500,-1.5891,-2.0009
wang,pessimistic,0.900,0.0172,0.40,500,-1.6670,-2.0789
wang,pessimistic,0.950,0.0172,0.40,500,-1.7450,-2.1568
wang,pessimistic,1.000,0.0172,0.40,500,-1.8229,-2.2348
wang,pessimistic,0.000,0.0205,0.40,300,-0.0567,-0.6793
wang,pessimistic,0.050,0.0205,0.40,300,-0.1659,-0.7564
wang,pessimistic,0.100,0.0205,0.40,300,-0.2750,-0.8336
wang,pessimistic,0.150,0.0205,0.40,300,-0.3842,-0.9108
wang,pessimistic,0.200,0.0205,0.40,300,-0.4934,-0.9879
wang,pessimistic,0.250,0.0205,0.40,300,-0.6025,-1.0651
wang,pessimistic,0.300,0.0205,0.40,300,-0.7117,-1.1423
wang,pessimistic,0.350,0.0205,0.40,500,-0.8122,-1.2195
wang,pessimistic,0.400,0.0205,0.40,500,-0.8894,-1.2966
wang,pessimistic,0.450,0.0205,0.40,500,-0.9666,-1.3738
wang,pessimistic,0.500,0.0205,0.40,500,-1.0437,-1.4510
wang,pessimistic,0.550,0.0205,0.40,500,-1.1209,-1.5281
wang,pessimistic,0.600,0.0205,0.40,500,-1.1981,-1.6053
wang,pessimistic,0.650,0.0205,0.40,500,-1.2752,-1.6825
wang,pessimistic,0.700,0.0205,0.40,500,-1.3524,-1.7596
wang,pessimistic,0.750,0.0205,0.40,500,-1.4296,-1.8368
wang,pessimistic,0.800,0.0205,0.40,500,-1.5067,-1.9140
wang,pessimistic,0.850,0.0205,0.40,500,-1.5839,-1.9911
wang,pessimistic,0.900,0.0205,0.40,500,-1.6611,-2.0683
wang,pessimistic,0.950,0.0205,0.40,500,-1.7382,-2.1455
wang,pessimistic,1.000,0.0205,0.40,500,-1.8154,-2.2226
wang,pessimistic,0.000,0.0244,0.40,300,-0.0691,-0.6835
wang,pessimistic,0.050,0.0244,0.40,300,-0.1769,-0.7598
wang,pessimistic,0.100,0.0244,0.40,300,-0.2847,-0.8360
wang,pessimistic,0.150,0.0244,0.40,300,-0.3925,-0.9123
wang,pessimistic,0.200,0.0244,0.40,300,-0.5003,-0.9885
wang,pessimistic,0.250,0.0244,0.40,300,-0.6080,-1.0647
wang,pessimistic,0.300,0.0244,0.40,300,-0.7158,-1.1410
wang,pessimistic,0.350,0.0244,0.40,500,-0.8154,-1.2172
wang,pessimistic,0.400,0.0244,0.40,500,-0.8916,-1.2935
wang,pessimistic,0.450,0.0244,0.40,500,-0.9679,-1.3697
wang,pessimistic,0.500,0.0244,0.40,500,-1.0441,-1.4459
