Ti,tau,f_B,r_ash,eta_ch,f_tail,eta_drive,f_imp,xi_sync,Pnet_Pbrems
471.7415,0.3969,0.2523,0.0042,0.4832,0.5768,0.6607,0.0004,0.0569,0.1420
464.9843,0.3328,0.1322,0.0011,0.0166,0.4867,0.7903,0.0019,0.0301,0.1083
545.7619,0.8535,0.2808,0.0097,0.4615,0.5731,0.6914,0.0021,0.0938,0.0005
572.4134,0.7019,0.1413,0.0015,0.4727,0.5696,0.7551,0.0100,0.0664,0.0216
565.6335,0.3178,0.1280,0.0216,0.4605,0.5402,0.6869,0.0000,0.0766,0.1070
404.0217,0.3265,0.1842,0.0130,0.1915,0.4922,0.6199,0.0007,0.0073,0.0289
504.1611,0.3274,0.1565,0.0268,0.2839,0.3282,0.7127,0.0045,0.0004,0.0085
366.5868,0.3854,0.0899,0.0028,0.0199,0.1636,0.5484,0.0134,0.0020,0.0129
486.4349,0.3312,0.1906,0.0036,0.4934,0.4718,0.6911,0.0057,0.1082,0.0739
586.6237,0.3003,0.2408,0.0089,0.3759,0.5639,0.6156,0.0076,0.0579,0.0273
491.9530,0.3568,0.1287,0.0144,0.4287,0.5968,0.6600,0.0073,0.0728,0.0255
560.3915,0.3209,0.1773,0.0177,0.4958,0.3897,0.7276,0.0119,0.0135,0.0338
457.1665,0.3766,0.2106,0.0117,0.4811,0.5871,0.6993,0.0008,0.1805,0.0529
545.9129,0.3476,0.1887,0.0247,0.3458,0.5754,0.7386,0.0060,0.0395,0.0578
527.2184,0.3511,0.2650,0.0024,0.4702,0.5741,0.7372,0.0048,0.0916,0.1468
463.2003,0.3778,0.1260,0.0066,0.3249,0.4366,0.7663,0.0004,0.0710,0.0783
554.7471,0.3648,0.2077,0.0392,0.4919,0.4952,0.6741,0.0006,0.0074,0.0436
405.9773,0.3708,0.1911,0.0077,0.3988,0.4152,0.6564,0.0016,0.0411,0.0101
468.4151,0.3026,0.1785,0.0013,0.0939,0.5704,0.5420,0.0031,0.0068,0.0264
477.6157,0.3292,0.1147,0.0105,0.4581,0.4972,0.7156,0.0163,0.0266,0.0126
316.4446,0.4111,0.1569,0.0024,0.0606,0.2051,0.7647,0.0022,0.0805,0.0349
501.4732,0.5030,0.1566,0.0088,0.4658,0.5705,0.7971,0.0131,0.0451,0.0737
326.7072,0.3960,0.1013,0.0059,0.4690,0.5649,0.7748,0.0074,0.0277,0.0144
594.5230,0.3057,0.2134,0.0349,0.4640,0.5483,0.7956,0.0099,0.1224,0.0199
367.7258,0.3624,0.1698,0.0041,0.1314,0.2596,0.7384,0.0069,0.0491,0.0496
592.4859,0.4589,0.2418,0.0126,0.4381,0.5726,0.7536,0.0136,0.0111,0.0827
562.7754,0.5695,0.1647,0.0047,0.4963,0.5759,0.6933,0.0043,0.1147,0.1156
585.5882,0.3101,0.1290,0.0011,0.1633,0.4263,0.5850,0.0079,0.0122,0.0220
415.8810,0.3930,0.1379,0.0030,0.4885,0.4909,0.7437,0.0050,0.0960,0.0793
482.2182,0.6816,0.1342,0.0100,0.4477,0.5800,0.6624,0.0033,0.0016,0.0045
529.9851,0.3040,0.1344,0.0109,0.4005,0.5093,0.7885,0.0029,0.0938,0.1682
465.5872,0.3913,0.2171,0.0272,0.4268,0.5925,0.7472,0.0021,0.1237,0.0058
592.2626,0.3133,0.1859,0.0036,0.3271,0.5311,0.6181,0.0042,0.0933,0.0402
467.8569,0.3695,0.2454,0.0020,0.4204,0.5537,0.7708,0.0156,0.0101,0.0828
382.2849,0.3553,0.1693,0.0138,0.4682,0.4884,0.7890,0.0011,0.1135,0.1148
559.3298,0.3332,0.2730,0.0236,0.4804,0.5985,0.7712,0.0178,0.0662,0.0107
580.4553,0.7174,0.2912,0.0065,0.4613,0.5653,0.7342,0.0078,0.0770,0.0063
334.0882,0.3900,0.1385,0.0181,0.1697,0.2865,0.7864,0.0018,0.0291,0.0892
355.2573,0.3398,0.1973,0.0022,0.2317,0.1506,0.7650,0.0047,0.0047,0.0059
542.8603,0.3436,0.2273,0.0028,0.3520,0.5978,0.7025,0.0114,0.1030,0.0209
265.2899,0.4359,0.1142,0.0060,0.0082,0.5157,0.3413,0.0019,0.0031,0.0255
567.7516,0.5265,0.2627,0.0057,0.3751,0.5718,0.6585,0.0019,0.0385,0.0029
583.1240,0.3224,0.1036,0.0077,0.1791,0.4994,0.6639,0.0024,0.0675,0.0015
477.4901,0.3079,0.1884,0.0361,0.4245,0.5320,0.6745,0.0034,0.0641,0.0098
568.5972,0.3252,0.1453,0.0220,0.2596,0.4657,0.7667,0.0037,0.0146,0.0626
576.0475,0.4076,0.2197,0.0107,0.3216,0.5955,0.7881,0.0002,0.0196,0.1185
461.8009,0.3090,0.1696,0.0023,0.2019,0.4119,0.7139,0.0043,0.0992,0.0007
511.3463,0.3344,0.2344,0.0170,0.4661,0.4555,0.6559,0.0050,0.0234,0.0047
519.0159,0.3956,0.1599,0.0034,0.4040,0.5699,0.6148,0.0014,0.0177,0.1366
576.6120,0.3254,0.1830,0.0146,0.4160,0.5649,0.6987,0.0026,0.1982,0.0305
550.2787,0.3036,0.1533,0.0040,0.0821,0.2898,0.7048,0.0023,0.0572,0.0659
532.7659,0.7815,0.2831,0.0085,0.4934,0.5638,0.7564,0.0191,0.0081,0.0150
482.5923,0.3114,0.2079,0.0031,0.2885,0.5454,0.7392,0.0081,0.0203,0.1448
542.6863,0.4254,0.0924,0.0016,0.4396,0.5608,0.7221,0.0002,0.0741,0.0060
444.7452,0.3365,0.1660,0.0145,0.2965,0.5758,0.7968,0.0017,0.0952,0.1434
558.0993,0.3006,0.1431,0.0030,0.4073,0.5875,0.7114,0.0063,0.2736,0.0195
519.4916,0.9178,0.1837,0.0144,0.4504,0.5858,0.7186,0.0019,0.0541,0.0215
442.5460,0.3062,0.2113,0.0090,0.4019,0.2604,0.7627,0.0091,0.0474,0.0041
512.2085,0.6212,0.2008,0.0096,0.4987,0.5565,0.7869,0.0119,0.1030,0.0346
587.5756,0.3195,0.1566,0.0096,0.2275,0.5200,0.6818,0.0011,0.0117,0.1104
567.0281,0.3393,0.0991,0.0010,0.0113,0.3389,0.6564,0.0010,0.0008,0.0457
537.0868,0.7216,0.2840,0.0026,0.4823,0.5929,0.5422,0.0006,0.0150,0.1492
309.6948,0.3864,0.1927,0.0196,0.3130,0.5816,0.6977,0.0014,0.0110,0.0345
593.3614,0.3174,0.2569,0.0149,0.4906,0.5794,0.6537,0.0039,0.1799,0.0167
389.5781,0.3427,0.1597,0.0236,0.0183,0.3598,0.5922,0.0067,0.0133,0.0218
526.0607,0.3474,0.1068,0.0086,0.0699,0.5864,0.6720,0.0005,0.0097,0.0638
452.8200,0.6465,0.1889,0.0100,0.4235,0.5752,0.7211,0.0085,0.0203,0.0036
511.5269,0.3448,0.1568,0.0210,0.4934,0.3779,0.7585,0.0044,0.0724,0.0218
518.8532,0.4701,0.2074,0.0117,0.4314,0.4923,0.7958,0.0021,0.0391,0.0748
477.7618,0.3825,0.1402,0.0280,0.3971,0.5482,0.7438,0.0029,0.0292,0.0627
497.8703,0.3181,0.1467,0.0140,0.3444,0.5560,0.7076,0.0178,0.0276,0.0350
580.8780,0.4678,0.1282,0.0357,0.4927,0.5938,0.7883,0.0051,0.0294,0.0472
415.3313,0.3315,0.2090,0.0077,0.3264,0.4561,0.7348,0.0134,0.0125,0.0369
549.3510,0.5564,0.1771,0.0055,0.4683,0.5589,0.7036,0.0007,0.0196,0.1957
487.9352,0.3661,0.1489,0.0030,0.1611,0.2648,0.6974,0.0004,0.0012,0.0308
353.6975,0.4053,0.1418,0.0247,0.0168,0.5557,0.7790,0.0004,0.0398,0.0191
429.0307,0.3801,0.2192,0.0038,0.4605,0.5091,0.7471,0.0099,0.0381,0.0821
545.5150,0.3374,0.1402,0.0134,0.3184,0.4968,0.6680,0.0054,0.0187,0.0528
468.9167,0.3176,0.2219,0.0307,0.4975,0.4381,0.7635,0.0056,0.0623,0.0092
493.5633,0.3195,0.1310,0.0043,0.2880,0.3024,0.7807,0.0043,0.1233,0.0289
492.2477,0.3219,0.1760,0.0252,0.3936,0.4869,0.7466,0.0066,0.0192,0.0931
597.0090,0.3441,0.2426,0.0047,0.4572,0.5393,0.5452,0.0067,0.0039,0.0595
485.9623,0.4984,0.2204,0.0209,0.4013,0.5953,0.7041,0.0028,0.0379,0.0246
399.3459,0.4188,0.1881,0.0146,0.4969,0.5369,0.7953,0.0039,0.0205,0.1631
572.3891,0.5953,0.2082,0.0190,0.4890,0.5458,0.7216,0.0055,0.0395,0.0814
420.5516,0.3542,0.1269,0.0111,0.2871,0.5962,0.7082,0.0156,0.0462,0.0058
463.0480,0.3020,0.2028,0.0084,0.3522,0.3893,0.6483,0.0010,0.0220,0.0423
555.1379,0.3312,0.1595,0.0493,0.4568,0.5728,0.7443,0.0012,0.0470,0.0758
489.8504,0.8900,0.2150,0.0034,0.4750,0.5814,0.7046,0.0068,0.0365,0.0962
481.8228,0.7136,0.1824,0.0051,0.4829,0.5023,0.7480,0.0026,0.0552,0.0296
342.4076,0.4169,0.1154,0.0337,0.2911,0.4990,0.7165,0.0004,0.0001,0.0045
429.6547,0.3623,0.2487,0.0096,0.4451,0.4634,0.7049,0.0004,0.0228,0.0503
592.3292,0.3659,0.1384,0.0115,0.3544,0.5472,0.7964,0.0048,0.1146,0.0376
439.8276,0.3504,0.1139,0.0190,0.1695,0.4758,0.6812,0.0029,0.0669,0.0285
529.8018,0.3813,0.1826,0.0027,0.4357,0.5566,0.6260,0.0036,0.1480,0.0294
416.0532,0.3001,0.2423,0.0011,0.3422,0.5319,0.7790,0.0163,0.0672,0.0205
519.3753,0.3340,0.1531,0.0324,0.4046,0.4808,0.7364,0.0033,0.0673,0.0219
489.7640,0.3349,0.2467,0.0183,0.3407,0.5827,0.7529,0.0000,0.1296,0.0012
377.2467,0.3743,0.1238,0.0199,0.0094,0.5852,0.3529,0.0008,0.0691,0.0316
476.0866,0.4217,0.1954,0.0070,0.4232,0.5675,0.6782,0.0016,0.0010,0.1694
395.1624,0.5174,0.2295,0.0132,0.4604,0.5013,0.7744,0.0005,0.0577,0.0037
567.5748,0.7471,0.2777,0.0382,0.4917,0.5757,0.7419,0.0027,0.0302,0.0023
446.0315,0.3285,0.1288,0.0075,0.1680,0.3263,0.7828,0.0009,0.0381,0.0465
584.0364,0.3411,0.1991,0.0084,0.4682,0.5824,0.7232,0.0088,0.0012,0.2637
395.8382,0.3431,0.1886,0.0064,0.1181,0.3478,0.6437,0.0021,0.0739,0.0289
536.3541,0.4087,0.1759,0.0066,0.4984,0.5799,0.7674,0.0176,0.0825,0.1095
537.7148,0.3867,0.2725,0.0287,0.4745,0.5410,0.7897,0.0039,0.0461,0.0425
512.5141,0.3438,0.1914,0.0013,0.3939,0.3297,0.7075,0.0096,0.0117,0.0019
404.3980,0.3585,0.1367,0.0021,0.2189,0.5697,0.7985,0.0000,0.0474,0.2249
368.2177,0.3922,0.1676,0.0070,0.3932,0.3053,0.7930,0.0019,0.0941,0.0093
411.2552,0.3132,0.1873,0.0080,0.3911,0.5611,0.7814,0.0103,0.0841,0.0543
480.6010,0.3235,0.1535,0.0097,0.0930,0.4553,0.6313,0.0090,0.0307,0.0339
489.4959,0.3228,0.1718,0.0055,0.4928,0.2211,0.7351,0.0020,0.0423,0.0355
344.2481,0.3672,0.1865,0.0120,0.2636,0.4875,0.7836,0.0041,0.0282,0.0968
381.7854,0.3967,0.1681,0.0157,0.1986,0.5967,0.7497,0.0062,0.0299,0.0202
430.5992,0.3361,0.2264,0.0048,0.1365,0.4610,0.7714,0.0078,0.0066,0.0153
523.6647,0.6637,0.2243,0.0127,0.4752,0.5579,0.7241,0.0037,0.0171,0.1133
502.7689,0.3479,0.2071,0.0172,0.4581,0.5912,0.7809,0.0137,0.1399,0.0263
509.8494,0.3005,0.1638,0.0235,0.1616,0.5529,0.7989,0.0034,0.0289,0.1000
529.2643,0.4389,0.1658,0.0115,0.4467,0.5961,0.5446,0.0030,0.0716,0.0027
584.6209,0.3124,0.2986,0.0018,0.4523,0.4078,0.7747,0.0008,0.0598,0.0288
410.0820,0.3282,0.1588,0.0068,0.3458,0.4818,0.6797,0.0040,0.0754,0.0004
564.0263,0.4830,0.2686,0.0077,0.4578,0.5939,0.5100,0.0037,0.0222,0.0505
528.7529,0.5482,0.2020,0.0161,0.3926,0.5260,0.7740,0.0036,0.0022,0.0167
525.2318,0.3081,0.1852,0.0314,0.3556,0.5640,0.7598,0.0123,0.0734,0.0012
485.4466,0.3954,0.1663,0.0082,0.3156,0.4754,0.7796,0.0128,0.0082,0.0037
383.3673,0.3646,0.1453,0.0029,0.0187,0.2069,0.6156,0.0094,0.0220,0.0868
485.6628,0.3770,0.1051,0.0049,0.4506,0.5638,0.6739,0.0047,0.0772,0.0132
574.9382,0.3043,0.1704,0.0064,0.2941,0.5249,0.7624,0.0155,0.0081,0.1048
399.9224,0.3687,0.1182,0.0417,0.4640,0.5172,0.7360,0.0002,0.0112,0.0315
553.5172,0.4564,0.2303,0.0224,0.4885,0.5848,0.6786,0.0050,0.0563,0.0976
589.3672,0.3638,0.1641,0.0103,0.4265,0.4724,0.7195,0.0015,0.0526,0.1112
519.2258,0.3116,0.2122,0.0076,0.4941,0.5154,0.6525,0.0168,0.0299,0.0373
598.0838,0.7095,0.2463,0.0276,0.4651,0.5946,0.7907,0.0085,0.0478,0.0276
314.2288,0.3933,0.1723,0.0165,0.2426,0.2569,0.7133,0.0022,0.0048,0.0221
562.2804,0.4418,0.2663,0.0105,0.4253,0.5307,0.6408,0.0006,0.0162,0.0448
419.6984,0.3520,0.1666,0.0389,0.0333,0.3625,0.7456,0.0007,0.0020,0.0135
583.2531,0.8023,0.2116,0.0064,0.4834,0.5754,0.7966,0.0047,0.1632,0.0586
462.7854,0.3628,0.1413,0.0153,0.3856,0.4940,0.7078,0.0003,0.1455,0.0005
469.7692,0.3201,0.1846,0.0217,0.2449,0.5167,0.7248,0.0106,0.0233,0.0253
503.4875,0.3234,0.1275,0.0130,0.4778,0.5941,0.6679,0.0112,0.0993,0.0104
530.4789,0.5191,0.2985,0.0043,0.4587,0.5974,0.6067,0.0016,0.0704,0.0520
562.4966,0.3359,0.1928,0.0011,0.3104,0.5722,0.7465,0.0124,0.0880,0.0462
441.5789,0.3453,0.2541,0.0026,0.4665,0.4850,0.6580,0.0077,0.0143,0.0210
551.1766,0.3881,0.1351,0.0020,0.4454,0.5994,0.5729,0.0024,0.0234,0.1159
463.0387,0.8502,0.1637,0.0119,0.4983,0.5876,0.7908,0.0001,0.1352,0.0310
452.6188,0.3150,0.1664,0.0256,0.3007,0.5359,0.7015,0.0039,0.0632,0.0415
356.6897,0.3551,0.1465,0.0082,0.2785,0.5653,0.7994,0.0086,0.1005,0.0089
536.6563,0.3327,0.1185,0.0202,0.3403,0.4518,0.6836,0.0027,0.0195,0.0363
486.2063,0.3141,0.2608,0.0252,0.4856,0.5589,0.7786,0.0021,0.1149,0.0543
284.6090,0.4216,0.1578,0.0117,0.0175,0.2732,0.4089,0.0014,0.0265,0.0475
575.4528,0.4767,0.1799,0.0330,0.4835,0.5563,0.6733,0.0068,0.0308,0.0154
500.7655,0.4028,0.1852,0.0123,0.2783,0.5737,0.7130,0.0012,0.0146,0.0540
370.7728,0.8032,0.2255,0.0131,0.4918,0.5348,0.7957,0.0016,0.0315,0.0016
495.9146,0.3333,0.1097,0.0300,0.1163,0.5890,0.7058,0.0069,0.0032,0.0150
526.8488,0.3096,0.1262,0.0022,0.0016,0.3150,0.7489,0.0013,0.0517,0.0286
390.6075,0.3189,0.1809,0.0016,0.3621,0.5593,0.6951,0.0083,0.0160,0.0215
500.5026,0.3315,0.2215,0.0161,0.4964,0.5398,0.7506,0.0035,0.2131,0.0164
438.4431,0.3247,0.2010,0.0034,0.0186,0.5329,0.4205,0.0111,0.0016,0.0165
426.4394,0.3597,0.1079,0.0285,0.0400,0.1699,0.5286,0.0002,0.0310,0.0164
527.4903,0.4853,0.1634,0.0083,0.4201,0.5328,0.6609,0.0010,0.0401,0.0547
589.5270,0.8963,0.2577,0.0030,0.4808,0.5417,0.6057,0.0059,0.0604,0.0451
451.4457,0.3304,0.1954,0.0368,0.4390,0.5693,0.7873,0.0105,0.0586,0.0263
474.9233,0.3749,0.1423,0.0010,0.3573,0.5912,0.6716,0.0019,0.1812,0.0204
393.3278,0.3624,0.1460,0.0238,0.0671,0.3371,0.7485,0.0047,0.0340,0.0367
584.8168,0.3602,0.1663,0.0156,0.4720,0.5716,0.5866,0.0064,0.0409,0.0633
537.8439,0.3148,0.2119,0.0191,0.4200,0.4036,0.7697,0.0117,0.0273,0.0108
489.0301,0.4177,0.1530,0.0014,0.4830,0.5334,0.7520,0.0144,0.0136,0.1294
423.1896,0.3842,0.1788,0.0129,0.4309,0.5810,0.7511,0.0006,0.1561,0.0742
338.7759,0.4160,0.1230,0.0038,0.1051,0.2151,0.6896,0.0013,0.1037,0.0061
372.5036,0.3815,0.1388,0.0046,0.0065,0.4652,0.7855,0.0108,0.0280,0.0491
522.6627,0.4688,0.1903,0.0025,0.4600,0.5685,0.7996,0.0077,0.1557,0.0881
402.6048,0.3232,0.1496,0.0118,0.3757,0.4833,0.7968,0.0173,0.0123,0.0316
549.5465,0.3448,0.2957,0.0038,0.4259,0.5953,0.7791,0.0038,0.0972,0.0986
389.0169,0.3840,0.1539,0.0050,0.2745,0.4193,0.6832,0.0008,0.0378,0.0726
435.7956,0.3897,0.1728,0.0017,0.4078,0.4888,0.6940,0.0061,0.0904,0.0255
366.4903,0.4352,0.1519,0.0328,0.3899,0.5806,0.7914,0.0014,0.0528,0.0155
491.1900,0.3041,0.1665,0.0028,0.2369,0.4285,0.6662,0.0081,0.0266,0.0784
593.9882,0.5493,0.2383,0.0052,0.4875,0.5316,0.7723,0.0140,0.0427,0.0873
464.1883,0.3267,0.1537,0.0166,0.0086,0.5887,0.7640,0.0038,0.0234,0.0826
318.5415,0.4368,0.1998,0.0080,0.4517,0.4790,0.7927,0.0058,0.0252,0.0271
568.3530,0.3102,0.1611,0.0121,0.4528,0.5349,0.7073,0.0031,0.0900,0.1674
404.9825,0.3339,0.2292,0.0223,0.2150,0.5825,0.6541,0.0026,0.0136,0.0070
465.7543,0.3703,0.1630,0.0157,0.3326,0.3883,0.7847,0.0035,0.0576,0.0149
528.0704,0.3641,0.2709,0.0176,0.4938,0.5013,0.6931,0.0017,0.0791,0.0080
452.1647,0.3676,0.0857,0.0017,0.2287,0.5470,0.6371,0.0023,0.0056,0.0554
557.4665,0.3504,0.2059,0.0299,0.4843,0.5797,0.6302,0.0037,0.0140,0.0995
346.6951,0.4104,0.0957,0.0298,0.0473,0.1994,0.6030,0.0011,0.0017,0.0339
396.8523,0.4381,0.1465,0.0098,0.4385,0.5223,0.6593,0.0013,0.0591,0.0092
495.4095,0.3650,0.1152,0.0333,0.3077,0.5857,0.7723,0.0050,0.0239,0.0074
363.5178,0.3239,0.2441,0.0055,0.4306,0.3956,0.7738,0.0070,0.0081,0.0445
579.8299,0.4204,0.1596,0.0182,0.4093,0.5630,0.7285,0.0123,0.0316,0.0140
559.5397,0.3065,0.2341,0.0023,0.4723,0.4352,0.6994,0.0138,0.0072,0.0697
492.8050,0.3466,0.1581,0.0049,0.4207,0.4781,0.6414,0.0091,0.0604,0.0112
364.8195,0.3906,0.1610,0.0369,0.2061,0.4119,0.7652,0.0010,0.0096,0.0021
545.0060,0.3564,0.2257,0.0091,0.3694,0.4997,0.7806,0.0078,0.0517,0.0423
589.1271,0.9127,0.2566,0.0070,0.4181,0.5967,0.7163,0.0106,0.0136,0.0236
426.2346,0.5302,0.2029,0.0108,0.3615,0.5827,0.7302,0.0015,0.0330,0.0175
433.7715,0.3986,0.1025,0.0085,0.3589,0.5809,0.6965,0.0020,0.0608,0.0227
497.7879,0.4171,0.2104,0.0127,0.4402,0.4298,0.7914,0.0025,0.0767,0.0049
532.5937,0.3129,0.1520,0.0198,0.3772,0.5654,0.7620,0.0010,0.1098,0.1488
360.5323,0.3749,0.1248,0.0079,0.4409,0.4524,0.7206,0.0052,0.0291,0.0771
506.4848,0.3113,0.2459,0.0309,0.3131,0.5289,0.7142,0.0031,0.0121,0.0008
387.1171,0.3405,0.1628,0.0027,0.0677,0.4962,0.7094,0.0017,0.0063,0.0822
370.0285,0.3598,0.1523,0.0495,0.0112,0.2704,0.6320,0.0046,0.0042,0.0057
589.5989,0.3030,0.2270,0.0187,0.3348,0.5443,0.6521,0.0023,0.0776,0.0107
568.3995,0.3205,0.1064,0.0069,0.2516,0.5680,0.7137,0.0097,0.0589,0.0192
393.7911,0.3263,0.2143,0.0019,0.4185,0.4466,0.7427,0.0054,0.0757,0.0835
415.0842,0.4088,0.1478,0.0186,0.4806,0.5842,0.7799,0.0082,0.1081,0.0343
521.8115,0.9808,0.1510,0.0100,0.4854,0.5984,0.6052,0.0044,0.0161,0.0486
560.1260,0.3271,0.2632,0.0080,0.4881,0.4769,0.7529,0.0159,0.0631,0.0040
541.6831,0.4447,0.2422,0.0212,0.4981,0.5618,0.5861,0.0027,0.0336,0.0489
334.9402,0.4017,0.1481,0.0027,0.1777,0.2889,0.7680,0.0049,0.0251,0.0777
550.7452,0.3317,0.1792,0.0106,0.2424,0.5987,0.6972,0.0068,0.0799,0.0160
577.5738,0.3343,0.2279,0.0053,0.4237,0.5097,0.7272,0.0007,0.1930,0.0339
446.2549,0.4567,0.1402,0.0089,0.4750,0.5891,0.7280,0.0143,0.0493,0.0239
476.7495,0.5676,0.2819,0.0023,0.4638,0.5848,0.7892,0.0034,0.0782,0.0932
571.5340,0.6742,0.2514,0.0123,0.4811,0.5964,0.5705,0.0040,0.0401,0.1085
481.7412,0.3052,0.2059,0.0183,0.3118,0.5292,0.7810,0.0062,0.0340,0.1180
432.5982,0.4300,0.1320,0.0021,0.3749,0.4073,0.7401,0.0077,0.0002,0.0178
571.3168,0.3355,0.1433,0.0125,0.2675,0.3597,0.7852,0.0006,0.0021,0.0828
508.7914,0.3255,0.1778,0.0014,0.4425,0.3691,0.6138,0.0018,0.0356,0.0293
545.9926,0.6713,0.1963,0.0111,0.4250,0.5479,0.7760,0.0027,0.0215,0.0551
310.5457,0.3720,0.2180,0.0103,0.3363,0.4931,0.7317,0.0045,0.0056,0.0289
449.6348,0.3436,0.1937,0.0060,0.2172,0.4593,0.7293,0.0087,0.0298,0.0262
377.7081,0.3782,0.1143,0.0027,0.1437,0.5335,0.6623,0.0133,0.0525,0.0062
492.0320,0.3171,0.2621,0.0036,0.4009,0.3865,0.7250,0.0006,0.0541,0.0139
456.1646,0.7504,0.2001,0.0036,0.4659,0.5940,0.7580,0.0056,0.0231,0.1371
357.8838,0.3996,0.0932,0.0194,0.0037,0.3251,0.5237,0.0029,0.0652,0.0048
588.3724,0.3079,0.1313,0.0248,0.2352,0.5547,0.7177,0.0030,0.0051,0.0943
585.9407,0.5125,0.2326,0.0104,0.4797,0.5901,0.6017,0.0070,0.1350,0.0291
548.3892,0.5407,0.2338,0.0146,0.4450,0.5165,0.7223,0.0026,0.0341,0.0314
524.6455,0.5763,0.2089,0.0031,0.4477,0.5876,0.6390,0.0158,0.0614,0.0035
351.1426,0.3964,0.1438,0.0091,0.0089,0.5192,0.7446,0.0035,0.0520,0.0566
429.8278,0.3671,0.1939,0.0194,0.4528,0.5662,0.7735,0.0068,0.0529,0.1067
516.2443,0.4640,0.2055,0.0206,0.4078,0.5826,0.7595,0.0040,0.0525,0.0557
508.8631,0.3591,0.1315,0.0120,0.4698,0.4467,0.7929,0.0025,0.0563,0.1373
557.5388,0.3190,0.1767,0.0093,0.4183,0.5288,0.6104,0.0172,0.0067,0.0118
480.4264,0.3763,0.1462,0.0434,0.3892,0.5272,0.7798,0.0010,0.0250,0.0338
461.2895,0.3584,0.1185,0.0018,0.0689,0.2125,0.5715,0.0092,0.0164,0.0044
