Ti,tau,f_B,r_ash,eta_ch,f_tail,eta_drive,f_imp,xi_sync,Pnet_Pbrems
333.2071,0.3627,0.1842,0.0235,0.0791,0.4797,0.6856,0.0053,0.0197,0.0097
449.9464,0.3472,0.1008,0.0015,0.0360,0.4156,0.7798,0.0180,0.0155,0.0206
390.0894,0.3636,0.1194,0.0302,0.1326,0.5094,0.7644,0.0088,0.0016,0.0418
421.1318,0.3682,0.1008,0.0029,0.2358,0.2366,0.6903,0.0045,0.0562,0.0092
284.6215,0.4083,0.1255,0.0036,0.0914,0.1149,0.7268,0.0077,0.0058,0.0042
315.6622,0.4098,0.1108,0.0310,0.0421,0.3887,0.7696,0.0033,0.0495,0.0043
578.8042,0.4321,0.1830,0.0018,0.4699,0.5115,0.7430,0.0014,0.2534,0.0070
445.7927,0.3152,0.1461,0.0125,0.4282,0.5864,0.7441,0.0137,0.1018,0.0264
591.3375,0.7880,0.1718,0.0215,0.4797,0.5720,0.7169,0.0059,0.0549,0.0123
556.3774,0.4066,0.1575,0.0014,0.4616,0.5388,0.7891,0.0159,0.1020,0.0629
582.8916,0.6456,0.2678,0.0097,0.4728,0.5433,0.7281,0.0064,0.0746,0.0241
451.1698,0.3236,0.1676,0.0022,0.4790,0.4616,0.5486,0.0007,0.0006,0.0250
403.0082,0.3479,0.1549,0.0081,0.0176,0.5544,0.6493,0.0045,0.0454,0.0771
395.8129,0.4720,0.2848,0.0111,0.4807,0.5247,0.7716,0.0030,0.0183,0.0129
369.5289,0.4086,0.0743,0.0070,0.0262,0.3869,0.5331,0.0061,0.0167,0.0088
461.5481,0.4154,0.1472,0.0179,0.4630,0.4958,0.7545,0.0021,0.0010,0.1244
504.9958,0.3288,0.1107,0.0066,0.3043,0.5118,0.7039,0.0012,0.1297,0.0436
454.5509,0.3119,0.2217,0.0024,0.4010,0.3739,0.7994,0.0042,0.0328,0.1427
481.2000,0.9293,0.2377,0.0069,0.4582,0.5257,0.7511,0.0001,0.0208,0.0268
534.2990,0.3278,0.2051,0.0445,0.4895,0.5513,0.7812,0.0029,0.0671,0.0812
531.0054,0.5977,0.2380,0.0017,0.3802,0.5956,0.6232,0.0010,0.0761,0.0051
571.7871,0.4778,0.2260,0.0031,0.4751,0.5682,0.6437,0.0075,0.1768,0.0124
597.0789,0.3253,0.1594,0.0197,0.4258,0.5122,0.7717,0.0099,0.0015,0.1432
500.2939,0.3693,0.2262,0.0090,0.3243,0.5724,0.7591,0.0018,0.1319,0.0041
438.1873,0.3644,0.0867,0.0109,0.4699,0.4419,0.7266,0.0036,0.0025,0.0249
598.0443,0.5660,0.1779,0.0056,0.4838,0.5784,0.5463,0.0093,0.0726,0.0372
552.4653,0.3792,0.1527,0.0056,0.3993,0.5939,0.6511,0.0006,0.1302,0.0841
362.3520,0.3891,0.1330,0.0173,0.0157,0.2080,0.7501,0.0056,0.0253,0.0499
573.4520,0.3727,0.2743,0.0174,0.4527,0.5692,0.7146,0.0080,0.0365,0.0594
493.4211,0.3246,0.1439,0.0027,0.0590,0.5638,0.7420,0.0115,0.0367,0.0513
563.9868,0.7979,0.1947,0.0350,0.4762,0.5791,0.7662,0.0042,0.0092,0.0286
329.7147,0.3844,0.1720,0.0252,0.3501,0.5445,0.7350,0.0046,0.0284,0.0192
564.7141,0.3127,0.1802,0.0014,0.4875,0.4526,0.6704,0.0079,0.0782,0.0939
484.4372,0.3011,0.2326,0.0355,0.4963,0.3251,0.7963,0.0004,0.0016,0.0478
453.9510,0.3433,0.2472,0.0082,0.3857,0.5518,0.7142,0.0061,0.0562,0.0395
567.5250,0.5393,0.2090,0.0166,0.4416,0.5885,0.5020,0.0044,0.0152,0.0046
557.3256,0.3104,0.1423,0.0034,0.0263,0.5046,0.5785,0.0041,0.0084,0.0836
549.9091,0.4221,0.2430,0.0064,0.4735,0.5980,0.7008,0.0031,0.0540,0.2131
387.6724,0.3943,0.1324,0.0022,0.3222,0.4127,0.7929,0.0014,0.1086,0.0703
422.9589,0.3331,0.1986,0.0181,0.2592,0.5503,0.7595,0.0048,0.0755,0.0454
577.0082,0.6178,0.1638,0.0109,0.4613,0.5935,0.7617,0.0140,0.0829,0.0089
494.6097,0.3175,0.1788,0.0106,0.2012,0.4791,0.7187,0.0029,0.0289,0.1058
339.2441,0.3620,0.1641,0.0064,0.0580,0.2123,0.7981,0.0007,0.0428,0.0220
310.3188,0.3858,0.1625,0.0055,0.2333,0.5334,0.7012,0.0168,0.0073,0.0009
520.2141,0.6954,0.2526,0.0161,0.4907,0.5623,0.7176,0.0044,0.0194,0.0916
448.9674,0.3295,0.1243,0.0128,0.3523,0.4190,0.6979,0.0101,0.0327,0.0135
513.2164,0.3111,0.2667,0.0086,0.4434,0.5956,0.7900,0.0144,0.1234,0.0279
288.4555,0.4117,0.1468,0.0031,0.1288,0.2836,0.7739,0.0060,0.0866,0.0194
505.0424,0.4644,0.2364,0.0336,0.4672,0.5566,0.7671,0.0084,0.0097,0.0180
355.5743,0.3967,0.1075,0.0051,0.3414,0.3621,0.7617,0.0011,0.0314,0.1069
435.3780,0.3767,0.1161,0.0043,0.4858,0.4836,0.7723,0.0067,0.0584,0.0997
543.3814,0.5530,0.1563,0.0026,0.4936,0.5999,0.7288,0.0027,0.0022,0.2897
574.1738,0.3468,0.1785,0.0239,0.4686,0.4034,0.7998,0.0023,0.0526,0.0703
566.9569,0.4736,0.1279,0.0088,0.4055,0.5331,0.7550,0.0038,0.0565,0.0040
587.7206,0.3215,0.1867,0.0185,0.3187,0.5929,0.6859,0.0158,0.0080,0.0240
537.7818,0.9434,0.2143,0.0017,0.4595,0.5539,0.5493,0.0032,0.0591,0.0183
386.5366,0.3859,0.2244,0.0293,0.4222,0.5695,0.7806,0.0011,0.0113,0.0765
496.0582,0.5193,0.1805,0.0050,0.4782,0.5213,0.7133,0.0096,0.0893,0.0094
484.1417,0.4113,0.2472,0.0255,0.4943,0.5850,0.7611,0.0175,0.0341,0.0034
570.7840,0.9829,0.1844,0.0103,0.4609,0.5574,0.5678,0.0014,0.0335,0.0267
358.0966,0.3923,0.1351,0.0090,0.0703,0.3355,0.6174,0.0004,0.0325,0.0939
475.7248,0.3458,0.2168,0.0037,0.4704,0.5613,0.7881,0.0010,0.1454,0.1930
406.3118,0.3566,0.1752,0.0261,0.0716,0.4195,0.7004,0.0006,0.0018,0.0459
300.8438,0.3996,0.1852,0.0056,0.1436,0.3298,0.7897,0.0016,0.0049,0.0887
358.7459,0.5666,0.1565,0.0030,0.4770,0.4965,0.7989,0.0020,0.0253,0.0758
426.8834,0.3543,0.1398,0.0284,0.4068,0.5223,0.7965,0.0068,0.0801,0.0364
429.3140,0.3129,0.2100,0.0046,0.0675,0.5953,0.6290,0.0119,0.0144,0.0294
422.2405,0.4198,0.1054,0.0015,0.4327,0.4990,0.7605,0.0103,0.0439,0.0003
482.8064,0.3030,0.1735,0.0096,0.1423,0.5700,0.7701,0.0107,0.0232,0.0888
514.2404,0.3980,0.1722,0.0248,0.3667,0.5209,0.7889,0.0000,0.0144,0.0939
521.4156,0.3376,0.2233,0.0077,0.3037,0.3850,0.7635,0.0035,0.0194,0.0163
369.5657,0.3806,0.1188,0.0035,0.4398,0.3079,0.6830,0.0000,0.0524,0.0270
461.5161,0.3465,0.1098,0.0152,0.0027,0.1980,0.4797,0.0067,0.0400,0.0307
384.7066,0.3824,0.1661,0.0032,0.2167,0.3265,0.7856,0.0102,0.0318,0.0115
565.7512,0.4052,0.2067,0.0137,0.4096,0.5263,0.6175,0.0013,0.0232,0.0498
535.0035,0.3752,0.2364,0.0040,0.4206,0.5821,0.7204,0.0195,0.0688,0.0118
573.5860,0.3221,0.1556,0.0066,0.4725,0.4063,0.6546,0.0048,0.0176,0.0831
439.3093,0.3104,0.1755,0.0391,0.3365,0.5900,0.7467,0.0049,0.0631,0.0091
559.1157,0.3249,0.1080,0.0167,0.0912,0.5601,0.7398,0.0010,0.0691,0.0100
594.9566,0.6013,0.1709,0.0089,0.4854,0.5511,0.7939,0.0039,0.1549,0.0512
288.3425,0.4717,0.1430,0.0037,0.0116,0.5918,0.6329,0.0012,0.0226,0.0176
541.0976,0.4902,0.1784,0.0199,0.4427,0.5852,0.5850,0.0002,0.0399,0.0434
447.0826,0.3321,0.1832,0.0326,0.0051,0.1641,0.6849,0.0009,0.0110,0.0074
341.6147,0.4624,0.1771,0.0102,0.2178,0.5824,0.7740,0.0025,0.0150,0.0058
433.6869,0.3579,0.1206,0.0040,0.2454,0.2595,0.5900,0.0029,0.0039,0.0214
502.2449,0.4238,0.2051,0.0146,0.3808,0.5845,0.7029,0.0143,0.0137,0.0018
599.7902,0.3446,0.1753,0.0031,0.3830,0.5151,0.6670,0.0073,0.0408,0.0946
522.8650,0.3086,0.1306,0.0059,0.4428,0.4721,0.7245,0.0120,0.0275,0.1203
328.2173,0.4038,0.1145,0.0306,0.0323,0.3648,0.6199,0.0043,0.0081,0.0417
379.9480,0.3452,0.1956,0.0105,0.0466,0.2808,0.6998,0.0041,0.0337,0.0515
537.2891,0.3598,0.1409,0.0112,0.3406,0.5252,0.7437,0.0061,0.0718,0.0436
535.2390,0.3524,0.1607,0.0273,0.4464,0.5386,0.6676,0.0004,0.0312,0.0925
322.4422,0.3963,0.1579,0.0083,0.1765,0.4724,0.7938,0.0097,0.0387,0.0352
401.8403,0.3683,0.2036,0.0170,0.3617,0.3627,0.7629,0.0005,0.0381,0.0191
372.1761,0.3365,0.2084,0.0242,0.2386,0.5848,0.7606,0.0064,0.0724,0.0026
510.5224,0.6163,0.2094,0.0094,0.4825,0.5817,0.5667,0.0059,0.0223,0.0768
470.5073,0.3243,0.1191,0.0063,0.3852,0.4211,0.7835,0.0087,0.0959,0.0374
520.6801,0.3170,0.2602,0.0013,0.2884,0.5893,0.6885,0.0068,0.0415,0.0366
449.1048,0.4053,0.1856,0.0142,0.4481,0.5433,0.7386,0.0052,0.0903,0.0530
588.1325,0.4192,0.1230,0.0076,0.4729,0.4707,0.7663,0.0008,0.0940,0.0429
552.9967,0.3163,0.1814,0.0249,0.4109,0.5909,0.7876,0.0031,0.0902,0.1629
465.2106,0.3252,0.1858,0.0085,0.4124,0.5089,0.7599,0.0193,0.0318,0.0597
559.3855,0.4667,0.1450,0.0058,0.4863,0.5902,0.7588,0.0056,0.1753,0.0770
478.9082,0.3874,0.1795,0.0032,0.3124,0.4563,0.7083,0.0027,0.0576,0.0197
416.4791,0.3284,0.1693,0.0327,0.4760,0.5480,0.7622,0.0135,0.0414,0.0219
544.2322,0.3114,0.1234,0.0136,0.3837,0.3782,0.7479,0.0149,0.0071,0.0234
444.5433,0.3862,0.1566,0.0074,0.4060,0.5441,0.7763,0.0036,0.1739,0.0408
593.3752,0.4156,0.1823,0.0069,0.4457,0.4926,0.7733,0.0114,0.0314,0.0829
412.3172,0.3496,0.1300,0.0178,0.1786,0.2900,0.6291,0.0002,0.0213,0.0206
470.2128,0.5401,0.2283,0.0153,0.4509,0.5374,0.6392,0.0010,0.0042,0.0349
324.0528,0.4403,0.1668,0.0124,0.4771,0.5200,0.7558,0.0076,0.0049,0.0384
400.2212,0.3233,0.1797,0.0159,0.0451,0.5671,0.7857,0.0021,0.0063,0.0112
276.1210,0.4159,0.1483,0.0058,0.0166,0.3631,0.3722,0.0065,0.0409,0.0085
406.8883,0.4063,0.1208,0.0043,0.1081,0.4315,0.7681,0.0044,0.0299,0.0274
576.5479,0.3201,0.1148,0.0062,0.3102,0.4878,0.6075,0.0014,0.0774,0.0053
455.7179,0.3360,0.1374,0.0225,0.2449,0.5416,0.6134,0.0008,0.0314,0.0584
517.5679,0.3082,0.2055,0.0082,0.4778,0.4979,0.6861,0.0002,0.1097,0.1308
590.5898,0.7688,0.1936,0.0013,0.4600,0.5807,0.6107,0.0084,0.0154,0.1172
383.3831,0.3778,0.1151,0.0103,0.0932,0.3065,0.4491,0.0009,0.0008,0.0416
598.2182,0.3007,0.2001,0.0054,0.2074,0.4695,0.6406,0.0052,0.0093,0.0310
523.8629,0.5102,0.2453,0.0035,0.4807,0.5920,0.7928,0.0052,0.2185,0.0563
539.0189,0.3152,0.1173,0.0088,0.0005,0.4439,0.7816,0.0064,0.0286,0.0489
560.8946,0.7301,0.2250,0.0149,0.4964,0.5862,0.5626,0.0029,0.0705,0.0793
582.4061,0.3268,0.2078,0.0075,0.4529,0.5568,0.6310,0.0129,0.0820,0.0380
540.6931,0.7383,0.2196,0.0020,0.4859,0.5149,0.7761,0.0160,0.0250,0.0227
397.5577,0.3675,0.1443,0.0121,0.2736,0.3450,0.7207,0.0059,0.0237,0.0435
471.4862,0.3522,0.1061,0.0080,0.1938,0.4254,0.6938,0.0006,0.0833,0.0357
557.4167,0.9305,0.2575,0.0021,0.4655,0.5926,0.3864,0.0041,0.0360,0.0345
356.9277,0.3759,0.1282,0.0125,0.0075,0.2970,0.7607,0.0157,0.0418,0.0082
466.4399,0.3209,0.1525,0.0067,0.3322,0.5965,0.7364,0.0051,0.0337,0.2252
377.0090,0.3952,0.1415,0.0321,0.0081,0.2693,0.7650,0.0003,0.0057,0.0188
330.3323,0.3646,0.1855,0.0028,0.0067,0.3768,0.5527,0.0006,0.0363,0.0361
592.0916,0.3294,0.1139,0.0166,0.4636,0.5770,0.7757,0.0005,0.1928,0.0660
480.9735,0.3476,0.1510,0.0104,0.4507,0.3989,0.7475,0.0116,0.0644,0.0077
473.9932,0.3022,0.2250,0.0041,0.1854,0.3609,0.7616,0.0013,0.1045,0.0131
538.2954,0.3385,0.0840,0.0030,0.0165,0.5287,0.7321,0.0033,0.0511,0.0047
440.5818,0.5679,0.1971,0.0016,0.4756,0.5085,0.6532,0.0052,0.0592,0.0010
531.2013,0.3915,0.2315,0.0060,0.4833,0.5584,0.6098,0.0042,0.0032,0.1521
446.3538,0.3214,0.1762,0.0116,0.4883,0.4340,0.7956,0.0061,0.2176,0.0022
556.1852,0.3293,0.2149,0.0246,0.3697,0.4145,0.7087,0.0007,0.0023,0.0245
591.9665,0.4007,0.1482,0.0079,0.3067,0.5523,0.6874,0.0029,0.0341,0.0235
419.3734,0.3358,0.2828,0.0095,0.4681,0.5540,0.7973,0.0050,0.0600,0.0652
595.6820,0.3103,0.1747,0.0113,0.3617,0.4566,0.7062,0.0095,0.0769,0.0129
551.9702,0.5122,0.2386,0.0112,0.4603,0.5140,0.7157,0.0043,0.0036,0.0861
456.6459,0.3896,0.2008,0.0081,0.4340,0.5884,0.7768,0.0014,0.2684,0.0013
582.0253,0.3575,0.1596,0.0061,0.4803,0.5095,0.7796,0.0136,0.1262,0.0624
436.1443,0.3266,0.1479,0.0189,0.1768,0.3852,0.7744,0.0076,0.0297,0.0451
395.9242,0.3680,0.1744,0.0067,0.0163,0.1501,0.3601,0.0075,0.0037,0.0076
575.1653,0.3127,0.2106,0.0124,0.1520,0.5008,0.7938,0.0033,0.0052,0.0199
526.7536,0.4269,0.2709,0.0052,0.4233,0.5723,0.7525,0.0029,0.0596,0.0960
519.8913,0.3028,0.1684,0.0021,0.0774,0.4751,0.6204,0.0045,0.0328,0.0868
583.1024,0.6067,0.1820,0.0191,0.4808,0.4562,0.7493,0.0002,0.0023,0.0227
561.5347,0.5579,0.1237,0.0014,0.4188,0.5703,0.7709,0.0037,0.0342,0.0514
416.4007,0.3841,0.1477,0.0057,0.4109,0.4970,0.7284,0.0069,0.0528,0.0747
344.8998,0.3811,0.1325,0.0068,0.1829,0.5117,0.7529,0.0171,0.0311,0.0162
430.8109,0.3219,0.1550,0.0110,0.3099,0.4368,0.7398,0.0109,0.0084,0.0770
596.5873,0.5411,0.2453,0.0139,0.4958,0.5925,0.5941,0.0062,0.1279,0.0446
465.1181,0.3811,0.1957,0.0305,0.4746,0.5986,0.7307,0.0002,0.0251,0.1568
510.0763,0.3139,0.2177,0.0168,0.2693,0.5751,0.7668,0.0154,0.0306,0.0011
570.8147,0.3020,0.1661,0.0218,0.4445,0.5970,0.6589,0.0166,0.0065,0.0724
531.2772,0.4687,0.1520,0.0074,0.4481,0.5119,0.6797,0.0048,0.0527,0.0274
404.6103,0.3447,0.1828,0.0076,0.3347,0.5456,0.7674,0.0187,0.0504,0.0222
542.9963,0.3380,0.2422,0.0092,0.4285,0.5078,0.6683,0.0014,0.1288,0.0005
418.2121,0.3181,0.1832,0.0038,0.4522,0.3561,0.7165,0.0046,0.0009,0.0867
552.5822,0.4916,0.2132,0.0056,0.4444,0.4605,0.7990,0.0060,0.0574,0.0189
391.6738,0.3890,0.1243,0.0109,0.2054,0.1617,0.7445,0.0028,0.0383,0.0124
507.7342,0.3316,0.1206,0.0209,0.4704,0.5300,0.7279,0.0091,0.0351,0.0603
592.9740,0.4491,0.1348,0.0082,0.4809,0.5701,0.6413,0.0121,0.0616,0.0020
411.9228,0.3408,0.1753,0.0218,0.1434,0.2739,0.7776,0.0007,0.0708,0.0266
490.0119,0.3143,0.1556,0.0359,0.0407,0.2231,0.6237,0.0008,0.0078,0.0303
470.0433,0.5051,0.1508,0.0226,0.4782,0.5524,0.7714,0.0003,0.0537,0.0778
479.2030,0.6694,0.2419,0.0116,0.4753,0.5785,0.7982,0.0024,0.0711,0.0955
471.1525,0.3308,0.1409,0.0168,0.0686,0.2645,0.6365,0.0020,0.0421,0.0527
567.3409,0.6010,0.2764,0.0029,0.4540,0.5744,0.5811,0.0000,0.1080,0.0314
455.5338,0.3489,0.1830,0.0154,0.2175,0.5264,0.7932,0.0002,0.0616,0.0784
387.3941,0.9759,0.1573,0.0078,0.4952,0.5802,0.7564,0.0016,0.0227,0.0406
400.2886,0.3555,0.1334,0.0235,0.0099,0.5208,0.6208,0.0014,0.0505,0.0370
393.2031,0.4617,0.2516,0.0204,0.4884,0.5507,0.7529,0.0011,0.0026,0.0700
390.9961,0.3506,0.1682,0.0397,0.1562,0.5655,0.7909,0.0070,0.0152,0.0133
496.6319,0.3665,0.2396,0.0187,0.4006,0.5983,0.7977,0.0084,0.0045,0.1187
537.4397,0.3251,0.1874,0.0038,0.3680,0.5414,0.6747,0.0055,0.0223,0.1603
550.1738,0.3954,0.2040,0.0223,0.4811,0.4327,0.7688,0.0097,0.0191,0.0060
599.7425,0.3342,0.1300,0.0103,0.4181,0.5624,0.7514,0.0068,0.0147,0.1873
370.4899,0.3943,0.0879,0.0161,0.0029,0.4382,0.4910,0.0080,0.0046,0.0427
453.7541,0.3043,0.1924,0.0176,0.3775,0.4515,0.7555,0.0024,0.0207,0.1164
460.5864,0.4311,0.1414,0.0029,0.4395,0.5793,0.7964,0.0040,0.0158,0.2273
535.0952,0.3434,0.2070,0.0352,0.4815,0.5234,0.7390,0.0010,0.0620,0.0797
585.8758,0.7331,0.2529,0.0063,0.4461,0.5711,0.6428,0.0143,0.0063,0.0225
372.1388,0.3481,0.1628,0.0137,0.2034,0.4759,0.6579,0.0070,0.0230,0.0245
389.7337,0.4340,0.1339,0.0099,0.3887,0.3309,0.7807,0.0044,0.0065,0.0088
363.1479,0.4021,0.1544,0.0019,0.0080,0.1167,0.7706,0.0087,0.0283,0.0084
574.3588,0.3858,0.2646,0.0019,0.4606,0.5061,0.6806,0.0062,0.0219,0.0952
413.4302,0.3479,0.1226,0.0069,0.3697,0.3834,0.7761,0.0093,0.1126,0.0129
534.6777,0.7999,0.2605,0.0072,0.4785,0.5734,0.5976,0.0031,0.0774,0.0434
397.8156,0.5620,0.2890,0.0067,0.4684,0.5775,0.7543,0.0045,0.0405,0.0089
484.0072,0.4645,0.2607,0.0127,0.4313,0.5186,0.7295,0.0034,0.0226,0.0140
553.7997,0.3271,0.1102,0.0015,0.4827,0.5960,0.7267,0.0116,0.1851,0.0021
320.3290,0.3589,0.2073,0.0051,0.3875,0.5750,0.7926,0.0128,0.0216,0.0677
346.2234,0.3869,0.1445,0.0081,0.0566,0.4917,0.4623,0.0065,0.0013,0.0620
580.4233,0.5228,0.1873,0.0097,0.4558,0.5993,0.7905,0.0011,0.2875,0.0031
499.8824,0.3535,0.1374,0.0056,0.4690,0.3180,0.7670,0.0073,0.0052,0.0757
419.8844,0.3627,0.1921,0.0046,0.1438,0.5585,0.6761,0.0031,0.0444,0.0306
554.6609,0.3165,0.1443,0.0189,0.0027,0.5705,0.5969,0.0022,0.0124,0.0172
430.5880,0.5896,0.2580,0.0172,0.4891,0.5896,0.7725,0.0094,0.0229,0.0457
525.3958,0.3559,0.2737,0.0010,0.4856,0.5641,0.6399,0.0182,0.0126,0.0349
422.0529,0.3269,0.2123,0.0027,0.2669,0.5244,0.7958,0.0016,0.0911,0.1274
547.3543,0.4132,0.2956,0.0158,0.4970,0.4774,0.7290,0.0000,0.0419,0.0193
497.2194,0.3100,0.2353,0.0201,0.2092,0.5958,0.6765,0.0010,0.0247,0.0284
476.0119,0.3341,0.1706,0.0115,0.4431,0.5150,0.6225,0.0003,0.0965,0.0433
408.0247,0.7539,0.1665,0.0045,0.4960,0.5569,0.7993,0.0085,0.0034,0.0797
484.0779,0.3294,0.1350,0.0274,0.3286,0.5634,0.7883,0.0062,0.1379,0.0018
414.6647,0.3402,0.1729,0.0020,0.2427,0.4182,0.7042,0.0053,0.0096,0.1330
539.5992,0.6679,0.1704,0.0094,0.3963,0.5693,0.7504,0.0007,0.0035,0.0587
564.9154,0.5262,0.2031,0.0012,0.4649,0.4866,0.5226,0.0013,0.0016,0.0261
410.9780,0.3711,0.0934,0.0125,0.3543,0.5892,0.7221,0.0010,0.0983,0.0021
573.2130,0.3570,0.2351,0.0084,0.4452,0.4215,0.7560,0.0041,0.0390,0.0545
441.8805,0.3205,0.1692,0.0037,0.0442,0.2378,0.7933,0.0121,0.0504,0.0229
585.5758,0.3229,0.1631,0.0122,0.2299,0.5846,0.5425,0.0018,0.0282,0.0132
586.9244,0.3057,0.2239,0.0031,0.3420,0.4822,0.7122,0.0176,0.0134,0.0191
387.4984,0.3729,0.1872,0.0382,0.4145,0.5056,0.7386,0.0030,0.0047,0.0201
507.1948,0.3451,0.1043,0.0177,0.1697,0.5353,0.7473,0.0016,0.0131,0.0720
342.0005,0.4085,0.1318,0.0031,0.2451,0.5038,0.6403,0.0018,0.0405,0.0528
521.0101,0.7083,0.2858,0.0070,0.4828,0.5131,0.6815,0.0013,0.0342,0.0166
565.4042,0.3565,0.1322,0.0034,0.3514,0.5720,0.6978,0.0047,0.1550,0.0108
456.7605,0.8848,0.2669,0.0022,0.4749,0.5550,0.7553,0.0081,0.0529,0.0027
437.9876,0.3706,0.1727,0.0134,0.4778,0.5915,0.7518,0.0098,0.0709,0.1131
486.8971,0.4522,0.2238,0.0071,0.4158,0.4696,0.7693,0.0063,0.0383,0.0044
484.1365,0.3787,0.1891,0.0022,0.1878,0.4191,0.7809,0.0021,0.0221,0.0050
580.9233,0.7073,0.1834,0.0087,0.4190,0.5726,0.7341,0.0067,0.0304,0.0287
559.7398,0.3013,0.2004,0.0135,0.4049,0.5394,0.7714,0.0167,0.1127,0.0218
427.1051,0.3694,0.1312,0.0118,0.0202,0.4406,0.6417,0.0008,0.0156,0.0881
572.5223,0.8524,0.2270,0.0143,0.4442,0.5985,0.5980,0.0135,0.0015,0.0078
566.6136,0.3488,0.1265,0.0194,0.2334,0.5930,0.7845,0.0064,0.0186,0.0329
565.5247,0.5584,0.2137,0.0095,0.4897,0.5654,0.6584,0.0035,0.1412,0.0593
477.4968,0.8018,0.1797,0.0044,0.4407,0.5537,0.6895,0.0041,0.0282,0.0122
477.0581,0.3366,0.1380,0.0086,0.4221,0.4746,0.7990,0.0124,0.1466,0.0109
496.0084,0.3187,0.2137,0.0039,0.3429,0.5689,0.7755,0.0079,0.1861,0.0195
343.8246,0.4059,0.1622,0.0060,0.1393,0.4223,0.7769,0.0111,0.0163,0.0044
525.8428,0.3406,0.1186,0.0148,0.1591,0.3484,0.7690,0.0070,0.0083,0.0051
415.7493,0.4034,0.1149,0.0064,0.3917,0.4682,0.6918,0.0011,0.0683,0.0132
394.9094,0.3320,0.1889,0.0139,0.4547,0.5884,0.7366,0.0028,0.0453,0.1774
585.2927,0.3120,0.1209,0.0053,0.1895,0.5135,0.6640,0.0034,0.1146,0.0026
583.7470,0.5057,0.2075,0.0183,0.4624,0.4782,0.7801,0.0066,0.0265,0.0176
530.1571,0.3181,0.1263,0.0083,0.4992,0.4226,0.7095,0.0084,0.0699,0.0457
360.7702,0.3613,0.2307,0.0033,0.2601,0.2850,0.7863,0.0055,0.0089,0.0063
578.4357,0.3596,0.2032,0.0116,0.4243,0.5046,0.6498,0.0137,0.0164,0.0076
445.4203,0.3876,0.1657,0.0027,0.4745,0.5464,0.6487,0.0013,0.1508,0.0399
494.9255,0.4115,0.1772,0.0245,0.4372,0.5448,0.6881,0.0055,0.0463,0.0136
441.5161,0.4919,0.1451,0.0127,0.4914,0.4099,0.7920,0.0022,0.0136,0.0329
515.6869,0.3448,0.1140,0.0028,0.3502,0.4791,0.7607,0.0149,0.0206,0.0419
357.6955,0.3696,0.1544,0.0202,0.4360,0.5982,0.7580,0.0029,0.1485,0.0190
553.6767,0.6418,0.1764,0.0047,0.4871,0.5049,0.7623,0.0020,0.0464,0.1030
417.5639,0.4683,0.2200,0.0030,0.4949,0.5783,0.6886,0.0086,0.0277,0.1097
382.5520,0.3544,0.1460,0.0173,0.4320,0.4483,0.7100,0.0051,0.0132,0.0777
374.9345,0.3511,0.2016,0.0012,0.0754,0.2453,0.4949,0.0005,0.0223,0.0460
580.5422,0.3747,0.1742,0.0037,0.3126,0.5380,0.5638,0.0019,0.0116,0.0282
466.2505,0.3441,0.1003,0.0090,0.3064,0.4507,0.7662,0.0039,0.1181,0.0083
528.5631,0.3848,0.2087,0.0109,0.3955,0.5638,0.7371,0.0006,0.0263,0.1728
510.6891,0.3755,0.2512,0.0012,0.4599,0.5927,0.7427,0.0158,0.1583,0.0006
310.5836,0.3981,0.1428,0.0243,0.0641,0.3806,0.5438,0.0025,0.0084,0.0362
509.0303,0.3119,0.1665,0.0091,0.2618,0.2936,0.5793,0.0015,0.0013,0.0193
590.3182,0.4485,0.2319,0.0026,0.4276,0.5653,0.7534,0.0119,0.0951,0.0543
461.2323,0.3126,0.1458,0.0042,0.1676,0.5590,0.7851,0.0095,0.0738,0.0281
571.0918,0.3054,0.2161,0.0049,0.4618,0.3151,0.7214,0.0003,0.0358,0.0707
594.9879,0.3390,0.2620,0.0266,0.4203,0.5889,0.7957,0.0059,0.0564,0.0753
468.3225,0.3581,0.2280,0.0105,0.4648,0.5836,0.7709,0.0198,0.0946,0.0043
558.2936,0.8936,0.2530,0.0094,0.4127,0.5921,0.5137,0.0007,0.0118,0.0088
523.9267,0.8283,0.1863,0.0136,0.4692,0.5318,0.7771,0.0008,0.0295,0.0446
413.2837,0.3217,0.1938,0.0290,0.2292,0.5356,0.7990,0.0027,0.0087,0.0953
533.0865,0.3360,0.0892,0.0024,0.4838,0.5029,0.7884,0.0013,0.0098,0.1933
549.0539,0.3709,0.2334,0.0216,0.4624,0.5328,0.7449,0.0035,0.0083,0.1379
411.6567,0.3643,0.1856,0.0285,0.4286,0.4567,0.7574,0.0049,0.0402,0.0164
474.0894,0.3059,0.1637,0.0075,0.3579,0.5484,0.7211,0.0138,0.0563,0.1029
373.2192,0.4163,0.1339,0.0145,0.2242,0.4588,0.6222,0.0012,0.0056,0.0011
459.5092,0.3572,0.1711,0.0035,0.4920,0.3551,0.7647,0.0079,0.0306,0.0859
453.1025,0.4600,0.2293,0.0167,0.4290,0.4832,0.7901,0.0057,0.0082,0.0131
519.1269,0.6338,0.1993,0.0154,0.4368,0.5995,0.7077,0.0050,0.0642,0.0379
567.8603,0.3278,0.0983,0.0192,0.4091,0.5973,0.6868,0.0042,0.0296,0.0409
