Ti,tau,f_B,r_ash,eta_ch,f_tail,eta_drive,f_imp,xi_sync,Pnet_Pbrems
567.6392,0.7980,0.2765,0.0079,0.4730,0.5581,0.6676,0.0136,0.0456,0.0225
533.0947,0.5321,0.2537,0.0064,0.4034,0.5813,0.7416,0.0055,0.0010,0.0048
414.7352,0.6269,0.2658,0.0082,0.4875,0.5683,0.7906,0.0028,0.0014,0.0484
423.8676,0.8127,0.1743,0.0200,0.4963,0.5934,0.7793,0.0045,0.0191,0.0583
563.4627,0.8765,0.2662,0.0184,0.4531,0.5850,0.6502,0.0121,0.0074,0.0203
433.2804,0.7794,0.2812,0.0040,0.4474,0.5673,0.7623,0.0003,0.0364,0.0026
545.4967,0.7375,0.1541,0.0016,0.4683,0.5177,0.7069,0.0095,0.0010,0.0224
597.8933,0.5784,0.2776,0.0035,0.4959,0.4911,0.6895,0.0036,0.0384,0.0161
485.8856,0.5338,0.1586,0.0010,0.4828,0.5743,0.7914,0.0063,0.0744,0.0337
586.5111,0.9259,0.2975,0.0045,0.4733,0.5817,0.6324,0.0166,0.0649,0.0354
488.9643,0.8775,0.1809,0.0013,0.4207,0.5974,0.6441,0.0004,0.0421,0.0404
455.4633,0.6344,0.2070,0.0078,0.4932,0.5914,0.6292,0.0049,0.0534,0.0337
592.8199,0.7027,0.1789,0.0068,0.4525,0.5951,0.7228,0.0025,0.0904,0.0857
527.5698,0.8140,0.2021,0.0082,0.4829,0.5976,0.7680,0.0138,0.0120,0.1657
546.3248,0.5714,0.2179,0.0040,0.4603,0.5967,0.7846,0.0119,0.0239,0.1439
509.1927,0.5066,0.2255,0.0110,0.4905,0.5941,0.7062,0.0006,0.0975,0.0118
492.8765,0.9376,0.1761,0.0049,0.4829,0.5429,0.7874,0.0158,0.0328,0.0308
575.5256,0.5325,0.1865,0.0146,0.4962,0.5697,0.7402,0.0170,0.0439,0.0373
499.7689,0.8333,0.1751,0.0124,0.4942,0.5763,0.5112,0.0039,0.0209,0.0141
536.0122,0.6908,0.2448,0.0132,0.4860,0.5878,0.7356,0.0085,0.0026,0.1441
583.6913,0.7549,0.2680,0.0018,0.4536,0.5894,0.7550,0.0197,0.0813,0.0469
557.5084,0.9967,0.1576,0.0094,0.4805,0.5861,0.6940,0.0080,0.0536,0.0570
521.3266,0.6986,0.2010,0.0029,0.4950,0.5684,0.5386,0.0059,0.0004,0.1055
477.0111,0.8227,0.2575,0.0087,0.4990,0.5987,0.6603,0.0067,0.1460,0.0089
565.0939,0.5356,0.2914,0.0052,0.4460,0.5869,0.6917,0.0059,0.0329,0.0189
575.5495,0.7703,0.1640,0.0060,0.4814,0.5469,0.7370,0.0024,0.0709,0.0592
598.6895,0.5627,0.2600,0.0187,0.4726,0.5835,0.7101,0.0004,0.0528,0.0597
512.7518,0.9020,0.2667,0.0037,0.4857,0.5488,0.6926,0.0017,0.0229,0.1052
465.9831,0.8875,0.1939,0.0058,0.4920,0.4702,0.7748,0.0016,0.0121,0.0016
374.8545,0.8326,0.2098,0.0185,0.4937,0.5947,0.7493,0.0137,0.0112,0.0009
539.8063,0.6132,0.2218,0.0024,0.4970,0.5858,0.5339,0.0107,0.0968,0.0122
515.5855,0.7316,0.2630,0.0078,0.4839,0.5637,0.7746,0.0019,0.0112,0.1375
492.1986,0.5236,0.1688,0.0205,0.4693,0.5965,0.7936,0.0002,0.0292,0.0171
578.3633,0.9506,0.1626,0.0116,0.4865,0.5619,0.7458,0.0015,0.0451,0.0842
586.4262,0.4889,0.2789,0.0028,0.4595,0.5647,0.7482,0.0050,0.0277,0.0598
555.0966,0.8229,0.1534,0.0023,0.4871,0.5696,0.7732,0.0084,0.0654,0.0847
563.3228,0.6149,0.2477,0.0133,0.4979,0.5437,0.7922,0.0089,0.0453,0.0725
533.6346,0.8663,0.2380,0.0046,0.4839,0.5715,0.7472,0.0076,0.0284,0.1523
543.3869,0.9266,0.2391,0.0127,0.4960,0.5384,0.5212,0.0121,0.0212,0.0015
594.5918,0.7985,0.2362,0.0155,0.4944,0.5530,0.7628,0.0021,0.1402,0.0241
571.0581,0.6512,0.2049,0.0015,0.4546,0.5553,0.7796,0.0066,0.0828,0.0737
492.1747,0.7615,0.1817,0.0119,0.4847,0.5579,0.6798,0.0153,0.0023,0.0301
582.8967,0.8463,0.1617,0.0057,0.4753,0.5949,0.5226,0.0182,0.0520,0.0038
559.8504,0.9248,0.2104,0.0244,0.4949,0.5920,0.7902,0.0078,0.1196,0.0237
580.8128,0.6063,0.2283,0.0047,0.4465,0.5588,0.7178,0.0178,0.0373,0.0282
494.5934,0.8583,0.2341,0.0136,0.4648,0.5857,0.7006,0.0190,0.0390,0.0018
578.1037,0.9596,0.2091,0.0033,0.4591,0.5145,0.6607,0.0020,0.0096,0.0616
505.1849,0.8029,0.2641,0.0034,0.4952,0.5931,0.5017,0.0178,0.0043,0.0717
528.6737,0.9837,0.2026,0.0027,0.4850,0.5813,0.7148,0.0148,0.0191,0.1510
589.9860,0.8762,0.1789,0.0108,0.4546,0.5789,0.7443,0.0035,0.1021,0.0235
501.0190,0.8129,0.2403,0.0159,0.4844,0.5760,0.6737,0.0006,0.1067,0.0026
432.1323,0.9526,0.2797,0.0076,0.4580,0.5529,0.7205,0.0008,0.0060,0.0007
571.7279,0.8629,0.2758,0.0062,0.4325,0.5967,0.7031,0.0084,0.0059,0.0858
589.3726,0.7515,0.2947,0.0131,0.4946,0.5965,0.5848,0.0170,0.0532,0.0388
524.1223,0.6873,0.2715,0.0019,0.4641,0.5951,0.6245,0.0057,0.1242,0.0021
468.6373,0.8152,0.2862,0.0047,0.4571,0.5920,0.6777,0.0088,0.0242,0.0329
544.2108,0.7223,0.1924,0.0057,0.4924,0.5755,0.7473,0.0169,0.1549,0.0057
562.5258,0.6252,0.2887,0.0044,0.4746,0.5314,0.7582,0.0070,0.0504,0.0166
565.1790,0.9776,0.2688,0.0038,0.4947,0.5419,0.5652,0.0125,0.0713,0.0210
442.0286,0.6783,0.2550,0.0183,0.4993,0.5789,0.7222,0.0049,0.0441,0.0060
445.5818,0.9605,0.2284,0.0054,0.4685,0.5726,0.5236,0.0037,0.0085,0.0250
548.5298,0.9802,0.2336,0.0013,0.4112,0.5869,0.7980,0.0138,0.0147,0.0552
557.3979,0.7545,0.1813,0.0217,0.4521,0.5843,0.6596,0.0059,0.0236,0.0047
580.0515,0.6939,0.2125,0.0081,0.4743,0.5868,0.6152,0.0004,0.0435,0.1366
566.7222,0.7796,0.2503,0.0014,0.4765,0.5775,0.7172,0.0009,0.1645,0.0652
473.5913,0.6759,0.2190,0.0028,0.4491,0.5940,0.7723,0.0135,0.0338,0.0767
575.4390,0.9699,0.2033,0.0189,0.4512,0.5609,0.6402,0.0039,0.0066,0.0274
546.1833,0.8326,0.2343,0.0050,0.4739,0.5476,0.6581,0.0097,0.0616,0.0357
516.4967,0.6471,0.2279,0.0144,0.4921,0.5833,0.6430,0.0085,0.0118,0.0809
557.7913,0.4859,0.2148,0.0032,0.4943,0.5296,0.7258,0.0104,0.0415,0.0324
581.8609,0.7391,0.2746,0.0016,0.4377,0.5484,0.5993,0.0031,0.0018,0.0455
453.8437,0.9430,0.2921,0.0069,0.4831,0.5928,0.7368,0.0194,0.0490,0.0031
510.8673,0.8985,0.2735,0.0027,0.4706,0.5899,0.6610,0.0151,0.1024,0.0045
587.3053,0.6754,0.1549,0.0076,0.4960,0.5274,0.7792,0.0197,0.0465,0.0016
594.7887,0.8242,0.2335,0.0115,0.4487,0.5756,0.4174,0.0012,0.0045,0.0161
577.2552,0.8371,0.2655,0.0246,0.4800,0.5831,0.5936,0.0024,0.0389,0.0280
587.6730,0.7089,0.2324,0.0058,0.4687,0.5426,0.6314,0.0191,0.0117,0.0381
464.5226,0.9345,0.1859,0.0159,0.4631,0.5796,0.7810,0.0083,0.0196,0.0272
472.7109,0.8004,0.2284,0.0073,0.4236,0.5907,0.6450,0.0113,0.0095,0.0014
509.6643,0.6262,0.1884,0.0084,0.4128,0.5969,0.7835,0.0025,0.0560,0.0263
433.9483,0.9076,0.2171,0.0019,0.4858,0.5907,0.7672,0.0029,0.0395,0.1519
487.6755,0.9561,0.2298,0.0047,0.4983,0.5958,0.5661,0.0023,0.1114,0.0766
566.9884,0.8449,0.2066,0.0088,0.4679,0.5972,0.6743,0.0110,0.0285,0.1279
558.2783,0.7203,0.2041,0.0144,0.4267,0.5690,0.7872,0.0092,0.0011,0.0397
504.8521,0.8591,0.2052,0.0094,0.4937,0.5312,0.7130,0.0033,0.0002,0.0970
597.1230,0.9603,0.1754,0.0197,0.4886,0.5695,0.6259,0.0153,0.0484,0.0013
466.9310,0.6855,0.2234,0.0112,0.4858,0.5518,0.7868,0.0073,0.0563,0.0305
591.4754,0.7800,0.2355,0.0034,0.4059,0.5979,0.7376,0.0044,0.0585,0.0575
569.2490,0.7837,0.2675,0.0080,0.4892,0.5796,0.7022,0.0095,0.1149,0.0505
599.8551,0.9356,0.1592,0.0031,0.4458,0.5841,0.7623,0.0177,0.0125,0.0672
493.8741,0.7165,0.2439,0.0070,0.4589,0.5820,0.7884,0.0182,0.0438,0.0358
520.5355,0.8271,0.1668,0.0104,0.4779,0.5777,0.7283,0.0090,0.0914,0.0036
422.1619,0.8794,0.2603,0.0015,0.4954,0.5670,0.6683,0.0045,0.0154,0.0879
516.9785,0.7770,0.2753,0.0176,0.4987,0.5844,0.7442,0.0131,0.0239,0.0682
578.7027,0.9918,0.2001,0.0073,0.4993,0.5992,0.5476,0.0031,0.1335,0.1061
442.8878,0.7479,0.1731,0.0053,0.4755,0.5649,0.6324,0.0040,0.0409,0.0004
591.6854,0.9185,0.2417,0.0051,0.4883,0.5561,0.7295,0.0000,0.1356,0.0839
593.1811,0.8964,0.2135,0.0302,0.4839,0.5961,0.7026,0.0165,0.0219,0.0432
513.7764,0.7738,0.2007,0.0020,0.4473,0.5723,0.6957,0.0042,0.0529,0.0685
571.6259,0.6951,0.1637,0.0051,0.4649,0.5898,0.5169,0.0076,0.0202,0.0294
561.4758,0.7551,0.2111,0.0014,0.4810,0.5133,0.6248,0.0114,0.0625,0.0005
539.5173,0.7251,0.2321,0.0156,0.4700,0.5981,0.7139,0.0096,0.0330,0.0873
582.5838,0.8885,0.1990,0.0039,0.4803,0.5659,0.7599,0.0172,0.1450,0.0120
561.6232,0.4852,0.1850,0.0206,0.4613,0.5991,0.6836,0.0072,0.0024,0.0027
574.1573,0.9541,0.2957,0.0261,0.4847,0.5901,0.7972,0.0012,0.0314,0.0662
588.2424,0.6213,0.2161,0.0100,0.4874,0.5713,0.7318,0.0014,0.0598,0.1431
589.6672,0.8313,0.1583,0.0081,0.4657,0.5507,0.5363,0.0020,0.0006,0.0217
