Ti,tau,f_B,r_ash,eta_ch,f_tail,eta_drive,f_imp,xi_sync,Pnet_Pbrems
485.4063,0.5476,0.2041,0.0052,0.4645,0.5942,0.7373,0.0082,0.0648,0.0337
559.3717,0.7909,0.2361,0.0087,0.4822,0.5904,0.6420,0.0093,0.1030,0.0615
455.2707,0.5972,0.2355,0.0187,0.4852,0.5762,0.6879,0.0030,0.0074,0.0072
545.7659,0.6939,0.1989,0.0054,0.4789,0.5258,0.7769,0.0051,0.0105,0.1106
594.9978,0.9159,0.2102,0.0060,0.4817,0.5513,0.6616,0.0012,0.0825,0.0946
542.6410,0.5934,0.1895,0.0014,0.4578,0.5914,0.6605,0.0064,0.0867,0.0526
573.7755,0.9370,0.1787,0.0028,0.4981,0.5200,0.5336,0.0153,0.0227,0.0126
502.5538,0.7763,0.2942,0.0029,0.4563,0.5988,0.6289,0.0045,0.0293,0.0595
565.6616,0.7515,0.2420,0.0036,0.4900,0.5317,0.6842,0.0123,0.0006,0.1100
536.6434,0.7159,0.2631,0.0134,0.4927,0.5719,0.6459,0.0091,0.0492,0.0410
557.3706,0.9349,0.1627,0.0172,0.4745,0.5698,0.6274,0.0099,0.0071,0.0098
525.2470,0.6008,0.1737,0.0047,0.4289,0.5975,0.7823,0.0127,0.0006,0.0826
539.0588,0.9915,0.2694,0.0118,0.4568,0.5440,0.6719,0.0053,0.0109,0.0081
584.5022,0.9463,0.2023,0.0283,0.4779,0.5773,0.6056,0.0000,0.0552,0.0126
598.5527,0.6252,0.2475,0.0078,0.4787,0.5997,0.6748,0.0023,0.0080,0.2114
483.6352,0.9937,0.2256,0.0029,0.4932,0.5871,0.7404,0.0068,0.0976,0.1083
466.4862,0.9076,0.1957,0.0115,0.4987,0.5228,0.6639,0.0075,0.0146,0.0075
445.3791,0.7799,0.2154,0.0117,0.4941,0.5481,0.7833,0.0036,0.0785,0.0170
556.7369,0.6830,0.2113,0.0013,0.3983,0.5937,0.7653,0.0059,0.0786,0.0237
515.9512,0.7425,0.2542,0.0027,0.4891,0.5662,0.7468,0.0020,0.1748,0.0190
505.5354,0.7505,0.2350,0.0122,0.4287,0.5990,0.7251,0.0171,0.0050,0.0189
537.3526,0.8590,0.2070,0.0068,0.4905,0.5999,0.5618,0.0086,0.0538,0.1149
564.6128,0.9603,0.2359,0.0170,0.4956,0.5129,0.7759,0.0106,0.0054,0.0366
567.0471,0.6070,0.2162,0.0157,0.4735,0.5643,0.6105,0.0099,0.0228,0.0122
585.6680,0.6314,0.1724,0.0013,0.4805,0.5886,0.5505,0.0012,0.0974,0.0549
573.0663,0.5008,0.2550,0.0030,0.3909,0.5845,0.7975,0.0025,0.0212,0.0258
463.8903,0.7541,0.1732,0.0235,0.4854,0.5745,0.7566,0.0075,0.0030,0.0228
487.1125,0.5901,0.2664,0.0109,0.4981,0.5408,0.7522,0.0055,0.0234,0.0251
582.2675,0.9626,0.2401,0.0011,0.4522,0.5270,0.7263,0.0017,0.0726,0.0334
499.9151,0.6983,0.2704,0.0072,0.4152,0.5855,0.7555,0.0006,0.0143,0.0293
448.8488,0.4554,0.2444,0.0014,0.4989,0.5954,0.7718,0.0047,0.0027,0.0368
567.0714,0.6753,0.1333,0.0041,0.4885,0.5881,0.6128,0.0144,0.0122,0.0143
444.1384,0.9693,0.1483,0.0142,0.4863,0.5668,0.7995,0.0030,0.0225,0.0074
517.4842,0.9819,0.2961,0.0018,0.4781,0.5863,0.6567,0.0139,0.0440,0.0623
548.9483,0.9441,0.2665,0.0117,0.4775,0.5897,0.4252,0.0107,0.0133,0.0237
490.7018,0.8059,0.2089,0.0135,0.4777,0.5944,0.7330,0.0006,0.1299,0.0260
599.2781,0.7552,0.2012,0.0109,0.4720,0.5700,0.7750,0.0167,0.0287,0.0958
501.8627,0.6464,0.2166,0.0060,0.4632,0.5690,0.7467,0.0189,0.0078,0.0604
552.6108,0.5352,0.2247,0.0075,0.4955,0.5754,0.7127,0.0076,0.0773,0.0723
593.4949,0.7278,0.2042,0.0083,0.4093,0.5626,0.6644,0.0020,0.0382,0.0015
561.8931,0.9692,0.1753,0.0014,0.4723,0.5623,0.7477,0.0137,0.0108,0.1163
431.7111,0.6752,0.2235,0.0176,0.4751,0.5917,0.6650,0.0039,0.0193,0.0024
535.5026,0.4983,0.1854,0.0164,0.4854,0.5979,0.7957,0.0149,0.0652,0.0076
571.2674,0.9084,0.1763,0.0098,0.4914,0.5955,0.5198,0.0066,0.0036,0.1288
546.6134,0.7521,0.2747,0.0195,0.4607,0.5871,0.7274,0.0053,0.0398,0.0222
599.2470,0.5610,0.1493,0.0223,0.4878,0.5472,0.7022,0.0013,0.0019,0.0035
576.7386,0.7030,0.2434,0.0090,0.4966,0.5837,0.6821,0.0008,0.0199,0.2081
513.0912,0.9214,0.1587,0.0129,0.4699,0.5819,0.7162,0.0001,0.0739,0.0087
543.5686,0.8136,0.2671,0.0045,0.4665,0.5783,0.7771,0.0120,0.1027,0.0313
590.1335,0.6837,0.2023,0.0064,0.4920,0.5409,0.5002,0.0036,0.0218,0.0459
563.8759,0.7705,0.2193,0.0038,0.4989,0.5901,0.6582,0.0004,0.2174,0.0576
526.3671,0.6435,0.2594,0.0153,0.4832,0.5881,0.7011,0.0078,0.0748,0.0219
535.4719,0.7855,0.1651,0.0034,0.4706,0.5585,0.6810,0.0095,0.0548,0.0284
556.0600,0.8295,0.2654,0.0057,0.4965,0.5602,0.7173,0.0090,0.0015,0.1598
572.2205,0.9043,0.2145,0.0122,0.4524,0.5825,0.7815,0.0142,0.0499,0.0479
538.6110,0.9680,0.2221,0.0013,0.4825,0.5773,0.6777,0.0030,0.1287,0.0898
519.6603,0.5377,0.1776,0.0074,0.4910,0.5602,0.7825,0.0184,0.0435,0.0249
554.6026,0.7927,0.2276,0.0068,0.3902,0.5832,0.6304,0.0001,0.0037,0.0171
549.6209,0.9420,0.1831,0.0230,0.4731,0.5880,0.7687,0.0197,0.0323,0.0002
447.5538,0.7136,0.2313,0.0086,0.4704,0.5664,0.6439,0.0079,0.0033,0.0234
554.2335,0.6888,0.2247,0.0033,0.4529,0.5592,0.7386,0.0160,0.0694,0.0237
481.3682,0.8401,0.2094,0.0053,0.4701,0.5742,0.6244,0.0023,0.0228,0.0874
583.4351,0.8033,0.1934,0.0138,0.4731,0.5489,0.7882,0.0102,0.0120,0.0807
595.3917,0.9396,0.2890,0.0072,0.4540,0.5690,0.6869,0.0083,0.0410,0.0426
577.8512,0.6998,0.1945,0.0220,0.4845,0.5781,0.5115,0.0095,0.0001,0.0053
568.3974,0.9120,0.2575,0.0212,0.4958,0.5977,0.7364,0.0031,0.0234,0.1522
581.3443,0.6154,0.2112,0.0282,0.4567,0.5915,0.7483,0.0091,0.0131,0.0343
543.7710,0.7486,0.2256,0.0079,0.4642,0.5883,0.5290,0.0043,0.0575,0.0358
542.1648,0.5731,0.2672,0.0125,0.4775,0.5620,0.6899,0.0043,0.0532,0.0047
558.9406,0.8117,0.2826,0.0044,0.4532,0.5611,0.7065,0.0013,0.0601,0.0397
555.4148,0.8277,0.1842,0.0188,0.4852,0.5546,0.5389,0.0000,0.0207,0.0112
492.5432,0.7693,0.1959,0.0331,0.4792,0.5905,0.7727,0.0066,0.0247,0.0064
552.2611,0.8866,0.2062,0.0024,0.4558,0.5949,0.6493,0.0081,0.1635,0.0006
571.9412,0.8256,0.1690,0.0012,0.4797,0.5050,0.6329,0.0148,0.0056,0.0055
583.4594,0.4778,0.1571,0.0068,0.4886,0.5717,0.6890,0.0053,0.0224,0.0408
462.5640,0.9579,0.3000,0.0033,0.4986,0.5801,0.5940,0.0150,0.0317,0.0245
592.5369,0.6858,0.2513,0.0180,0.4954,0.5431,0.6933,0.0074,0.0027,0.0817
582.0347,0.9748,0.2154,0.0052,0.4645,0.5493,0.4937,0.0061,0.0383,0.0317
563.2890,0.8592,0.1913,0.0067,0.4961,0.5513,0.6170,0.0179,0.0856,0.0023
463.6162,0.6698,0.1764,0.0011,0.4584,0.5977,0.7469,0.0041,0.1140,0.0324
551.2596,0.6014,0.2084,0.0129,0.4719,0.5859,0.5895,0.0033,0.0021,0.0766
429.9895,0.7800,0.1995,0.0124,0.4886,0.5953,0.7124,0.0128,0.0447,0.0320
597.9746,0.7328,0.1849,0.0095,0.4951,0.5902,0.6522,0.0123,0.1040,0.0725
522.6066,0.8003,0.1930,0.0055,0.4630,0.5849,0.5573,0.0011,0.0374,0.0702
420.5499,0.8564,0.2097,0.0139,0.4687,0.5675,0.7304,0.0115,0.0078,0.0027
584.3961,0.8190,0.2187,0.0047,0.4967,0.5260,0.7676,0.0133,0.0089,0.1304
559.1845,0.9741,0.1980,0.0026,0.4333,0.5912,0.7608,0.0032,0.1326,0.0219
554.8401,0.9825,0.2497,0.0025,0.4728,0.5375,0.5866,0.0044,0.0767,0.0177
598.3105,0.4419,0.2719,0.0017,0.4339,0.5995,0.7903,0.0052,0.0376,0.0579
545.1896,0.6299,0.2610,0.0058,0.4954,0.5353,0.7993,0.0151,0.1015,0.0004
406.8252,0.7227,0.2433,0.0075,0.4801,0.5894,0.7448,0.0094,0.0544,0.0132
559.7293,0.5493,0.2989,0.0086,0.4970,0.5996,0.6216,0.0193,0.0114,0.0337
456.4108,0.9419,0.1562,0.0113,0.4904,0.5913,0.7786,0.0090,0.0019,0.0815
556.3764,0.8393,0.2292,0.0035,0.4773,0.5200,0.5126,0.0031,0.0328,0.0086
541.4038,0.6607,0.2518,0.0036,0.4433,0.5986,0.6500,0.0164,0.0277,0.0508
578.1066,0.7686,0.2599,0.0114,0.4735,0.5923,0.5594,0.0051,0.0947,0.0255
479.7331,0.8044,0.1654,0.0018,0.4910,0.5522,0.7435,0.0009,0.0189,0.1233
471.2599,0.6183,0.2586,0.0138,0.4940,0.5782,0.7634,0.0014,0.0015,0.1008
580.6517,0.7239,0.1694,0.0128,0.3993,0.5964,0.7887,0.0087,0.0208,0.0004
589.9821,0.6743,0.2844,0.0028,0.4721,0.5318,0.7375,0.0093,0.0186,0.0645
537.5465,0.6759,0.1846,0.0129,0.4065,0.5992,0.6807,0.0038,0.0131,0.0128
408.5247,0.7650,0.1806,0.0025,0.4512,0.5497,0.7294,0.0067,0.0126,0.0063
569.2459,0.9412,0.2168,0.0069,0.4434,0.5330,0.7719,0.0027,0.0691,0.0007
505.7810,0.9171,0.1949,0.0061,0.4693,0.5998,0.6072,0.0105,0.0405,0.0773
596.2942,0.9035,0.1857,0.0178,0.4817,0.5131,0.7549,0.0085,0.0140,0.0085
452.2834,0.8700,0.1822,0.0036,0.4841,0.5873,0.7887,0.0147,0.1080,0.0237
558.0381,0.6895,0.1910,0.0205,0.4822,0.5052,0.7978,0.0016,0.0308,0.0019
564.4447,0.5235,0.2312,0.0048,0.3996,0.5983,0.7168,0.0019,0.0246,0.0414
465.3157,0.8022,0.2387,0.0083,0.4853,0.5424,0.7310,0.0020,0.0819,0.0066
523.2160,0.9197,0.2771,0.0150,0.4571,0.5807,0.6529,0.0018,0.0328,0.0190
517.6714,0.8152,0.2580,0.0079,0.4374,0.5855,0.7736,0.0185,0.0039,0.0372
573.1299,0.9390,0.2592,0.0159,0.4869,0.5150,0.7228,0.0138,0.0042,0.0045
500.1674,0.8814,0.2459,0.0010,0.4994,0.5862,0.6395,0.0070,0.0503,0.1537
592.0795,0.7498,0.1457,0.0048,0.4716,0.5882,0.6661,0.0065,0.0059,0.1035
582.6998,0.5859,0.2397,0.0168,0.4824,0.5583,0.6538,0.0057,0.0239,0.0448
541.1376,0.9448,0.2100,0.0085,0.4971,0.5798,0.7240,0.0068,0.1542,0.0472
442.9348,0.9272,0.2645,0.0056,0.4845,0.5970,0.6958,0.0075,0.0988,0.0231
480.0734,0.7608,0.2032,0.0048,0.4958,0.5774,0.5374,0.0049,0.0840,0.0089
569.6428,0.9734,0.1705,0.0082,0.4708,0.5492,0.6387,0.0033,0.0243,0.0516
520.7904,0.6676,0.2553,0.0105,0.4997,0.5470,0.6669,0.0026,0.0695,0.0287
570.2068,0.9543,0.1953,0.0162,0.4669,0.5424,0.7513,0.0008,0.0649,0.0105
577.4806,0.6384,0.1813,0.0083,0.4821,0.5755,0.6909,0.0108,0.0921,0.0420
545.5870,0.7063,0.2879,0.0014,0.4989,0.5505,0.4511,0.0020,0.0255,0.0138
572.0644,0.7945,0.2426,0.0042,0.4920,0.5961,0.6061,0.0040,0.2234,0.0136
540.3556,0.5282,0.2045,0.0067,0.4498,0.5692,0.8000,0.0021,0.0115,0.1107
511.1545,0.5770,0.2356,0.0172,0.4764,0.5979,0.7502,0.0066,0.0666,0.0298
593.6853,0.8947,0.2267,0.0022,0.4896,0.5623,0.7970,0.0054,0.0075,0.2411
529.5253,0.7081,0.1965,0.0142,0.5000,0.5946,0.6885,0.0177,0.1145,0.0062
590.8374,0.8183,0.1889,0.0253,0.4676,0.5970,0.7708,0.0090,0.0456,0.0466
580.3284,0.8423,0.2776,0.0109,0.4982,0.5896,0.4784,0.0078,0.0047,0.1113
599.4651,0.9220,0.2256,0.0047,0.4269,0.5702,0.6590,0.0107,0.0730,0.0003
560.7569,0.6820,0.2204,0.0116,0.4899,0.5702,0.7541,0.0048,0.0280,0.1511
495.4997,0.7457,0.2280,0.0034,0.4577,0.5765,0.7368,0.0136,0.0946,0.0086
521.3596,0.5800,0.2404,0.0025,0.4564,0.5828,0.7051,0.0155,0.0020,0.0800
597.1636,0.5155,0.2636,0.0126,0.4868,0.5775,0.7855,0.0068,0.0831,0.0581
574.0369,0.9464,0.2767,0.0064,0.4792,0.5604,0.7041,0.0119,0.0166,0.0959
479.0112,0.6990,0.2627,0.0149,0.4838,0.5935,0.5832,0.0005,0.0274,0.0282
585.3088,0.5990,0.2964,0.0016,0.4901,0.5168,0.6198,0.0076,0.0302,0.0012
588.7773,0.9652,0.2275,0.0090,0.4707,0.5954,0.5105,0.0149,0.0146,0.1015
555.9482,0.8689,0.1473,0.0154,0.4976,0.5906,0.7391,0.0042,0.0823,0.0307
552.5271,0.8213,0.2870,0.0098,0.4788,0.5838,0.7237,0.0176,0.0370,0.0510
586.3383,0.7887,0.2241,0.0019,0.4992,0.5786,0.4567,0.0139,0.0263,0.1059
577.6384,0.7146,0.2775,0.0080,0.4259,0.5988,0.6686,0.0070,0.0518,0.0160
582.8397,0.8508,0.2585,0.0151,0.4686,0.5723,0.7891,0.0127,0.0616,0.0329
561.3399,0.5568,0.2452,0.0072,0.4808,0.5392,0.7170,0.0027,0.0907,0.0108
553.1539,0.9981,0.2895,0.0011,0.4889,0.5982,0.7435,0.0185,0.0065,0.1771
531.5767,0.6923,0.1400,0.0049,0.4778,0.5961,0.7798,0.0180,0.0497,0.0284
568.3511,0.9138,0.2147,0.0112,0.4999,0.5552,0.4371,0.0159,0.0092,0.0162
493.7592,0.6473,0.1634,0.0020,0.4854,0.5957,0.7176,0.0063,0.1349,0.0236
513.6030,0.7897,0.2606,0.0140,0.4981,0.5660,0.7288,0.0059,0.1154,0.0021
572.9537,0.7747,0.2842,0.0104,0.4887,0.5435,0.7787,0.0117,0.0236,0.0609
477.9176,0.8691,0.2670,0.0205,0.4860,0.5766,0.6340,0.0009,0.0157,0.0272
496.5827,0.9206,0.2236,0.0073,0.4477,0.5910,0.7461,0.0125,0.0875,0.0011
531.6079,0.6239,0.2096,0.0148,0.4941,0.5577,0.6974,0.0025,0.0603,0.0490
557.8880,0.8531,0.2155,0.0062,0.4798,0.5845,0.7131,0.0038,0.0163,0.1955
567.1507,0.6103,0.2324,0.0041,0.4262,0.5272,0.7834,0.0004,0.0400,0.0257
576.4322,0.4591,0.1765,0.0032,0.4878,0.5919,0.7763,0.0106,0.0991,0.0506
544.9329,0.8835,0.2887,0.0101,0.4688,0.5649,0.5317,0.0019,0.0184,0.0213
596.1519,0.7171,0.2249,0.0093,0.4802,0.5455,0.6858,0.0057,0.0332,0.0971
542.2412,0.7654,0.2103,0.0029,0.4725,0.5941,0.7432,0.0071,0.1799,0.0383
521.4995,0.8458,0.2588,0.0065,0.4702,0.5615,0.5503,0.0035,0.0390,0.0247
570.3174,0.8024,0.1716,0.0027,0.4969,0.5636,0.5941,0.0031,0.0173,0.1446
547.7815,0.6381,0.2679,0.0160,0.4881,0.5962,0.5985,0.0048,0.0373,0.0526
588.0093,0.8883,0.2206,0.0337,0.4647,0.5912,0.6169,0.0087,0.0083,0.0050
464.2563,0.9736,0.2441,0.0031,0.4826,0.5586,0.7518,0.0016,0.1124,0.0270
590.9480,0.9274,0.1496,0.0120,0.4962,0.5714,0.5511,0.0074,0.0363,0.0185
558.8643,0.6144,0.1949,0.0072,0.4636,0.5951,0.7793,0.0098,0.1590,0.0136
501.7535,0.7218,0.1952,0.0076,0.4357,0.5594,0.7670,0.0053,0.0007,0.0610
388.0823,0.8064,0.1993,0.0062,0.4533,0.5738,0.7808,0.0026,0.0018,0.0541
593.8269,0.6296,0.2100,0.0066,0.4446,0.5840,0.6462,0.0137,0.0453,0.0441
530.7569,0.6164,0.2038,0.0059,0.4705,0.5172,0.7334,0.0006,0.0736,0.0088
410.2964,0.6912,0.2306,0.0168,0.4956,0.5928,0.7675,0.0087,0.0568,0.0027
560.4979,0.8674,0.1981,0.0154,0.4877,0.4903,0.6850,0.0019,0.0003,0.0087
540.2689,0.9632,0.1838,0.0023,0.4987,0.5595,0.6451,0.0189,0.0483,0.0701
581.5774,0.8217,0.2179,0.0143,0.4885,0.5899,0.5659,0.0068,0.0924,0.0503
486.7614,0.8340,0.2004,0.0043,0.4862,0.5646,0.7214,0.0157,0.1027,0.0071
540.0096,0.8484,0.1889,0.0046,0.4364,0.5828,0.7865,0.0048,0.0201,0.1054
570.3838,0.7688,0.2191,0.0109,0.4618,0.5163,0.6953,0.0037,0.0386,0.0024
593.4323,0.7301,0.1877,0.0245,0.4879,0.5294,0.7123,0.0076,0.0211,0.0006
508.1651,0.7382,0.1941,0.0116,0.4984,0.5830,0.6257,0.0107,0.0662,0.0398
460.7781,0.5678,0.2147,0.0105,0.4777,0.5729,0.7408,0.0005,0.0367,0.0409
575.6946,0.9417,0.2542,0.0063,0.4942,0.5778,0.6735,0.0060,0.0877,0.1237
589.9039,0.8323,0.1924,0.0022,0.4824,0.4727,0.7056,0.0001,0.0446,0.0182
555.2381,0.6631,0.2224,0.0072,0.4903,0.5368,0.4702,0.0029,0.0071,0.0009
542.0849,0.8308,0.2466,0.0073,0.4640,0.5842,0.5672,0.0173,0.0159,0.0444
592.8230,0.8501,0.2922,0.0079,0.4977,0.5174,0.7454,0.0096,0.0257,0.0461
477.3039,0.9823,0.1612,0.0089,0.4766,0.5671,0.7237,0.0005,0.0119,0.0653
557.6533,0.8042,0.2488,0.0092,0.4951,0.5544,0.6305,0.0042,0.1072,0.0276
459.3166,0.7684,0.1547,0.0057,0.4775,0.5749,0.7042,0.0099,0.0323,0.0181
568.6774,0.7263,0.2818,0.0052,0.4974,0.4940,0.7728,0.0002,0.0051,0.0802
409.6974,0.9000,0.2395,0.0034,0.4895,0.5731,0.7224,0.0092,0.0614,0.0337
519.7933,0.9755,0.1961,0.0123,0.4423,0.5705,0.6599,0.0000,0.0069,0.0463
599.1128,0.9117,0.1885,0.0012,0.4745,0.5760,0.5806,0.0113,0.0782,0.0807
572.1424,0.6419,0.2368,0.0074,0.4972,0.5618,0.6629,0.0074,0.0123,0.1460
500.8731,0.7532,0.1897,0.0032,0.4415,0.5627,0.6404,0.0095,0.0238,0.0144
524.4058,0.7046,0.2211,0.0137,0.4837,0.5417,0.6578,0.0043,0.0437,0.0171
429.3798,0.9521,0.2051,0.0054,0.4791,0.5789,0.7548,0.0133,0.0704,0.0205
554.0936,0.4307,0.2119,0.0042,0.4979,0.5695,0.6433,0.0031,0.0325,0.0012
493.6092,0.9410,0.1932,0.0276,0.4887,0.5757,0.6945,0.0074,0.0177,0.0081
460.1972,0.7852,0.2922,0.0074,0.4691,0.5949,0.6388,0.0161,0.0012,0.0115
590.1592,0.8603,0.2472,0.0235,0.4742,0.5579,0.7739,0.0065,0.0284,0.0392
540.4156,0.7581,0.2588,0.0283,0.4999,0.5875,0.5399,0.0000,0.0339,0.0135
507.6769,0.6086,0.2405,0.0085,0.4914,0.5848,0.7578,0.0053,0.0455,0.1194
594.3357,0.7596,0.2876,0.0035,0.4514,0.5857,0.7959,0.0078,0.0668,0.0792
576.7199,0.8791,0.1946,0.0133,0.4832,0.5930,0.4713,0.0091,0.0306,0.0517
522.4977,0.9508,0.1693,0.0163,0.4930,0.5832,0.7730,0.0026,0.0445,0.0871
548.9428,0.5247,0.1601,0.0015,0.4790,0.5476,0.7587,0.0038,0.0288,0.0791
571.2315,0.7324,0.2565,0.0140,0.4741,0.5814,0.7465,0.0033,0.0117,0.1372
551.3377,0.8681,0.2269,0.0084,0.4542,0.5447,0.7286,0.0151,0.0389,0.0019
586.6818,0.5495,0.2138,0.0163,0.4713,0.5741,0.7773,0.0051,0.1042,0.0221
512.4062,0.9111,0.2516,0.0287,0.4802,0.5775,0.7872,0.0102,0.0087,0.0194
482.4820,0.6623,0.2109,0.0123,0.4995,0.5891,0.6085,0.0013,0.0111,0.0977
563.1490,0.5994,0.1823,0.0023,0.4471,0.5931,0.7631,0.0012,0.1242,0.0681
584.5393,0.9836,0.1957,0.0224,0.4945,0.5638,0.6790,0.0112,0.0190,0.0614
537.9572,0.7970,0.2295,0.0096,0.4852,0.5941,0.7895,0.0032,0.1405,0.0850
599.2522,0.9311,0.2461,0.0183,0.4854,0.5910,0.5015,0.0132,0.0216,0.0657
574.6602,0.7294,0.2214,0.0054,0.4550,0.5995,0.7013,0.0144,0.0569,0.0967
566.5350,0.8713,0.2775,0.0047,0.4632,0.5798,0.5468,0.0180,0.0415,0.0123
525.2026,0.7108,0.1918,0.0048,0.4916,0.5335,0.6158,0.0025,0.0480,0.0431
548.9190,0.7682,0.1903,0.0191,0.4948,0.5716,0.7141,0.0192,0.0018,0.0624
446.8620,0.8870,0.2359,0.0031,0.4995,0.5500,0.5732,0.0082,0.0290,0.0319
413.6406,0.7294,0.1861,0.0072,0.4317,0.5937,0.7968,0.0028,0.0462,0.0168
443.5745,0.9972,0.2144,0.0011,0.4651,0.5353,0.7007,0.0043,0.0266,0.0272
534.2030,0.8208,0.1820,0.0059,0.4572,0.5481,0.7520,0.0051,0.0452,0.0431
585.3906,0.7123,0.2057,0.0076,0.4893,0.5495,0.7073,0.0163,0.1146,0.0056
573.4933,0.7779,0.2964,0.0346,0.4830,0.5734,0.6857,0.0002,0.0009,0.0029
570.0534,0.5536,0.2222,0.0083,0.4194,0.5875,0.6619,0.0133,0.0007,0.0186
587.5332,0.4435,0.2199,0.0014,0.4822,0.5881,0.7510,0.0025,0.0481,0.1375
505.0011,0.6726,0.2132,0.0165,0.4994,0.5602,0.7962,0.0012,0.0276,0.1163
381.8503,0.9720,0.1975,0.0018,0.4948,0.5936,0.6163,0.0114,0.0174,0.0525
548.0676,0.8359,0.1808,0.0048,0.4902,0.5886,0.6877,0.0132,0.1318,0.0403
596.9900,0.5202,0.1978,0.0245,0.4438,0.5593,0.7562,0.0032,0.0114,0.0006
595.9117,0.6918,0.2362,0.0026,0.4247,0.5283,0.6791,0.0033,0.0081,0.0359
514.4511,0.9472,0.2040,0.0087,0.4578,0.5871,0.7715,0.0044,0.0646,0.0732
537.0509,0.8976,0.2351,0.0196,0.4996,0.5837,0.7533,0.0093,0.0072,0.1320
566.9103,0.5809,0.2291,0.0109,0.4817,0.5491,0.7706,0.0080,0.0665,0.0495
591.0107,0.7481,0.2411,0.0117,0.4793,0.5398,0.7377,0.0011,0.1239,0.0062
595.9977,0.7261,0.2068,0.0358,0.4857,0.5791,0.7802,0.0174,0.0102,0.0161
564.0317,0.9871,0.1620,0.0056,0.4593,0.5443,0.6774,0.0118,0.0013,0.0216
504.9701,0.6097,0.1363,0.0033,0.4841,0.5999,0.6765,0.0157,0.0170,0.0081
400.8670,0.8272,0.2475,0.0068,0.4740,0.5917,0.5839,0.0060,0.0078,0.0098
521.6464,0.6533,0.1598,0.0067,0.4917,0.5927,0.7388,0.0099,0.1031,0.0406
597.0142,0.7635,0.1517,0.0083,0.4597,0.5990,0.7205,0.0186,0.0195,0.0515
558.6757,0.8499,0.2317,0.0264,0.4860,0.5558,0.7451,0.0131,0.0293,0.0027
570.3799,0.9592,0.2621,0.0029,0.4787,0.5944,0.7806,0.0091,0.1407,0.0875
565.9397,0.6683,0.2137,0.0021,0.4392,0.5809,0.5585,0.0101,0.0027,0.0639
490.5650,0.7759,0.2374,0.0129,0.4697,0.5794,0.6510,0.0013,0.0810,0.0071
599.9644,0.7828,0.1824,0.0157,0.4790,0.5862,0.6069,0.0161,0.0601,0.0145
502.3924,0.6870,0.1994,0.0013,0.4759,0.5149,0.7542,0.0030,0.0308,0.0710
469.7821,0.8606,0.2282,0.0057,0.4837,0.5685,0.6804,0.0063,0.0492,0.0687
599.5998,0.5331,0.2153,0.0092,0.4671,0.5159,0.7981,0.0001,0.0048,0.0979
520.7093,0.6444,0.2229,0.0042,0.4995,0.5211,0.6924,0.0113,0.0789,0.0024
431.5742,0.7368,0.2189,0.0090,0.4840,0.5764,0.7156,0.0032,0.0700,0.0289
582.4439,0.6247,0.1903,0.0049,0.4629,0.5804,0.6208,0.0044,0.1069,0.0272
551.2458,0.9161,0.1730,0.0036,0.4991,0.5866,0.7097,0.0016,0.2292,0.0110
535.2008,0.5582,0.1983,0.0101,0.4930,0.5819,0.5888,0.0131,0.0333,0.0065
597.9919,0.9350,0.2165,0.0133,0.4922,0.5662,0.7052,0.0079,0.1547,0.0118
546.9160,0.7912,0.2955,0.0070,0.4669,0.5711,0.6531,0.0072,0.0120,0.0569
594.1688,0.9953,0.2337,0.0063,0.4586,0.5906,0.3154,0.0002,0.0303,0.0272
599.9881,0.5011,0.1681,0.0041,0.4945,0.5622,0.6203,0.0006,0.0496,0.0528
576.5460,0.6653,0.2642,0.0176,0.4896,0.6000,0.6392,0.0015,0.0694,0.0815
474.7091,0.9784,0.2792,0.0014,0.4849,0.5549,0.7733,0.0109,0.0404,0.0531
513.6676,0.9719,0.1614,0.0138,0.4775,0.5979,0.6654,0.0019,0.0243,0.0729
593.2161,0.6160,0.1749,0.0021,0.4317,0.5704,0.7577,0.0153,0.0215,0.0614
578.9715,0.9164,0.2706,0.0098,0.4677,0.5633,0.6179,0.0029,0.0322,0.0667
484.1556,0.7291,0.2532,0.0245,0.4641,0.5886,0.7944,0.0146,0.0033,0.0048
526.9443,0.5937,0.2484,0.0113,0.4756,0.5721,0.6190,0.0097,0.0235,0.0107
517.2645,0.9408,0.2681,0.0091,0.4926,0.5051,0.7025,0.0102,0.0047,0.0045
583.9275,0.9453,0.2127,0.0067,0.4328,0.5647,0.7121,0.0154,0.0084,0.0422
476.4152,0.8484,0.2169,0.0079,0.4580,0.5771,0.6949,0.0126,0.0080,0.0534
411.1479,0.9131,0.2245,0.0071,0.4884,0.5825,0.7957,0.0039,0.0768,0.0574
566.0960,0.9524,0.2481,0.0101,0.4934,0.5938,0.7656,0.0005,0.1762,0.0775
545.1066,0.6588,0.2328,0.0120,0.4957,0.5641,0.5747,0.0088,0.0546,0.0166
549.2420,0.8064,0.2336,0.0095,0.4334,0.5725,0.6849,0.0148,0.0264,0.0033
554.9857,0.9338,0.1766,0.0135,0.4533,0.5987,0.5576,0.0055,0.0166,0.0421
580.6710,0.8742,0.2078,0.0026,0.4955,0.5718,0.6020,0.0007,0.0740,0.1627
549.0950,0.7749,0.2083,0.0288,0.4926,0.5374,0.7745,0.0058,0.0290,0.0042
592.1571,0.9096,0.2945,0.0025,0.4111,0.5588,0.7445,0.0019,0.0179,0.0112
