Ti,tau,f_B,r_ash,eta_ch,f_tail,eta_drive,f_imp,xi_sync,Pnet_Pbrems
584.5150,0.3027,0.1539,0.0108,0.4791,0.5866,0.7938,0.0058,0.0108,0.0500
527.7427,0.3186,0.1410,0.0021,0.4925,0.5336,0.7925,0.0066,0.0058,0.0397
