Ti,tau,f_B,r_ash,eta_ch,f_tail,eta_drive,f_imp,xi_sync,Pnet_Pbrems
477.0217,0.5192,0.2155,0.0355,0.4351,0.5414,0.7936,0.0014,0.0127,0.0143
376.9270,0.3656,0.1467,0.0097,0.4333,0.5832,0.7999,0.0157,0.0799,0.1517
534.3871,0.4251,0.1841,0.0045,0.4805,0.5312,0.7969,0.0093,0.2373,0.0425
479.0285,0.3539,0.1076,0.0108,0.0995,0.1873,0.7395,0.0109,0.0270,0.0241
379.3584,0.3421,0.2015,0.0347,0.0919,0.5117,0.6314,0.0006,0.0141,0.0121
526.3242,0.3130,0.1667,0.0214,0.2240,0.4531,0.7855,0.0003,0.0643,0.0807
363.9445,0.3559,0.1754,0.0141,0.0159,0.2550,0.7098,0.0033,0.0128,0.0757
597.4399,0.3019,0.1414,0.0449,0.3258,0.5910,0.6993,0.0012,0.0883,0.0027
568.1445,0.3003,0.2975,0.0062,0.3899,0.5038,0.7783,0.0029,0.0337,0.0862
403.9201,0.4766,0.2552,0.0014,0.3820,0.5789,0.7349,0.0064,0.0522,0.0163
435.7157,0.3969,0.2855,0.0077,0.4698,0.5201,0.7645,0.0050,0.0344,0.0570
485.6827,0.3357,0.1099,0.0250,0.4078,0.3843,0.7898,0.0085,0.0018,0.0946
368.7170,0.3294,0.1827,0.0031,0.4573,0.5736,0.6946,0.0162,0.0334,0.0033
542.1648,0.5731,0.2672,0.0125,0.4775,0.5620,0.6899,0.0043,0.0532,0.0844
318.8732,0.4002,0.1237,0.0174,0.3953,0.4533,0.7318,0.0177,0.0007,0.0273
443.0309,0.3329,0.1535,0.0107,0.0304,0.5508,0.6407,0.0072,0.0615,0.0531
519.6841,0.7812,0.1729,0.0250,0.4746,0.5996,0.6942,0.0035,0.0704,0.0139
377.1432,0.4060,0.0932,0.0065,0.3027,0.5261,0.6537,0.0063,0.0033,0.0263
512.8942,0.4625,0.1589,0.0048,0.4585,0.5663,0.7507,0.0135,0.0818,0.1252
535.8561,0.3350,0.1744,0.0026,0.4304,0.3165,0.7241,0.0043,0.0122,0.0982
354.1371,0.3766,0.1831,0.0083,0.3261,0.3916,0.7697,0.0022,0.0636,0.0683
383.8014,0.3264,0.2291,0.0034,0.1990,0.5609,0.7818,0.0060,0.0514,0.0673
579.9579,0.4303,0.2966,0.0241,0.4722,0.5944,0.7982,0.0113,0.0873,0.0442
558.9406,0.8117,0.2826,0.0044,0.4532,0.5611,0.7065,0.0013,0.0601,0.0531
520.5880,0.3286,0.1527,0.0119,0.1224,0.2880,0.7822,0.0199,0.0064,0.0190
444.7513,0.3778,0.1632,0.0101,0.3158,0.3801,0.6668,0.0050,0.0203,0.0087
396.6525,0.3413,0.2074,0.0128,0.2638,0.5480,0.7247,0.0104,0.0433,0.0699
389.7814,0.3888,0.1068,0.0097,0.2344,0.5154,0.6024,0.0119,0.0162,0.0077
578.4862,0.3647,0.2060,0.0479,0.4923,0.5558,0.7589,0.0053,0.0510,0.0705
484.9202,0.5246,0.2506,0.0095,0.4749,0.5571,0.6143,0.0011,0.0981,0.0045
417.8549,0.4524,0.1466,0.0159,0.4600,0.4843,0.7768,0.0098,0.0212,0.0643
494.2427,0.3068,0.1835,0.0228,0.3756,0.5676,0.7796,0.0152,0.1837,0.0209
394.9459,0.3536,0.1589,0.0073,0.0339,0.4630,0.4487,0.0131,0.0348,0.0702
382.2251,0.3707,0.2206,0.0043,0.3980,0.3546,0.7434,0.0063,0.0173,0.0363
335.0193,0.3932,0.1417,0.0203,0.0793,0.4642,0.7742,0.0033,0.0184,0.1031
554.2029,0.6259,0.1258,0.0177,0.4679,0.5986,0.7342,0.0009,0.0400,0.0418
300.7218,0.4592,0.0751,0.0027,0.0233,0.4057,0.5109,0.0032,0.0335,0.0353
397.4058,0.3904,0.1797,0.0148,0.4829,0.5819,0.7623,0.0131,0.1844,0.0051
528.0112,0.3569,0.1580,0.0239,0.4308,0.5324,0.7632,0.0019,0.0234,0.1695
507.6519,0.4604,0.2090,0.0088,0.4938,0.4046,0.7887,0.0042,0.0177,0.0715
327.2444,0.4159,0.1338,0.0023,0.2627,0.2884,0.7128,0.0019,0.0598,0.0378
446.3584,0.3341,0.1282,0.0376,0.3272,0.5090,0.7349,0.0174,0.0334,0.0166
580.1809,0.3475,0.2256,0.0151,0.3572,0.5069,0.6553,0.0006,0.0146,0.0519
542.4778,0.3056,0.1448,0.0184,0.2818,0.4639,0.7206,0.0160,0.0677,0.0499
555.4148,0.8277,0.1842,0.0188,0.4852,0.5546,0.5389,0.0000,0.0207,0.0256
493.1833,0.4215,0.2193,0.0019,0.3438,0.5937,0.6755,0.0176,0.0435,0.0364
389.5582,0.3839,0.1647,0.0065,0.1233,0.5882,0.7066,0.0001,0.0881,0.0395
432.7140,0.3731,0.1433,0.0293,0.4597,0.4561,0.7470,0.0009,0.0641,0.0341
311.7516,0.4460,0.1415,0.0074,0.3134,0.5437,0.7285,0.0015,0.0703,0.0196
571.6145,0.3322,0.1505,0.0163,0.4895,0.2840,0.7475,0.0015,0.0317,0.0320
454.3527,0.3896,0.1463,0.0032,0.1941,0.4077,0.7329,0.0054,0.0449,0.0169
511.5054,0.3040,0.1518,0.0013,0.3963,0.5740,0.6426,0.0076,0.1475,0.0666
380.0701,0.3787,0.0925,0.0028,0.3650,0.4873,0.7935,0.0122,0.0690,0.0138
552.9033,0.3150,0.1151,0.0283,0.0598,0.4693,0.6038,0.0083,0.0004,0.0211
568.5410,0.3133,0.2269,0.0132,0.3136,0.5991,0.7837,0.0089,0.1152,0.0685
456.0032,0.3524,0.1046,0.0024,0.0199,0.5704,0.3221,0.0096,0.0635,0.0195
529.2370,0.6412,0.1784,0.0038,0.4710,0.5893,0.4928,0.0013,0.0553,0.0557
492.5432,0.7693,0.1959,0.0331,0.4792,0.5905,0.7727,0.0066,0.0247,0.0329
412.9069,0.3376,0.1436,0.0420,0.1948,0.5670,0.7012,0.0039,0.0035,0.0293
482.3198,0.3268,0.1645,0.0181,0.3589,0.4139,0.7874,0.0045,0.1493,0.0252
532.7148,0.3194,0.2734,0.0139,0.4402,0.5968,0.6924,0.0001,0.0162,0.1668
360.6858,0.3677,0.2377,0.0015,0.3789,0.4213,0.7751,0.0062,0.0852,0.0025
293.3764,0.4671,0.1336,0.0139,0.0285,0.2116,0.7899,0.0026,0.0085,0.0161
547.8046,0.3101,0.1582,0.0106,0.1650,0.3581,0.6839,0.0026,0.0466,0.0505
589.5261,0.3075,0.1063,0.0250,0.2718,0.5754,0.5816,0.0013,0.0214,0.0024
385.0480,0.3502,0.2458,0.0109,0.3827,0.5556,0.6919,0.0034,0.0718,0.0054
334.4194,0.4137,0.1084,0.0145,0.0639,0.5084,0.7247,0.0064,0.0707,0.0399
545.5226,0.3780,0.1374,0.0090,0.2919,0.4590,0.7878,0.0014,0.0933,0.0038
399.5699,0.3126,0.2444,0.0070,0.2798,0.3774,0.7743,0.0199,0.0270,0.0055
492.2264,0.3688,0.1790,0.0055,0.4981,0.4651,0.6145,0.0002,0.0938,0.0229
560.1149,0.3281,0.1349,0.0020,0.4251,0.5080,0.6822,0.0155,0.1191,0.0651
411.6682,0.5045,0.1687,0.0064,0.4329,0.5598,0.7570,0.0138,0.1003,0.0165
484.4360,0.3628,0.1150,0.0138,0.2320,0.3876,0.6845,0.0008,0.0274,0.0219
312.3261,0.4078,0.1595,0.0024,0.1544,0.3830,0.5386,0.0106,0.0062,0.0117
552.2611,0.8866,0.2062,0.0024,0.4558,0.5949,0.6493,0.0081,0.1635,0.0082
536.2166,0.5891,0.1651,0.0082,0.4585,0.5742,0.7703,0.0166,0.0990,0.0449
433.8752,0.3471,0.1063,0.0350,0.4442,0.5321,0.7052,0.0088,0.0062,0.0077
571.9412,0.8256,0.1690,0.0012,0.4797,0.5050,0.6329,0.0148,0.0056,0.0202
499.2089,0.3233,0.1286,0.0115,0.1391,0.4252,0.6287,0.0105,0.0747,0.0174
506.6005,0.4345,0.2423,0.0030,0.4785,0.5699,0.7093,0.0061,0.0713,0.1685
463.0404,0.3481,0.1998,0.0162,0.2542,0.5549,0.7842,0.0071,0.0969,0.0192
595.3833,0.3332,0.2633,0.0147,0.4729,0.5297,0.6208,0.0131,0.0253,0.0517
317.4905,0.4158,0.1536,0.0123,0.1904,0.5078,0.7497,0.0026,0.0983,0.0032
479.7603,0.3227,0.1176,0.0034,0.2910,0.1906,0.7358,0.0185,0.0021,0.0158
472.2207,0.6107,0.2800,0.0047,0.4706,0.4967,0.7919,0.0045,0.0151,0.0382
511.2735,0.3250,0.2138,0.0269,0.4868,0.5471,0.6836,0.0123,0.1099,0.0096
583.4594,0.4778,0.1571,0.0068,0.4886,0.5717,0.6890,0.0053,0.0224,0.2243
525.3475,0.3134,0.1856,0.0017,0.1399,0.2546,0.6808,0.0057,0.0030,0.0574
364.7017,0.3552,0.1728,0.0097,0.1196,0.4530,0.7603,0.0079,0.0735,0.0437
458.9326,0.3675,0.1299,0.0082,0.0041,0.4041,0.3643,0.0001,0.0068,0.0714
462.5640,0.9579,0.3000,0.0033,0.4986,0.5801,0.5940,0.0150,0.0317,0.0270
314.6826,0.4721,0.1081,0.0017,0.3288,0.3663,0.7703,0.0081,0.0094,0.0180
544.9003,0.3918,0.2370,0.0370,0.4564,0.5525,0.7757,0.0011,0.0311,0.0810
582.7896,0.3035,0.1355,0.0128,0.0897,0.2290,0.6012,0.0070,0.0340,0.0051
592.5369,0.6858,0.2513,0.0180,0.4954,0.5431,0.6933,0.0074,0.0027,0.1143
380.7748,0.3637,0.1255,0.0094,0.3495,0.4383,0.7201,0.0181,0.0107,0.0810
557.7881,0.3700,0.2655,0.0105,0.4461,0.5762,0.7501,0.0174,0.1447,0.0182
446.5629,0.3114,0.2058,0.0120,0.2897,0.4891,0.6548,0.0027,0.0710,0.0441
465.8595,0.4217,0.1747,0.0428,0.4980,0.4606,0.7954,0.0054,0.0090,0.0226
453.5485,0.3588,0.1241,0.0057,0.0867,0.5290,0.6689,0.0131,0.0976,0.0030
459.0277,0.3079,0.2257,0.0266,0.4350,0.5962,0.7585,0.0081,0.0321,0.1498
532.9008,0.3097,0.1292,0.0037,0.3505,0.2026,0.7723,0.0020,0.0837,0.0463
516.2766,0.3720,0.1881,0.0158,0.3235,0.5727,0.7243,0.0137,0.0235,0.0684
582.0347,0.9748,0.2154,0.0052,0.4645,0.5493,0.4937,0.0061,0.0383,0.0329
401.5666,0.3442,0.1970,0.0083,0.1369,0.5191,0.7456,0.0143,0.0901,0.0093
476.9391,0.5693,0.1455,0.0086,0.4009,0.5534,0.7338,0.0026,0.0220,0.0340
529.8215,0.3344,0.1779,0.0197,0.4559,0.3915,0.7439,0.0096,0.0728,0.0255
360.3900,0.3775,0.1651,0.0162,0.2888,0.3161,0.6948,0.0068,0.0024,0.0358
495.2903,0.3956,0.1268,0.0130,0.3930,0.5134,0.7772,0.0067,0.0410,0.0897
430.9908,0.3635,0.2111,0.0012,0.4432,0.5845,0.7800,0.0182,0.2020,0.0471
465.7619,0.3236,0.1661,0.0082,0.3051,0.5676,0.6701,0.0095,0.1327,0.0561
594.5635,0.3579,0.1026,0.0097,0.4610,0.5287,0.7655,0.0106,0.0636,0.0719
355.6670,0.3882,0.1354,0.0138,0.1753,0.4697,0.7041,0.0153,0.0815,0.0024
580.0402,0.3107,0.1069,0.0014,0.3142,0.4686,0.7144,0.0065,0.0334,0.1444
403.2372,0.3361,0.2177,0.0063,0.4810,0.5421,0.7478,0.0083,0.1299,0.0898
474.4078,0.3253,0.1763,0.0294,0.0668,0.4398,0.7095,0.0076,0.0227,0.0018
513.1239,0.3227,0.1474,0.0070,0.1562,0.3021,0.6962,0.0013,0.0929,0.0267
415.9490,0.4456,0.2458,0.0298,0.4912,0.5807,0.7702,0.0145,0.0186,0.0381
567.5022,0.5126,0.1797,0.0015,0.4733,0.5254,0.7044,0.0023,0.1112,0.1104
410.4429,0.3940,0.0975,0.0033,0.0183,0.5132,0.6260,0.0093,0.0844,0.0061
542.8349,0.4265,0.2139,0.0075,0.3776,0.5921,0.7931,0.0012,0.1303,0.0877
492.8263,0.3004,0.1551,0.0250,0.4396,0.4700,0.7598,0.0027,0.1359,0.0094
529.9162,0.3610,0.2424,0.0347,0.3996,0.5678,0.7561,0.0172,0.0167,0.0104
410.2196,0.3782,0.1749,0.0122,0.1533,0.5977,0.7610,0.0186,0.0012,0.0507
363.2749,0.4075,0.1874,0.0161,0.3382,0.4885,0.7958,0.0116,0.0005,0.0667
558.1860,0.3098,0.2570,0.0093,0.4703,0.5561,0.7823,0.0073,0.2169,0.0596
342.2884,0.3874,0.1275,0.0126,0.3783,0.5517,0.7077,0.0085,0.0639,0.0463
467.8987,0.3392,0.1385,0.0303,0.4197,0.5187,0.7426,0.0038,0.1015,0.0403
424.6881,0.3283,0.1598,0.0053,0.0051,0.4007,0.7189,0.0045,0.0506,0.0267
399.2314,0.3827,0.1761,0.0410,0.3337,0.5780,0.7845,0.0069,0.0458,0.0043
490.7995,0.3563,0.1067,0.0141,0.0786,0.5492,0.7954,0.0084,0.0472,0.0179
402.7405,0.4928,0.1916,0.0012,0.4176,0.4813,0.7412,0.0181,0.0285,0.0114
568.6235,0.4110,0.1631,0.0145,0.4717,0.4714,0.7307,0.0140,0.0618,0.0381
453.8332,0.3098,0.1668,0.0066,0.2041,0.3452,0.7454,0.0179,0.0116,0.0407
497.7820,0.4640,0.2073,0.0171,0.4202,0.5144,0.6716,0.0093,0.0013,0.0203
576.0189,0.3190,0.2371,0.0060,0.4097,0.5857,0.6976,0.0125,0.0474,0.1731
532.5741,0.3591,0.1567,0.0032,0.4832,0.3866,0.6303,0.0072,0.0349,0.0196
439.3081,0.3583,0.1673,0.0105,0.0716,0.1520,0.7345,0.0039,0.0420,0.0037
589.6049,0.3443,0.2220,0.0112,0.3068,0.4116,0.7725,0.0059,0.0028,0.0166
518.9828,0.3092,0.1465,0.0086,0.3666,0.5796,0.5877,0.0112,0.0656,0.0671
494.9266,0.3277,0.1103,0.0031,0.3945,0.2736,0.7499,0.0109,0.0735,0.0231
527.1775,0.3153,0.1268,0.0308,0.4714,0.4998,0.6990,0.0153,0.0189,0.0515
386.9137,0.3907,0.1066,0.0166,0.1640,0.4036,0.7352,0.0172,0.0046,0.0381
270.1673,0.4064,0.1784,0.0083,0.2052,0.5856,0.7651,0.0095,0.0352,0.0273
447.0840,0.3797,0.1596,0.0170,0.2700,0.4764,0.7996,0.0003,0.0368,0.0799
450.5931,0.4889,0.1456,0.0260,0.4792,0.5829,0.7492,0.0140,0.0376,0.0366
563.2890,0.8592,0.1913,0.0067,0.4961,0.5513,0.6170,0.0179,0.0856,0.0124
488.6188,0.5763,0.2029,0.0120,0.4431,0.5270,0.7862,0.0111,0.0301,0.0493
332.6949,0.3964,0.1420,0.0056,0.0066,0.5798,0.6571,0.0082,0.0018,0.1545
482.5669,0.4026,0.2258,0.0072,0.4508,0.5396,0.7114,0.0195,0.0487,0.0722
433.0970,0.7841,0.2075,0.0150,0.4982,0.5690,0.7955,0.0095,0.0941,0.0203
375.7882,0.3831,0.1191,0.0112,0.1092,0.2112,0.6489,0.0117,0.0699,0.0125
451.5597,0.3357,0.1950,0.0086,0.0338,0.2621,0.7065,0.0064,0.0164,0.0293
580.7621,0.3230,0.1403,0.0078,0.3300,0.5216,0.7991,0.0032,0.0557,0.1979
482.4453,0.4253,0.1716,0.0329,0.4161,0.5829,0.6626,0.0005,0.0111,0.0426
477.9067,0.3138,0.1651,0.0223,0.4682,0.5333,0.7130,0.0086,0.1779,0.0138
545.9347,0.4334,0.2060,0.0164,0.3836,0.5814,0.7120,0.0164,0.0298,0.0470
527.4643,0.3376,0.1762,0.0066,0.3799,0.5275,0.6267,0.0044,0.0563,0.0947
595.1876,0.3839,0.1320,0.0040,0.4456,0.4455,0.6866,0.0197,0.0067,0.0394
428.9267,0.4107,0.2074,0.0302,0.3740,0.5892,0.7403,0.0018,0.0259,0.0402
433.1188,0.3711,0.1301,0.0181,0.0819,0.5149,0.4972,0.0053,0.0139,0.0050
463.6162,0.6698,0.1764,0.0011,0.4584,0.5977,0.7469,0.0041,0.1140,0.0990
456.4415,0.3540,0.1943,0.0211,0.4755,0.5684,0.6982,0.0141,0.0288,0.1088
420.4205,0.4277,0.1881,0.0081,0.4797,0.4814,0.6720,0.0073,0.0585,0.0219
354.8644,0.3588,0.1731,0.0166,0.0445,0.5910,0.6431,0.0031,0.0569,0.0197
518.7512,0.3302,0.2193,0.0320,0.2665,0.5451,0.7851,0.0090,0.0281,0.0009
551.2596,0.6014,0.2084,0.0129,0.4719,0.5859,0.5895,0.0033,0.0021,0.1494
399.4358,0.3604,0.1267,0.0177,0.2989,0.5432,0.5873,0.0128,0.0083,0.0084
441.9729,0.3150,0.2027,0.0143,0.3743,0.3674,0.7720,0.0075,0.0594,0.0807
477.6443,0.4179,0.1281,0.0061,0.3123,0.5033,0.7506,0.0060,0.0544,0.0235
586.9964,0.3003,0.1324,0.0135,0.0119,0.1270,0.7340,0.0021,0.0225,0.0687
484.6247,0.3122,0.2484,0.0030,0.1894,0.5994,0.6224,0.0063,0.0085,0.0442
576.1954,0.3401,0.1594,0.0316,0.4416,0.5666,0.6137,0.0078,0.0098,0.0527
504.0099,0.4929,0.2320,0.0022,0.4395,0.5912,0.6200,0.0146,0.0827,0.0444
501.6072,0.3269,0.1317,0.0152,0.2124,0.5563,0.7615,0.0155,0.0585,0.0846
429.5474,0.3586,0.1202,0.0036,0.3821,0.4321,0.7593,0.0007,0.0786,0.1420
381.0768,0.4614,0.1863,0.0169,0.4451,0.5621,0.7926,0.0028,0.1123,0.0325
429.9895,0.7800,0.1995,0.0124,0.4886,0.5953,0.7124,0.0128,0.0447,0.0627
440.4712,0.3843,0.0794,0.0047,0.0869,0.3223,0.7802,0.0058,0.0189,0.0373
353.1728,0.3922,0.1510,0.0055,0.2402,0.2008,0.7540,0.0014,0.0694,0.0351
487.2282,0.3209,0.1464,0.0343,0.1778,0.3551,0.7487,0.0168,0.0243,0.0022
511.8868,0.3640,0.1321,0.0020,0.2792,0.2651,0.7835,0.0028,0.0463,0.0250
371.4937,0.4143,0.1587,0.0235,0.4142,0.5561,0.6941,0.0028,0.0088,0.0542
409.0302,0.3493,0.2024,0.0010,0.1080,0.5094,0.7220,0.0070,0.0082,0.0981
329.7758,0.4114,0.1048,0.0122,0.0220,0.4101,0.6076,0.0015,0.0592,0.0540
571.3090,0.3816,0.1385,0.0173,0.3721,0.5845,0.6707,0.0064,0.0769,0.0230
336.6659,0.3477,0.2186,0.0022,0.3604,0.4910,0.7466,0.0170,0.0579,0.0259
422.5804,0.3130,0.1941,0.0095,0.2413,0.4566,0.7422,0.0110,0.0525,0.0195
508.8130,0.3669,0.1828,0.0215,0.4159,0.5789,0.7474,0.0051,0.1104,0.0840
509.9286,0.3194,0.1262,0.0058,0.0642,0.2194,0.7419,0.0050,0.0028,0.0980
400.0281,0.4205,0.1219,0.0137,0.3616,0.5972,0.7272,0.0082,0.0738,0.0214
476.5062,0.3468,0.1352,0.0039,0.3746,0.5102,0.6419,0.0101,0.0264,0.1040
283.0367,0.4514,0.1100,0.0089,0.0420,0.4787,0.5484,0.0182,0.0324,0.0019
490.5238,0.3915,0.1440,0.0038,0.4968,0.5777,0.7810,0.0036,0.1585,0.1893
420.7895,0.3566,0.1851,0.0104,0.4174,0.5360,0.7840,0.0114,0.0116,0.2030
412.4118,0.3846,0.1239,0.0012,0.0296,0.5463,0.4737,0.0080,0.0311,0.0664
446.9949,0.6262,0.2154,0.0044,0.4506,0.5944,0.6841,0.0103,0.0659,0.0663
597.9746,0.7328,0.1849,0.0095,0.4951,0.5902,0.6522,0.0123,0.1040,0.0995
548.8340,0.3295,0.1989,0.0142,0.4458,0.5572,0.6033,0.0023,0.0392,0.1138
525.1178,0.4525,0.1809,0.0027,0.4427,0.4879,0.7666,0.0191,0.0094,0.1141
481.1828,0.3429,0.1286,0.0136,0.1836,0.3172,0.6532,0.0081,0.0011,0.0476
414.2803,0.3543,0.1298,0.0127,0.0651,0.4215,0.6846,0.0151,0.0892,0.0193
485.3412,0.3651,0.1704,0.0354,0.4788,0.5594,0.7688,0.0158,0.0582,0.0644
421.5712,0.3409,0.1518,0.0288,0.0177,0.4643,0.4203,0.0195,0.0273,0.0070
337.7305,0.4334,0.0908,0.0143,0.0225,0.1888,0.6310,0.0047,0.0514,0.0089
489.8489,0.3421,0.1182,0.0246,0.2778,0.5516,0.6819,0.0011,0.0737,0.0213
381.4307,0.3995,0.1140,0.0072,0.0465,0.1713,0.7903,0.0070,0.0044,0.1008
441.6005,0.3047,0.2572,0.0196,0.4232,0.4630,0.7745,0.0041,0.0894,0.0161
351.3304,0.4362,0.1737,0.0030,0.4157,0.2762,0.7957,0.0010,0.0352,0.0154
430.9582,0.3273,0.1885,0.0255,0.1085,0.2915,0.7611,0.0093,0.0368,0.0131
586.4301,0.3860,0.2046,0.0108,0.4730,0.4865,0.7239,0.0079,0.0930,0.0838
522.6066,0.8003,0.1930,0.0055,0.4630,0.5849,0.5573,0.0011,0.0374,0.0902
385.2499,0.5624,0.2230,0.0091,0.4809,0.5967,0.7752,0.0015,0.1493,0.0332
420.5499,0.8564,0.2097,0.0139,0.4687,0.5675,0.7304,0.0115,0.0078,0.0186
359.5375,0.3805,0.1244,0.0375,0.0316,0.1446,0.7977,0.0118,0.0431,0.0087
456.8021,0.3351,0.1377,0.0062,0.0143,0.1777,0.7003,0.0158,0.0807,0.0317
280.6896,0.4279,0.1662,0.0098,0.4743,0.5246,0.7801,0.0005,0.0269,0.0705
362.0403,0.5112,0.1340,0.0036,0.3785,0.5908,0.6881,0.0016,0.0460,0.0210
500.9604,0.3287,0.2376,0.0200,0.4984,0.4188,0.7302,0.0151,0.0128,0.0361
596.3947,0.5224,0.2467,0.0061,0.4701,0.5796,0.7394,0.0028,0.1977,0.0763
347.4204,0.3758,0.1440,0.0014,0.1775,0.1936,0.6161,0.0173,0.0037,0.0406
353.0209,0.4102,0.1018,0.0038,0.1007,0.2304,0.5327,0.0177,0.0227,0.0019
471.9909,0.4641,0.1927,0.0030,0.3851,0.5306,0.6754,0.0001,0.0922,0.0165
565.8984,0.3267,0.1677,0.0112,0.4667,0.5841,0.6782,0.0149,0.2251,0.0177
451.1376,0.3503,0.1423,0.0175,0.4480,0.4026,0.7203,0.0035,0.0966,0.0211
436.2850,0.3321,0.1770,0.0054,0.4761,0.2805,0.7997,0.0120,0.0013,0.1562
577.3286,0.3126,0.1865,0.0076,0.2824,0.5433,0.5488,0.0019,0.0609,0.0164
445.5051,0.3365,0.1534,0.0160,0.0711,0.4302,0.7580,0.0025,0.0683,0.0725
598.3693,0.3490,0.1727,0.0028,0.2715,0.5584,0.7631,0.0165,0.0852,0.0407
459.9857,0.3338,0.1111,0.0013,0.4907,0.5342,0.6726,0.0036,0.0184,0.0925
593.7420,0.3179,0.1804,0.0293,0.2380,0.5045,0.6658,0.0022,0.0007,0.0130
285.4354,0.3885,0.1955,0.0055,0.2733,0.5805,0.6786,0.0139,0.0199,0.0080
431.8091,0.3754,0.1499,0.0199,0.2045,0.5026,0.7063,0.0159,0.0193,0.0051
584.8381,0.3196,0.1615,0.0081,0.3903,0.3764,0.7207,0.0005,0.1155,0.0334
488.5821,0.6521,0.2242,0.0192,0.4858,0.5815,0.6023,0.0052,0.0550,0.0292
537.8241,0.3554,0.2072,0.0116,0.4404,0.5523,0.6551,0.0152,0.1021,0.0353
410.0092,0.3272,0.2725,0.0131,0.2838,0.5129,0.7493,0.0049,0.0189,0.0095
543.3305,0.3086,0.1368,0.0336,0.0384,0.4792,0.7444,0.0009,0.0364,0.0224
402.4082,0.4083,0.0965,0.0194,0.3458,0.3929,0.7709,0.0015,0.0152,0.0111
584.3961,0.8190,0.2187,0.0047,0.4967,0.5260,0.7676,0.0133,0.0089,0.1435
530.9619,0.3162,0.1639,0.0053,0.1744,0.5904,0.6683,0.0056,0.0667,0.0978
359.3605,0.3578,0.1786,0.0118,0.0702,0.1010,0.5925,0.0083,0.0056,0.0477
532.9524,0.5043,0.2037,0.0184,0.4151,0.5555,0.7746,0.0044,0.0932,0.0153
469.0566,0.3517,0.1058,0.0163,0.0489,0.2942,0.6223,0.0157,0.0296,0.0078
460.2019,0.4384,0.1612,0.0102,0.3673,0.5748,0.7768,0.0142,0.0860,0.0351
485.6036,0.3862,0.2265,0.0113,0.3886,0.5949,0.6027,0.0043,0.0206,0.0611
412.0568,0.3353,0.1496,0.0085,0.4381,0.3958,0.7877,0.0189,0.0424,0.1115
559.1845,0.9741,0.1980,0.0026,0.4333,0.5912,0.7608,0.0032,0.1326,0.0233
426.5924,0.3715,0.1531,0.0033,0.3369,0.5694,0.6824,0.0030,0.0164,0.1785
548.6536,0.3071,0.1350,0.0383,0.4211,0.5929,0.7693,0.0176,0.0017,0.1374
450.5531,0.3708,0.1050,0.0239,0.4635,0.5717,0.7933,0.0069,0.1144,0.0201
404.5386,0.3502,0.1454,0.0213,0.0047,0.1826,0.7423,0.0016,0.0595,0.0394
519.4926,0.4568,0.1495,0.0106,0.3039,0.5570,0.7276,0.0052,0.0186,0.0085
455.2057,0.3927,0.1393,0.0490,0.4386,0.5492,0.7560,0.0104,0.0007,0.0034
596.4136,0.3146,0.0932,0.0103,0.1293,0.4479,0.7920,0.0121,0.0227,0.0324
462.6556,0.3425,0.1976,0.0327,0.3766,0.4192,0.7969,0.0133,0.0331,0.0058
533.6306,0.7087,0.2263,0.0088,0.4664,0.5245,0.7230,0.0046,0.0759,0.0189
498.0687,0.3055,0.2123,0.0136,0.4825,0.4913,0.7836,0.0146,0.0668,0.1636
574.5202,0.4667,0.2304,0.0034,0.4724,0.5468,0.5543,0.0065,0.0193,0.1120
479.7019,0.4789,0.1841,0.0179,0.4747,0.5762,0.7333,0.0161,0.0108,0.1244
396.2191,0.6404,0.1982,0.0051,0.4803,0.5361,0.6291,0.0028,0.0379,0.0111
330.6762,0.4312,0.1969,0.0130,0.3736,0.4209,0.7992,0.0098,0.0128,0.0105
395.3625,0.3552,0.1488,0.0154,0.1798,0.4054,0.7654,0.0006,0.0136,0.1500
537.7834,0.3234,0.1607,0.0035,0.4755,0.5371,0.7553,0.0159,0.1423,0.1692
563.2583,0.4464,0.1592,0.0135,0.4797,0.5753,0.6057,0.0027,0.0938,0.0617
584.4300,0.7403,0.1725,0.0087,0.4616,0.5420,0.6508,0.0127,0.0491,0.0030
512.0022,0.5190,0.2378,0.0077,0.4633,0.5328,0.6916,0.0063,0.0208,0.1004
539.1044,0.3207,0.2089,0.0200,0.3310,0.3470,0.7915,0.0132,0.0002,0.0213
554.8401,0.9825,0.2497,0.0025,0.4728,0.5375,0.5866,0.0044,0.0767,0.0186
460.0555,0.3453,0.2836,0.0121,0.4555,0.5494,0.7418,0.0030,0.0398,0.0784
524.1286,0.3829,0.1738,0.0072,0.3743,0.4612,0.7127,0.0024,0.0977,0.0194
586.5008,0.3326,0.1754,0.0283,0.4139,0.5605,0.7668,0.0113,0.0763,0.0986
373.9890,0.3853,0.1414,0.0101,0.2446,0.2875,0.7751,0.0143,0.0008,0.0811
598.3105,0.4419,0.2719,0.0017,0.4339,0.5995,0.7903,0.0052,0.0376,0.2319
337.4050,0.4110,0.1259,0.0108,0.1477,0.5373,0.6997,0.0036,0.0927,0.0243
263.6241,0.4446,0.1247,0.0159,0.1075,0.1397,0.6684,0.0109,0.0047,0.0153
502.0376,0.3827,0.1979,0.0030,0.4682,0.5644,0.7717,0.0014,0.2885,0.0549
428.2087,0.3801,0.1069,0.0205,0.0891,0.1961,0.6033,0.0003,0.0034,0.0172
