Ti,tau,f_B,r_ash,eta_ch,f_tail,eta_drive,f_imp,xi_sync,Pnet_Pbrems
373.1691,0.3681,0.1807,0.0112,0.4221,0.4405,0.7549,0.0079,0.0250,0.1095
409.5522,0.3961,0.1658,0.0134,0.1158,0.3939,0.7867,0.0025,0.0236,0.0033
323.2017,0.4492,0.1218,0.0213,0.4850,0.5546,0.8000,0.0057,0.0112,0.0635
402.8302,0.3363,0.2324,0.0070,0.0528,0.5080,0.7652,0.0040,0.0105,0.0402
273.4016,0.4303,0.1384,0.0149,0.0086,0.4623,0.3985,0.0097,0.0554,0.0222
429.6176,0.3283,0.1835,0.0119,0.3749,0.5970,0.7996,0.0085,0.2724,0.0083
577.3998,0.3070,0.1716,0.0153,0.2866,0.5869,0.5734,0.0046,0.0934,0.0047
481.2307,0.3852,0.1118,0.0136,0.4433,0.5016,0.7221,0.0156,0.0101,0.0451
453.0541,0.3244,0.1512,0.0074,0.2216,0.5333,0.6573,0.0027,0.0274,0.1099
516.6610,0.3198,0.2074,0.0234,0.4858,0.5775,0.7125,0.0033,0.0940,0.1399
509.7717,0.7039,0.2253,0.0067,0.4404,0.5482,0.7924,0.0133,0.0492,0.0300
507.9232,0.3684,0.2392,0.0072,0.4510,0.4452,0.6650,0.0032,0.0163,0.0492
388.5553,0.3543,0.1700,0.0357,0.1954,0.4155,0.6737,0.0020,0.0033,0.0253
357.3423,0.3468,0.2355,0.0015,0.1675,0.5895,0.7683,0.0102,0.1023,0.0019
397.1467,0.3505,0.1881,0.0018,0.4258,0.5435,0.7130,0.0001,0.1135,0.1350
579.4634,0.4389,0.2539,0.0134,0.3376,0.5911,0.7786,0.0017,0.0172,0.0553
573.7025,0.5269,0.2083,0.0066,0.4337,0.5231,0.7867,0.0092,0.0948,0.0433
382.9531,0.3881,0.0965,0.0365,0.0261,0.5001,0.5063,0.0030,0.0220,0.0059
543.4126,0.7526,0.1943,0.0173,0.4782,0.5604,0.7480,0.0178,0.0292,0.0431
494.4468,0.4340,0.1760,0.0128,0.4631,0.5896,0.6951,0.0078,0.1140,0.0834
579.6866,0.3330,0.2058,0.0225,0.4608,0.5183,0.6748,0.0111,0.0847,0.0396
301.8761,0.4161,0.0969,0.0035,0.2356,0.5275,0.7959,0.0008,0.0167,0.0226
495.6866,0.3247,0.2708,0.0348,0.4391,0.5664,0.7369,0.0143,0.0002,0.0257
526.1968,0.3184,0.1918,0.0075,0.4288,0.3395,0.7798,0.0199,0.0546,0.0531
363.7966,0.3614,0.1497,0.0040,0.3148,0.3524,0.7316,0.0165,0.0219,0.0828
531.9350,0.3355,0.1291,0.0044,0.0021,0.2271,0.4768,0.0006,0.0726,0.0147
413.4502,0.8907,0.2086,0.0010,0.4809,0.5935,0.6647,0.0096,0.0020,0.1234
529.2745,0.3264,0.1153,0.0160,0.2530,0.5279,0.7514,0.0123,0.1029,0.0205
445.8641,0.3467,0.1714,0.0268,0.4895,0.5200,0.7153,0.0070,0.1039,0.0306
376.4099,0.3578,0.1346,0.0028,0.0916,0.3982,0.7381,0.0063,0.0436,0.0527
450.9312,0.3176,0.1793,0.0062,0.0162,0.5741,0.5558,0.0116,0.0194,0.0559
344.6177,0.4463,0.0887,0.0092,0.1847,0.2753,0.7803,0.0001,0.0079,0.0285
441.1510,0.4187,0.1139,0.0069,0.2239,0.5938,0.7646,0.0016,0.0847,0.0071
515.2021,0.3120,0.1592,0.0397,0.1233,0.3204,0.7408,0.0057,0.0101,0.0012
408.8452,0.5440,0.2279,0.0070,0.4874,0.4798,0.7216,0.0102,0.0262,0.0064
476.7126,0.3138,0.1878,0.0135,0.1619,0.4640,0.7898,0.0044,0.0992,0.0508
560.5146,0.3922,0.2945,0.0277,0.4693,0.5639,0.7537,0.0031,0.0837,0.0072
459.9373,0.3788,0.1294,0.0015,0.1333,0.3438,0.7105,0.0111,0.0092,0.0380
531.9973,0.4005,0.1826,0.0155,0.4910,0.5168,0.5656,0.0023,0.0177,0.0419
569.8043,0.3703,0.1997,0.0022,0.4951,0.5882,0.7954,0.0191,0.0450,0.3315
505.8027,0.3017,0.1851,0.0080,0.0034,0.4287,0.3942,0.0156,0.0008,0.0646
496.6009,0.3297,0.1238,0.0050,0.4280,0.3890,0.6108,0.0038,0.0232,0.0315
541.5894,0.3338,0.1890,0.0260,0.3786,0.6000,0.7430,0.0092,0.1703,0.0024
473.6333,0.3276,0.1426,0.0098,0.0174,0.1545,0.7536,0.0071,0.0537,0.0601
555.3892,0.3423,0.1972,0.0092,0.3464,0.4102,0.6903,0.0025,0.0144,0.0517
385.8973,0.3438,0.2564,0.0044,0.1875,0.5311,0.8000,0.0123,0.0202,0.0188
505.2669,0.3733,0.1520,0.0264,0.4318,0.5023,0.7892,0.0137,0.0352,0.0750
562.7229,0.3222,0.1252,0.0085,0.1361,0.5481,0.7784,0.0088,0.0863,0.0385
483.5833,0.3564,0.1374,0.0195,0.4586,0.4258,0.7756,0.0147,0.0696,0.0399
589.5378,0.3411,0.1745,0.0010,0.4400,0.4984,0.7474,0.0037,0.1982,0.1011
434.2755,0.4607,0.1956,0.0132,0.3957,0.5382,0.7465,0.0113,0.0463,0.0215
438.7185,0.3293,0.1654,0.0348,0.0556,0.3910,0.6660,0.0002,0.0599,0.0023
370.6260,0.3741,0.1475,0.0052,0.0216,0.4240,0.5681,0.0073,0.0975,0.0555
572.4465,0.3039,0.2008,0.0213,0.1285,0.5745,0.7577,0.0002,0.0114,0.0414
393.3153,0.3797,0.1140,0.0156,0.0083,0.1750,0.3163,0.0056,0.0171,0.0867
457.7328,0.3303,0.1766,0.0013,0.3173,0.5188,0.7205,0.0020,0.0950,0.1565
522.4453,0.3130,0.1195,0.0171,0.0853,0.5996,0.6488,0.0014,0.0262,0.0362
563.3587,0.4410,0.1989,0.0089,0.4840,0.5549,0.5034,0.0012,0.0519,0.0359
442.8803,0.3514,0.1417,0.0137,0.3529,0.1330,0.7995,0.0137,0.0029,0.0334
457.9490,0.4472,0.2520,0.0102,0.4480,0.5905,0.6080,0.0101,0.0280,0.0282
596.9764,0.9258,0.1893,0.0256,0.4760,0.5556,0.7857,0.0060,0.0262,0.0354
357.3060,0.4396,0.0842,0.0026,0.0018,0.5679,0.7880,0.0014,0.0749,0.0046
350.1088,0.3779,0.2298,0.0056,0.4999,0.5341,0.6642,0.0011,0.0267,0.0458
552.7673,0.4978,0.2992,0.0203,0.4526,0.5613,0.6795,0.0025,0.0172,0.0216
587.8898,0.9038,0.2821,0.0036,0.4970,0.5946,0.7636,0.0125,0.1400,0.1002
579.4167,0.3459,0.1263,0.0154,0.4882,0.5656,0.7435,0.0105,0.1196,0.1044
558.6312,0.6616,0.1404,0.0076,0.4379,0.5989,0.6985,0.0005,0.0373,0.0790
370.8422,0.4034,0.0936,0.0081,0.1489,0.3669,0.6821,0.0155,0.0256,0.0175
484.6108,0.5987,0.1748,0.0071,0.4904,0.5872,0.6691,0.0021,0.1491,0.0598
486.1393,0.3933,0.1965,0.0170,0.2321,0.5596,0.7753,0.0078,0.0095,0.0061
436.9963,0.3341,0.1382,0.0035,0.1691,0.4394,0.7463,0.0057,0.0246,0.1145
523.0791,0.9683,0.2901,0.0114,0.4666,0.5970,0.7272,0.0012,0.0565,0.0639
501.5692,0.5649,0.2760,0.0192,0.4827,0.5677,0.7798,0.0112,0.0867,0.0069
318.0165,0.3976,0.1364,0.0374,0.0581,0.5856,0.7293,0.0063,0.0302,0.0287
514.4924,0.5432,0.1792,0.0414,0.4900,0.5903,0.7381,0.0072,0.0480,0.0254
491.2289,0.3290,0.1324,0.0108,0.1864,0.5829,0.4694,0.0022,0.0057,0.0348
510.9833,0.3022,0.1962,0.0016,0.2616,0.4995,0.7875,0.0185,0.0278,0.1712
439.9906,0.6308,0.1682,0.0213,0.4637,0.5192,0.7975,0.0077,0.0204,0.0005
532.1839,0.4544,0.1344,0.0226,0.4558,0.5632,0.7159,0.0017,0.0391,0.0624
423.4844,0.3532,0.1303,0.0093,0.2199,0.1910,0.7619,0.0052,0.0328,0.0959
569.9628,0.3150,0.1212,0.0127,0.4678,0.4783,0.6151,0.0197,0.0096,0.0111
496.4442,0.3604,0.2006,0.0101,0.3929,0.4354,0.6827,0.0044,0.0721,0.0029
489.3674,0.3211,0.1265,0.0038,0.2209,0.4578,0.6959,0.0147,0.0964,0.0169
564.0885,0.5503,0.1646,0.0164,0.4268,0.5043,0.7523,0.0006,0.0193,0.0299
560.5794,0.3101,0.1482,0.0258,0.3231,0.5855,0.7966,0.0143,0.0560,0.1240
413.6821,0.3739,0.1380,0.0150,0.4345,0.5776,0.7019,0.0088,0.0384,0.1077
589.8353,0.3541,0.2208,0.0124,0.4751,0.5760,0.6633,0.0030,0.1587,0.0992
433.9102,0.4040,0.1169,0.0019,0.4230,0.5220,0.6602,0.0120,0.0115,0.0594
393.4327,0.4460,0.1967,0.0052,0.4965,0.4478,0.7274,0.0073,0.0708,0.0192
533.6087,0.6930,0.1932,0.0246,0.4973,0.5895,0.5205,0.0025,0.0221,0.0437
555.6429,0.7145,0.2598,0.0054,0.4336,0.5304,0.7566,0.0023,0.0022,0.0672
428.2569,0.3376,0.1336,0.0205,0.2864,0.3885,0.7838,0.0128,0.0124,0.0888
345.8608,0.3668,0.1541,0.0161,0.1596,0.5629,0.7716,0.0190,0.0271,0.0605
532.3644,0.3612,0.1628,0.0020,0.2992,0.5971,0.7399,0.0043,0.1792,0.0429
378.8525,0.3975,0.2003,0.0122,0.3494,0.5164,0.7388,0.0107,0.0262,0.0437
505.1795,0.3391,0.1656,0.0120,0.4937,0.5451,0.7015,0.0072,0.0192,0.2254
328.7271,0.3835,0.1762,0.0055,0.2625,0.1478,0.7470,0.0093,0.0521,0.0026
472.7627,0.5153,0.1371,0.0072,0.4859,0.5227,0.7527,0.0034,0.0380,0.1037
472.1135,0.3397,0.1467,0.0016,0.0919,0.3109,0.6649,0.0039,0.0542,0.0754
491.4801,0.3672,0.1689,0.0051,0.3439,0.3594,0.7844,0.0112,0.0685,0.0187
537.1469,0.6031,0.2106,0.0308,0.4673,0.5800,0.7867,0.0014,0.0304,0.0924
560.8662,0.3325,0.2170,0.0025,0.2944,0.5666,0.5916,0.0059,0.0185,0.0691
573.3775,0.9982,0.2487,0.0107,0.4954,0.5300,0.6563,0.0131,0.0472,0.0265
500.4142,0.8315,0.2589,0.0253,0.4907,0.5702,0.6824,0.0051,0.0014,0.0475
361.0506,0.4750,0.2053,0.0085,0.4925,0.5987,0.7400,0.0045,0.0866,0.0843
368.0312,0.4267,0.1229,0.0022,0.1330,0.5449,0.7532,0.0148,0.0447,0.0268
478.1299,0.3191,0.1547,0.0196,0.2537,0.4475,0.6035,0.0003,0.0222,0.0607
569.7312,0.3360,0.1823,0.0368,0.4304,0.5216,0.6951,0.0000,0.0471,0.0560
419.1179,0.3092,0.2282,0.0192,0.4601,0.4688,0.6821,0.0015,0.0157,0.0539
384.4768,0.4237,0.1693,0.0010,0.3981,0.5888,0.7155,0.0049,0.0208,0.1706
333.2071,0.3627,0.1842,0.0235,0.0791,0.4797,0.6856,0.0053,0.0197,0.0105
449.9464,0.3472,0.1008,0.0015,0.0360,0.4156,0.7798,0.0180,0.0155,0.0486
410.0885,0.3380,0.1927,0.0258,0.0304,0.2875,0.6692,0.0083,0.0260,0.0059
404.1429,0.3725,0.1535,0.0064,0.4947,0.3389,0.7596,0.0129,0.1103,0.0016
551.6568,0.6970,0.2169,0.0028,0.4915,0.5827,0.4844,0.0151,0.1178,0.0011
390.0894,0.3636,0.1194,0.0302,0.1326,0.5094,0.7644,0.0088,0.0016,0.0684
421.1318,0.3682,0.1008,0.0029,0.2358,0.2366,0.6903,0.0045,0.0562,0.0303
366.3739,0.3727,0.1318,0.0134,0.0785,0.1845,0.6434,0.0109,0.0534,0.0260
284.6215,0.4083,0.1255,0.0036,0.0914,0.1149,0.7268,0.0077,0.0058,0.0047
315.6622,0.4098,0.1108,0.0310,0.0421,0.3887,0.7696,0.0033,0.0495,0.0055
578.8042,0.4321,0.1830,0.0018,0.4699,0.5115,0.7430,0.0014,0.2534,0.0155
445.7927,0.3152,0.1461,0.0125,0.4282,0.5864,0.7441,0.0137,0.1018,0.0365
466.7970,0.4201,0.2201,0.0203,0.4903,0.4742,0.7771,0.0103,0.0870,0.0023
591.3375,0.7880,0.1718,0.0215,0.4797,0.5720,0.7169,0.0059,0.0549,0.0409
556.3774,0.4066,0.1575,0.0014,0.4616,0.5388,0.7891,0.0159,0.1020,0.1585
582.8916,0.6456,0.2678,0.0097,0.4728,0.5433,0.7281,0.0064,0.0746,0.0532
451.1698,0.3236,0.1676,0.0022,0.4790,0.4616,0.5486,0.0007,0.0006,0.0292
403.0082,0.3479,0.1549,0.0081,0.0176,0.5544,0.6493,0.0045,0.0454,0.0802
395.8129,0.4720,0.2848,0.0111,0.4807,0.5247,0.7716,0.0030,0.0183,0.0269
573.8499,0.4925,0.2338,0.0317,0.4996,0.5815,0.7039,0.0102,0.1109,0.0235
369.5289,0.4086,0.0743,0.0070,0.0262,0.3869,0.5331,0.0061,0.0167,0.0150
591.5206,0.5398,0.1305,0.0034,0.4687,0.5331,0.6580,0.0104,0.0300,0.0359
461.5481,0.4154,0.1472,0.0179,0.4630,0.4958,0.7545,0.0021,0.0010,0.1378
504.9958,0.3288,0.1107,0.0066,0.3043,0.5118,0.7039,0.0012,0.1297,0.0449
434.8042,0.3385,0.1575,0.0116,0.0465,0.4585,0.4573,0.0151,0.0181,0.0523
454.5509,0.3119,0.2217,0.0024,0.4010,0.3739,0.7994,0.0042,0.0328,0.1680
481.2000,0.9293,0.2377,0.0069,0.4582,0.5257,0.7511,0.0001,0.0208,0.0275
500.5778,0.3433,0.0930,0.0138,0.0535,0.2423,0.5254,0.0120,0.0053,0.0090
534.2990,0.3278,0.2051,0.0445,0.4895,0.5513,0.7812,0.0029,0.0671,0.0984
490.9676,0.7558,0.2836,0.0025,0.4661,0.5423,0.6998,0.0092,0.0393,0.0167
531.0054,0.5977,0.2380,0.0017,0.3802,0.5956,0.6232,0.0010,0.0761,0.0099
490.3144,0.3944,0.1740,0.0011,0.2816,0.3981,0.6718,0.0053,0.0029,0.0088
562.0353,0.4365,0.2182,0.0045,0.3566,0.5740,0.7315,0.0106,0.0654,0.0523
554.4236,0.3226,0.1054,0.0100,0.0105,0.4209,0.6227,0.0062,0.0619,0.0173
571.7871,0.4778,0.2260,0.0031,0.4751,0.5682,0.6437,0.0075,0.1768,0.0526
597.0789,0.3253,0.1594,0.0197,0.4258,0.5122,0.7717,0.0099,0.0015,0.2040
504.7796,0.4430,0.1608,0.0095,0.4314,0.5992,0.5582,0.0118,0.0472,0.0073
547.5651,0.4071,0.2098,0.0130,0.4888,0.3922,0.7504,0.0065,0.0350,0.0279
476.2894,0.3517,0.1222,0.0013,0.4093,0.4715,0.7513,0.0185,0.1726,0.0002
500.2939,0.3693,0.2262,0.0090,0.3243,0.5724,0.7591,0.0018,0.1319,0.0143
438.1873,0.3644,0.0867,0.0109,0.4699,0.4419,0.7266,0.0036,0.0025,0.0501
598.0443,0.5660,0.1779,0.0056,0.4838,0.5784,0.5463,0.0093,0.0726,0.0852
581.7501,0.4871,0.2612,0.0117,0.4105,0.5972,0.5863,0.0123,0.0091,0.0406
369.8702,0.4699,0.1313,0.0063,0.4574,0.3704,0.7955,0.0126,0.0036,0.0254
488.0405,0.3159,0.1693,0.0112,0.0943,0.4386,0.5468,0.0041,0.0865,0.0027
552.4653,0.3792,0.1527,0.0056,0.3993,0.5939,0.6511,0.0006,0.1302,0.0878
356.2789,0.4118,0.1407,0.0116,0.3259,0.5636,0.6902,0.0092,0.0483,0.0312
498.9757,0.3610,0.1512,0.0145,0.4923,0.2569,0.7874,0.0092,0.0114,0.0278
422.1609,0.3468,0.1501,0.0042,0.0972,0.2032,0.4729,0.0158,0.0089,0.0296
362.3520,0.3891,0.1330,0.0173,0.0157,0.2080,0.7501,0.0056,0.0253,0.0862
481.8823,0.3446,0.1425,0.0378,0.1976,0.5403,0.7097,0.0066,0.0190,0.0052
410.7114,0.3554,0.1636,0.0162,0.3464,0.4415,0.7476,0.0075,0.1286,0.0040
573.4520,0.3727,0.2743,0.0174,0.4527,0.5692,0.7146,0.0080,0.0365,0.0990
493.4211,0.3246,0.1439,0.0027,0.0590,0.5638,0.7420,0.0115,0.0367,0.1225
563.9868,0.7979,0.1947,0.0350,0.4762,0.5791,0.7662,0.0042,0.0092,0.0480
483.1157,0.5387,0.1681,0.0030,0.4282,0.5473,0.7792,0.0168,0.0836,0.0355
329.7147,0.3844,0.1720,0.0252,0.3501,0.5445,0.7350,0.0046,0.0284,0.0468
395.0055,0.4014,0.1903,0.0033,0.1564,0.5292,0.7051,0.0051,0.0296,0.0134
564.7141,0.3127,0.1802,0.0014,0.4875,0.4526,0.6704,0.0079,0.0782,0.1419
487.6237,0.3650,0.1355,0.0047,0.4360,0.5347,0.7358,0.0125,0.1399,0.0688
350.4779,0.4052,0.2366,0.0036,0.4371,0.4793,0.7763,0.0152,0.0549,0.0017
484.4372,0.3011,0.2326,0.0355,0.4963,0.3251,0.7963,0.0004,0.0016,0.0502
453.9510,0.3433,0.2472,0.0082,0.3857,0.5518,0.7142,0.0061,0.0562,0.0718
567.5250,0.5393,0.2090,0.0166,0.4416,0.5885,0.5020,0.0044,0.0152,0.0252
522.8926,0.4297,0.1948,0.0195,0.3509,0.5984,0.7735,0.0070,0.0768,0.0288
407.9974,0.3595,0.1167,0.0060,0.2860,0.1626,0.6823,0.0108,0.0223,0.0131
552.2852,0.3566,0.2128,0.0289,0.4994,0.5581,0.7234,0.0196,0.0927,0.0441
557.3256,0.3104,0.1423,0.0034,0.0263,0.5046,0.5785,0.0041,0.0084,0.1088
549.9091,0.4221,0.2430,0.0064,0.4735,0.5980,0.7008,0.0031,0.0540,0.2313
387.6724,0.3943,0.1324,0.0022,0.3222,0.4127,0.7929,0.0014,0.1086,0.0801
522.6764,0.3483,0.2639,0.0167,0.4776,0.5110,0.6605,0.0151,0.0087,0.0310
422.9589,0.3331,0.1986,0.0181,0.2592,0.5503,0.7595,0.0048,0.0755,0.0736
577.0082,0.6178,0.1638,0.0109,0.4613,0.5935,0.7617,0.0140,0.0829,0.0809
413.3153,0.3253,0.1848,0.0023,0.0081,0.3433,0.4697,0.0132,0.0496,0.0028
494.6097,0.3175,0.1788,0.0106,0.2012,0.4791,0.7187,0.0029,0.0289,0.1233
339.2441,0.3620,0.1641,0.0064,0.0580,0.2123,0.7981,0.0007,0.0428,0.0222
507.3819,0.3332,0.1145,0.0014,0.3704,0.5876,0.5373,0.0166,0.0138,0.0007
302.5296,0.4015,0.1262,0.0284,0.4986,0.5809,0.7766,0.0120,0.0266,0.0063
470.6446,0.4003,0.1754,0.0199,0.2893,0.5488,0.7309,0.0135,0.0085,0.0129
310.3188,0.3858,0.1625,0.0055,0.2333,0.5334,0.7012,0.0168,0.0073,0.0732
520.2141,0.6954,0.2526,0.0161,0.4907,0.5623,0.7176,0.0044,0.0194,0.1125
448.9674,0.3295,0.1243,0.0128,0.3523,0.4190,0.6979,0.0101,0.0327,0.0164
343.0634,0.5986,0.1793,0.0054,0.4929,0.5440,0.7830,0.0050,0.1035,0.0080
341.0939,0.3941,0.1571,0.0183,0.2218,0.5716,0.6610,0.0049,0.0554,0.0126
513.2164,0.3111,0.2667,0.0086,0.4434,0.5956,0.7900,0.0144,0.1234,0.1059
288.4555,0.4117,0.1468,0.0031,0.1288,0.2836,0.7739,0.0060,0.0866,0.0252
505.0424,0.4644,0.2364,0.0336,0.4672,0.5566,0.7671,0.0084,0.0097,0.0584
355.5743,0.3967,0.1075,0.0051,0.3414,0.3621,0.7617,0.0011,0.0314,0.1151
435.3780,0.3767,0.1161,0.0043,0.4858,0.4836,0.7723,0.0067,0.0584,0.1471
391.9615,0.3421,0.1921,0.0017,0.4338,0.4407,0.5880,0.0114,0.0053,0.0041
543.3814,0.5530,0.1563,0.0026,0.4936,0.5999,0.7288,0.0027,0.0022,0.3068
581.2659,0.3020,0.1357,0.0176,0.1716,0.3652,0.7817,0.0120,0.0787,0.0076
574.1738,0.3468,0.1785,0.0239,0.4686,0.4034,0.7998,0.0023,0.0526,0.0836
534.4241,0.3067,0.1295,0.0204,0.3931,0.5714,0.6073,0.0170,0.0296,0.0306
470.8491,0.3294,0.2117,0.0055,0.4462,0.5812,0.7559,0.0112,0.2234,0.0583
566.9569,0.4736,0.1279,0.0088,0.4055,0.5331,0.7550,0.0038,0.0565,0.0254
440.2751,0.3732,0.1592,0.0343,0.3483,0.5948,0.6415,0.0024,0.0261,0.0065
587.7206,0.3215,0.1867,0.0185,0.3187,0.5929,0.6859,0.0158,0.0080,0.1072
537.7818,0.9434,0.2143,0.0017,0.4595,0.5539,0.5493,0.0032,0.0591,0.0329
386.5366,0.3859,0.2244,0.0293,0.4222,0.5695,0.7806,0.0011,0.0113,0.0827
496.0582,0.5193,0.1805,0.0050,0.4782,0.5213,0.7133,0.0096,0.0893,0.0609
484.1417,0.4113,0.2472,0.0255,0.4943,0.5850,0.7611,0.0175,0.0341,0.0886
575.8206,0.3940,0.1622,0.0051,0.2499,0.5551,0.7563,0.0185,0.0213,0.0030
570.7840,0.9829,0.1844,0.0103,0.4609,0.5574,0.5678,0.0014,0.0335,0.0334
358.0966,0.3923,0.1351,0.0090,0.0703,0.3355,0.6174,0.0004,0.0325,0.0964
577.7832,0.5987,0.2016,0.0180,0.4731,0.5905,0.6243,0.0114,0.1187,0.0109
540.1824,0.3831,0.1078,0.0055,0.3248,0.4493,0.6917,0.0042,0.0173,0.0067
440.8111,0.6615,0.2301,0.0203,0.4552,0.5946,0.7199,0.0110,0.0069,0.0432
475.7248,0.3458,0.2168,0.0037,0.4704,0.5613,0.7881,0.0010,0.1454,0.1997
406.3118,0.3566,0.1752,0.0261,0.0716,0.4195,0.7004,0.0006,0.0018,0.0495
300.8438,0.3996,0.1852,0.0056,0.1436,0.3298,0.7897,0.0016,0.0049,0.0983
525.6572,0.3236,0.1015,0.0123,0.4582,0.5178,0.7746,0.0176,0.0428,0.1112
358.7459,0.5666,0.1565,0.0030,0.4770,0.4965,0.7989,0.0020,0.0253,0.0874
426.8834,0.3543,0.1398,0.0284,0.4068,0.5223,0.7965,0.0068,0.0801,0.0812
429.3140,0.3129,0.2100,0.0046,0.0675,0.5953,0.6290,0.0119,0.0144,0.0321
422.2405,0.4198,0.1054,0.0015,0.4327,0.4990,0.7605,0.0103,0.0439,0.0668
547.4278,0.3312,0.1490,0.0147,0.3346,0.5145,0.7017,0.0113,0.0880,0.0391
574.4844,0.3322,0.2430,0.0365,0.3945,0.5412,0.7788,0.0145,0.0340,0.0085
482.8064,0.3030,0.1735,0.0096,0.1423,0.5700,0.7701,0.0107,0.0232,0.0953
582.6961,0.4417,0.2127,0.0110,0.3902,0.5796,0.7392,0.0082,0.1476,0.0037
561.9528,0.3811,0.1544,0.0215,0.4522,0.4496,0.7839,0.0053,0.1139,0.0050
514.2404,0.3980,0.1722,0.0248,0.3667,0.5209,0.7889,0.0000,0.0144,0.0939
259.1359,0.4489,0.1147,0.0176,0.2360,0.4316,0.7934,0.0068,0.0210,0.0130
521.4156,0.3376,0.2233,0.0077,0.3037,0.3850,0.7635,0.0035,0.0194,0.0343
369.5657,0.3806,0.1188,0.0035,0.4398,0.3079,0.6830,0.0000,0.0524,0.0273
461.5161,0.3465,0.1098,0.0152,0.0027,0.1980,0.4797,0.0067,0.0400,0.0511
334.7387,0.4170,0.1343,0.0043,0.4213,0.5578,0.7921,0.0122,0.1161,0.0545
384.7066,0.3824,0.1661,0.0032,0.2167,0.3265,0.7856,0.0102,0.0318,0.0703
565.7512,0.4052,0.2067,0.0137,0.4096,0.5263,0.6175,0.0013,0.0232,0.0565
535.0035,0.3752,0.2364,0.0040,0.4206,0.5821,0.7204,0.0195,0.0688,0.1103
573.5860,0.3221,0.1556,0.0066,0.4725,0.4063,0.6546,0.0048,0.0176,0.1120
439.3093,0.3104,0.1755,0.0391,0.3365,0.5900,0.7467,0.0049,0.0631,0.0110
559.1157,0.3249,0.1080,0.0167,0.0912,0.5601,0.7398,0.0010,0.0691,0.0167
442.8220,0.5514,0.1922,0.0053,0.4128,0.5010,0.7950,0.0111,0.0124,0.0437
594.9566,0.6013,0.1709,0.0089,0.4854,0.5511,0.7939,0.0039,0.1549,0.0732
389.1849,0.3613,0.1738,0.0212,0.3750,0.4319,0.7240,0.0139,0.0464,0.0099
438.1630,0.3137,0.2180,0.0247,0.4505,0.4826,0.6665,0.0092,0.0213,0.0247
288.3425,0.4717,0.1430,0.0037,0.0116,0.5918,0.6329,0.0012,0.0226,0.0250
410.9037,0.4533,0.2244,0.0114,0.4380,0.5677,0.7024,0.0122,0.0695,0.0056
515.3508,0.3377,0.1367,0.0029,0.3976,0.4845,0.7055,0.0028,0.2132,0.0085
389.6236,0.7718,0.2065,0.0193,0.4874,0.5970,0.7397,0.0022,0.0779,0.0106
541.0976,0.4902,0.1784,0.0199,0.4427,0.5852,0.5850,0.0002,0.0399,0.0446
447.0826,0.3321,0.1832,0.0326,0.0051,0.1641,0.6849,0.0009,0.0110,0.0127
491.4609,0.8716,0.1924,0.0032,0.4911,0.5559,0.6730,0.0102,0.1075,0.0185
542.2075,0.3296,0.1542,0.0099,0.2176,0.5576,0.7345,0.0098,0.1001,0.0368
463.4086,0.5113,0.1669,0.0042,0.4055,0.5987,0.7489,0.0066,0.1568,0.0167
561.3257,0.6295,0.2042,0.0100,0.4459,0.5159,0.7459,0.0184,0.0134,0.0234
341.6147,0.4624,0.1771,0.0102,0.2178,0.5824,0.7740,0.0025,0.0150,0.0195
599.6651,0.3659,0.1279,0.0280,0.4840,0.4806,0.7080,0.0127,0.0034,0.0311
473.3340,0.4476,0.2065,0.0282,0.3632,0.5767,0.7956,0.0088,0.0057,0.0332
433.6869,0.3579,0.1206,0.0040,0.2454,0.2595,0.5900,0.0029,0.0039,0.0394
502.2449,0.4238,0.2051,0.0146,0.3808,0.5845,0.7029,0.0143,0.0137,0.0726
599.7902,0.3446,0.1753,0.0031,0.3830,0.5151,0.6670,0.0073,0.0408,0.1373
460.5498,0.3382,0.2409,0.0017,0.3519,0.5383,0.7536,0.0128,0.1194,0.0287
522.8650,0.3086,0.1306,0.0059,0.4428,0.4721,0.7245,0.0120,0.0275,0.1785
365.3171,0.3792,0.1657,0.0179,0.3791,0.5466,0.7425,0.0167,0.0962,0.0013
360.5608,0.4156,0.0979,0.0032,0.0856,0.1390,0.5693,0.0099,0.0472,0.0014
328.2173,0.4038,0.1145,0.0306,0.0323,0.3648,0.6199,0.0043,0.0081,0.0581
379.9480,0.3452,0.1956,0.0105,0.0466,0.2808,0.6998,0.0041,0.0337,0.0561
537.2891,0.3598,0.1409,0.0112,0.3406,0.5252,0.7437,0.0061,0.0718,0.0818
535.2390,0.3524,0.1607,0.0273,0.4464,0.5386,0.6676,0.0004,0.0312,0.0952
322.4422,0.3963,0.1579,0.0083,0.1765,0.4724,0.7938,0.0097,0.0387,0.0951
401.8403,0.3683,0.2036,0.0170,0.3617,0.3627,0.7629,0.0005,0.0381,0.0218
372.1761,0.3365,0.2084,0.0242,0.2386,0.5848,0.7606,0.0064,0.0724,0.0208
408.7959,0.4492,0.1295,0.0034,0.2997,0.4752,0.7885,0.0034,0.0711,0.0151
590.5170,0.5153,0.2354,0.0206,0.4725,0.5262,0.7946,0.0129,0.0685,0.0383
467.6316,0.3774,0.0726,0.0077,0.0236,0.5941,0.7404,0.0031,0.0119,0.0116
510.5224,0.6163,0.2094,0.0094,0.4825,0.5817,0.5667,0.0059,0.0223,0.1065
